adp_source,player_name_raw,position,team,reason,retrieved_at,quarantined_at
ffc_ppr_12team,Taysom Hill,QB,FA,no_name_match,2026-07-30T04:11:54.283870+00:00,2026-07-30T04:11:54.283870+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:03.662695+00:00,2026-07-30T04:11:03.662695+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:06.426320+00:00,2026-07-30T04:11:06.426320+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:09.220453+00:00,2026-07-30T04:11:09.220453+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:12.555584+00:00,2026-07-30T04:11:12.555584+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:16.024656+00:00,2026-07-30T04:11:16.024656+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:20.378805+00:00,2026-07-30T04:11:20.378805+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:25.193776+00:00,2026-07-30T04:11:25.193776+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:30.548589+00:00,2026-07-30T04:11:30.548589+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:36.302112+00:00,2026-07-30T04:11:36.302112+00:00
ffc_ppr_12team,Tom Brady,QB,FA,ambiguous_name_match:2_candidates,2026-07-30T04:11:42.658642+00:00,2026-07-30T04:11:42.658642+00:00
ffc_ppr_12team,Ty Montgomery II,WR,FA,no_name_match,2026-07-30T04:11:09.220453+00:00,2026-07-30T04:11:09.220453+00:00
ffc_ppr_12team,Ty Montgomery II,WR,FA,no_name_match,2026-07-30T04:11:16.024656+00:00,2026-07-30T04:11:16.024656+00:00
ffc_ppr_12team,Ty Montgomery II,WR,FA,no_name_match,2026-07-30T04:11:20.378805+00:00,2026-07-30T04:11:20.378805+00:00
ffc_ppr_12team,Ty Montgomery II,WR,FA,no_name_match,2026-07-30T04:11:25.193776+00:00,2026-07-30T04:11:25.193776+00:00
ffc_ppr_12team,Washington Defense,DEF,WAS,no_name_match,2026-07-30T04:11:36.302112+00:00,2026-07-30T04:11:36.302112+00:00
ffc_ppr_12team,Washington Defense,DEF,WAS,no_name_match,2026-07-30T04:11:47.969500+00:00,2026-07-30T04:11:47.969500+00:00
