adp_source,ffc_player_id,mfl_id,player_name,position,team,bye,rank,average_pick,std_dev,high_pick,low_pick,times_drafted,total_drafts_in_sample,sample_window,period,teams,format,is_retrospective_aggregate,as_of_date,retrieved_at,ingested_at
ffc_half_ppr_10team,3247,14104,A.J. Brown,WR,NE,11,21,20.0,3.1,1.11,3.04,311,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,2507,13319,Aaron Jones Sr.,RB,MIN,6,114,108.0,13.7,6.10,12.11,107,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6184,16626,Adonai Mitchell,WR,NYJ,13,183,161.3,13.4,12.03,15.12,18,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5641,15768,Alec Pierce,WR,IND,13,62,60.2,6.8,4.11,7.04,111,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,2439,13132,Alvin Kamara,RB,NO,8,171,152.3,22.7,6.07,15.12,62,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5182,15287,Amon-Ra St. Brown,WR,DET,6,8,7.9,1.4,1.05,2.03,390,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6500,17042,Ashton Jeanty,RB,LV,13,15,14.8,3.3,1.04,2.11,334,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,2886,13590,Baker Mayfield,QB,TB,10,145,135.2,8.3,8.12,13.07,96,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6513,17052,Bhayshul Tuten,RB,JAX,7,54,52.7,5.5,3.10,6.05,235,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5670,16161,Bijan Robinson,RB,ATL,11,2,2.3,0.6,1.01,1.04,221,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5965,16593,Blake Corum,RB,LAR,11,129,121.5,14.1,7.04,13.06,363,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6046,16444,Blake Grupe,PK,IND,13,181,159.9,14.1,12.10,15.11,17,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6253,16582,Bo Nix,QB,DEN,10,118,112.1,14.8,6.07,12.03,234,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6176,16596,Braelon Allen,RB,NYJ,13,210,170.9,24.9,9.03,17.09,23,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6162,16414,Brandon Aubrey,PK,DAL,14,139,132.9,21.5,7.03,16.02,507,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5503,15708,Breece Hall,RB,NYJ,13,36,35.0,4.0,2.10,5.03,173,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5985,16269,Brenton Strange,TE,JAX,7,208,170.1,22.3,10.05,17.07,27,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5605,15716,Brian Robinson,RB,ATL,11,203,166.2,19.0,12.07,16.06,12,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6175,16618,Brian Thomas Jr.,WR,JAX,7,72,69.2,7.5,5.03,8.02,247,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6178,16641,Brock Bowers,TE,LV,13,45,43.5,9.2,1.04,5.12,639,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5648,15698,Brock Purdy,QB,SF,8,92,89.3,10.7,6.10,10.08,65,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6190,16598,Bucky Irving,RB,TB,10,48,46.5,6.1,3.03,5.11,132,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5676,16150,C.J. Stroud,QB,HOU,8,189,162.8,11.3,12.11,15.11,23,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,2335,11945,Cairo Santos,PK,CHI,10,215,172.7,21.9,12.12,18.01,18,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6790,17599,Caleb Douglas,WR,MIA,6,227,181.2,25.2,12.03,18.06,14,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6173,16579,Caleb Williams,QB,CHI,10,94,92.0,12.6,5.10,11.05,295,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,2866,13629,Calvin Ridley,WR,TEN,9,146,136.1,12.7,8.07,14.08,39,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6188,16680,Cam Little,PK,JAX,7,165,151.1,14.6,10.11,16.10,79,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6509,17045,Cam Skattebo,RB,NYG,8,38,37.0,4.6,3.01,4.12,155,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6457,17030,Cam Ward,QB,TEN,9,195,164.2,11.4,13.11,15.11,5,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,5538,15979,Cameron Dicker,PK,LAC,7,158,144.7,22.1,9.11,16.09,54,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
ffc_half_ppr_10team,6768,17497,Carnell Tate,WR,TEN,9,79,75.4,7.8,5.07,8.06,339,2921,"August 20, 2026 to August 25, 2026",2026,10,half-ppr,0,2026-08-25,2026-08-25T10:57:26.115633+00:00,2026-08-25T10:57:26.115633+00:00
