adp_source,ffc_player_id,mfl_id,player_name,position,team,bye,rank,average_pick,std_dev,high_pick,low_pick,times_drafted,total_drafts_in_sample,sample_window,period,teams,format,is_retrospective_aggregate,as_of_date,retrieved_at,ingested_at
ffc_half_ppr_10team,3247,14104,A.J. Brown,WR,NE,11,17,17.1,2.6,1.11,2.12,251,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,2507,13319,Aaron Jones Sr.,RB,MIN,6,110,104.2,13.7,6.10,12.01,85,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,6184,16626,Adonai Mitchell,WR,NYJ,13,184,158.5,10.8,12.12,15.11,22,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,5641,15768,Alec Pierce,WR,IND,13,61,61.7,6.8,4.11,7.04,150,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,2439,13132,Alvin Kamara,RB,NO,8,183,158.5,16.7,10.06,15.10,30,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,5182,15287,Amon-Ra St. Brown,WR,DET,6,8,7.6,1.6,1.03,2.02,366,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,6500,17042,Ashton Jeanty,RB,LV,13,23,23.1,3.6,1.12,3.06,200,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,2886,13590,Baker Mayfield,QB,TB,10,141,134.8,11.1,9.07,13.08,65,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,6513,17052,Bhayshul Tuten,RB,JAX,7,52,51.9,6.1,3.07,6.07,288,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
ffc_half_ppr_10team,5670,16161,Bijan Robinson,RB,ATL,11,2,2.2,0.6,1.01,1.04,203,2879,"August 31, 2026 to September 5, 2026",2026,10,half-ppr,0,2026-09-05,2026-09-05T12:40:49.448081+00:00,2026-09-05T12:40:49.448081+00:00
