adp_source,ffc_player_id,mfl_id,player_name,position,team,bye,rank,average_pick,std_dev,high_pick,low_pick,times_drafted,total_drafts_in_sample,sample_window,period,teams,format,is_retrospective_aggregate,as_of_date,retrieved_at,ingested_at
ffc_half_ppr_12team,,10261,A.J. Green,WR,FA,,58,6.1,4.12,7.06,137,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,13319,Aaron Jones Sr.,RB,MIN,,24,3.8,2.01,3.12,213,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,7836,Aaron Rodgers,QB,PIT,,50,8.7,1.04,7.01,105,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,11938,Adam Thielen,WR,FA,,21,2.4,2.05,3.08,165,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,14223,Alexander Mattison,RB,FA,,108,10.2,9.01,13.07,137,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,11678,Allen Robinson II,WR,FA,,66,6.2,5.05,8.06,150,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,13132,Alvin Kamara,RB,NO,,2,0.8,1.01,1.06,221,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,12175,Amari Cooper,WR,FA,,29,4.0,3.01,4.08,210,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,13639,Anthony Miller,WR,FA,,106,7.5,8.12,13.02,96,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
ffc_half_ppr_12team,,13404,Austin Ekeler,RB,FA,,54,5.6,3.03,7.03,289,,984,"September 2, 2019 to September 4, 2019",2019,12,half-ppr,0,2019-09-04,2026-07-29T23:22:02.550454+00:00,2026-07-29T23:22:02.550454+00:00
