adp_source,ffc_player_id,mfl_id,player_name,position,team,bye,rank,average_pick,std_dev,high_pick,low_pick,times_drafted,total_drafts_in_sample,sample_window,period,teams,format,is_retrospective_aggregate,as_of_date,retrieved_at,ingested_at
ffc_ppr_10team,3247,14104,A.J. Brown,WR,NE,11,17,17.0,2.7,1.02,3.03,1608,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2507,13319,Aaron Jones Sr.,RB,MIN,6,110,105.6,11.0,6.12,12.08,299,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,1004,7836,Aaron Rodgers,QB,PIT,9,252,176.2,21.1,10.11,18.03,20,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6184,16626,Adonai Mitchell,WR,NYJ,13,206,161.3,15.5,9.09,15.10,49,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5641,15768,Alec Pierce,WR,IND,13,71,69.8,6.9,4.05,8.07,801,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2439,13132,Alvin Kamara,RB,NO,8,170,153.0,17.7,5.09,15.12,269,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5182,15287,Amon-Ra St. Brown,WR,DET,6,7,6.6,1.3,1.01,1.12,1309,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6500,17042,Ashton Jeanty,RB,LV,13,21,20.5,3.9,1.05,3.07,891,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2886,13590,Baker Mayfield,QB,TB,10,135,129.6,10.1,5.04,13.06,418,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6513,17052,Bhayshul Tuten,RB,JAX,7,51,53.8,5.6,3.07,6.12,1157,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5670,16161,Bijan Robinson,RB,ATL,11,2,2.4,0.7,1.01,1.06,1148,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5965,16593,Blake Corum,RB,LAR,11,126,122.3,15.6,6.06,13.07,1566,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6046,16444,Blake Grupe,PK,NYJ,13,203,161.0,23.6,7.11,17.07,34,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6253,16582,Bo Nix,QB,DEN,10,117,112.4,13.1,5.08,12.08,741,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6176,16596,Braelon Allen,RB,NYJ,13,183,157.1,24.6,8.06,17.07,37,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6162,16414,Brandon Aubrey,PK,DAL,14,131,129.0,22.1,4.06,16.04,2169,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5503,15708,Breece Hall,RB,NYJ,13,33,32.3,4.0,2.05,4.08,759,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5985,16269,Brenton Strange,TE,JAX,7,232,165.9,15.2,10.12,16.07,57,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5605,15716,Brian Robinson,RB,ATL,11,213,162.7,19.1,10.03,18.05,47,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6175,16618,Brian Thomas Jr.,WR,JAX,7,73,72.8,7.3,5.01,8.12,1120,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6178,16641,Brock Bowers,TE,LV,13,35,34.6,7.2,1.07,5.02,2544,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5648,15698,Brock Purdy,QB,SF,8,86,86.3,11.8,4.09,10.07,216,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5678,16148,Bryce Young,QB,CAR,5,229,165.6,8.7,13.10,15.12,23,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6190,16598,Bucky Irving,RB,TB,10,46,46.1,5.3,2.10,6.04,648,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5676,16150,C.J. Stroud,QB,HOU,8,189,158.6,11.4,11.02,15.12,154,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2335,11945,Cairo Santos,PK,CHI,10,240,171.2,20.2,8.04,18.03,46,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6790,17599,Caleb Douglas,WR,MIA,6,216,163.0,24.6,9.12,18.04,72,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6173,16579,Caleb Williams,QB,CHI,10,91,88.1,12.5,1.04,10.12,1398,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2866,13629,Calvin Ridley,WR,TEN,9,169,152.4,12.1,11.04,15.05,77,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6188,16680,Cam Little,PK,JAX,7,172,153.5,16.8,9.05,17.12,389,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6509,17045,Cam Skattebo,RB,NYG,8,41,39.9,5.0,1.09,5.06,567,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6457,17030,Cam Ward,QB,TEN,9,241,171.9,21.3,7.06,18.02,39,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5538,15979,Cameron Dicker,PK,LAC,7,155,145.3,20.7,5.06,16.09,287,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6768,17497,Carnell Tate,WR,TEN,9,82,79.8,8.3,5.05,9.04,1468,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,4869,14832,CeeDee Lamb,WR,DAL,14,10,10.3,1.7,1.05,2.04,1083,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5706,16181,Chase Brown,RB,CIN,6,13,13.0,2.4,1.03,2.09,1845,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,4865,14717,Chase McLaughlin,PK,TB,10,167,152.0,19.2,1.07,17.02,184,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,6794,17506,Chris Bell,WR,MIA,6,224,164.7,13.3,12.02,16.10,30,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2340,11936,Chris Boswell,PK,PIT,9,166,151.2,17.1,10.01,17.12,41,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2465,13163,Chris Godwin Jr.,WR,TB,10,81,78.9,8.1,4.07,9.06,1658,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5544,15754,Chris Olave,WR,NO,8,19,19.2,2.9,1.11,3.04,597,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5717,16174,Chris Rodriguez Jr.,RB,JAX,7,185,157.6,17.6,8.03,17.03,214,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,2434,13130,Christian McCaffrey,RB,SF,8,6,6.4,1.6,1.02,2.01,1570,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
ffc_ppr_10team,5360,15789,Christian Watson,WR,GB,11,60,57.9,6.5,4.02,7.11,1757,7848,"August 27, 2026 to September 3, 2026",2026,10,ppr,0,2026-09-03,2026-09-03T13:33:50.268916+00:00,2026-09-03T13:33:50.268916+00:00
