batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games,coverage
CTRL,CTRL-T2Q,TE,2019,0,m_panel_ppr12,2015-2024,10,2012,11,91,0.5304603056392176,4.4594515365653935,-0.4437828034054566,0.3090909090909091,0.1833926270073427,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637,
CTRL,CTRL-T2Q,TE,2020,0,m_panel_ppr12,2015-2024,10,2012,16,85,0.6325912797213402,4.289479391459962,-1.0636886553452485,0.3647058823529411,0.5235131487492185,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375,
CTRL,CTRL-T2Q,TE,2021,0,m_panel_ppr12,2015-2024,10,2012,17,90,0.6709890662523593,4.365104192023898,-0.0740111258864436,0.375,0.5620811929542489,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883,
CTRL,CTRL-T2Q,TE,2022,0,m_panel_ppr12,2015-2024,10,2012,14,89,0.7834887384070233,3.493176037332559,0.3272343015287291,0.3934065934065934,0.3317702499804855,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284,
CTRL,CTRL-T2Q,TE,2023,0,m_panel_ppr12,2015-2024,10,2012,17,89,0.7628992880783418,3.7576046559499785,-0.4375649095012279,0.4975490196078431,0.4130379983065978,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355,
CTRL,CTRL-T2Q,TE,2024,0,m_panel_ppr12,2015-2024,10,2012,18,86,0.7434719183933073,3.800127637402837,-0.3201037662874345,0.3593185816991832,0.4645822611900796,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111,
CTRL,CTRL-T2Q,WR,2015,0,m_panel_ppr12,2015-2024,10,2012,17,181,0.7612490815994518,3.970847352299407,0.518408923190736,0.428921568627451,0.3713323818858835,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059,
CTRL,CTRL-T2Q,WR,2016,0,m_panel_ppr12,2015-2024,10,2012,24,188,0.6943911753532362,4.578542891582823,-0.003036037580192,0.6582608695652173,0.6714267103028416,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875,
CTRL,CTRL-T2Q,WR,2017,0,m_panel_ppr12,2015-2024,10,2012,32,193,0.7220434051023501,4.283807006227383,0.4121357203638338,0.3009530791788856,0.2601535354749987,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125,
CTRL,CTRL-T2Q,WR,2018,0,m_panel_ppr12,2015-2024,10,2012,38,186,0.7296088713566679,4.212268634863613,-0.0394158491368209,0.6916890090782069,0.6595019291540141,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421,
CTRL,CTRL-T2Q,WR,2019,0,m_panel_ppr12,2015-2024,10,2012,50,185,0.7442160810089276,4.217341505244713,0.3506882206812709,0.5429531812725089,0.5332789556947701,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72,
CTRL,CTRL-T2Q,WR,2020,0,m_panel_ppr12,2015-2024,10,2012,50,190,0.7582867277839869,4.144543751890124,0.3404884279056207,0.4534453781512604,0.4559915488606808,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06,
CTRL,CTRL-T2Q,WR,2021,0,m_panel_ppr12,2015-2024,10,2012,55,197,0.712831374827708,4.3989670642611225,-0.3546692269392525,0.4026407403385952,0.3741642579188136,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091,
CTRL,CTRL-T2Q,WR,2022,0,m_panel_ppr12,2015-2024,10,2012,48,193,0.7246509488816966,4.418278045670636,-0.2192341591059319,0.7394903251291721,0.7259378290385182,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665,
CTRL,CTRL-T2Q,WR,2023,0,m_panel_ppr12,2015-2024,10,2012,62,188,0.7780306999770846,4.344420069586422,-0.5342253891436312,0.5813575754984195,0.5891326347302022,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225,
CTRL,CTRL-T2Q,WR,2024,0,m_panel_ppr12,2015-2024,10,2012,58,190,0.7958854674754652,4.048605139782749,0.0743838837410142,0.4507436517136496,0.4669522343924731,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863,
D1A1,Q0,QB,2015,0,m_panel_ppr12,2015-2024,10,2002,10,68,0.5927203565261673,4.540743845057602,1.2880256612195742,0.2727272727272727,0.1796614799216797,2.6266962189771563,-1.670190908499649,0.499136590618097,2.2,
D1A1,Q0,QB,2016,0,m_panel_ppr12,2015-2024,10,2002,12,67,0.7331418378894503,3.870961393212032,2.040632507042958,-0.0419580419580419,-0.0830152229126959,1.7746343429759317,-1.2516133123104634,0.0846394526865042,0.9166666666666666,
D1A1,Q0,QB,2017,0,m_panel_ppr12,2015-2024,10,2002,13,73,0.6924165026038744,5.021876020029111,4.212713972105176,-0.1263736263736263,-0.3525581674978127,1.605181614235091,0.737902799749635,-0.1251874840935315,1.1538461538461535,
D1A1,Q0,QB,2018,0,m_panel_ppr12,2015-2024,10,2002,18,65,0.6869655312906481,6.840212682846913,5.876358501325282,0.0278637770897832,0.1075417257224542,2.791097355277343,0.3613998396122146,0.1341810090449617,3.1666666666666665,
D1A1,Q0,QB,2019,0,m_panel_ppr12,2015-2024,10,2002,19,72,0.6831518948001895,5.761913733556408,4.893293856589242,0.3719298245614035,0.2445947262447604,1.5519658112074273,-0.2365300107969478,-0.3871711159513603,2.3157894736842106,
D1A1,Q0,QB,2020,0,m_panel_ppr12,2015-2024,10,2002,19,73,0.7828493765611294,5.59452130239922,4.840042479923436,0.5614035087719299,0.5592586887973248,1.9238501643621804,1.0140327934061728,0.3193575859612341,2.894736842105264,
D1A1,Q0,QB,2021,0,m_panel_ppr12,2015-2024,10,2002,19,73,0.6770840419884675,7.347566904411019,6.907228597147408,0.1614035087719298,0.1120251222155491,2.7390446080860285,1.5242303660726095,-0.2412684766400123,3.3157894736842106,
D1A1,Q0,QB,2022,0,m_panel_ppr12,2015-2024,10,2002,19,77,0.7164297113679731,6.654219388111887,5.877710494804117,0.3228070175438596,0.487356269652886,2.9362524045192635,2.202802155591268,0.5152106565919431,1.947368421052632,
D1A1,Q0,QB,2023,0,m_panel_ppr12,2015-2024,10,2002,23,79,0.605838512595429,6.369336558206457,5.206285735257467,0.0533596837944664,0.0193600930545361,3.664051668233621,1.3789198445475266,-0.1902207593658906,4.304347826086956,
D1A1,Q0,QB,2024,0,m_panel_ppr12,2015-2024,10,2002,23,85,0.6672999100656626,6.982720026863705,6.243078414214804,0.3675889328063241,0.4758042407167996,2.451257447106927,0.0286360955500759,0.08886975990643,3.869565217391304,
D1A1,Q0,RB,2015,0,m_panel_ppr12,2015-2024,10,2002,3,114,0.1192145150908422,7.143808483899812,2.178014555133301,,,,,,,
D1A1,Q0,RB,2016,0,m_panel_ppr12,2015-2024,10,2002,9,123,0.100044595935975,7.588156624288612,-2.3799780250939944,,,,,,,
D1A1,Q0,RB,2017,0,m_panel_ppr12,2015-2024,10,2002,13,122,0.4440701734285158,7.854229947455657,7.08419922486661,0.4340659340659341,0.3054987672856978,4.194380548550482,1.2543278904626596,-0.095726041187968,4.615384615384615,
D1A1,Q0,RB,2018,0,m_panel_ppr12,2015-2024,10,2002,27,120,0.416703988776241,7.037431891804085,5.561787491210668,0.3717948717948718,0.3825082252435972,2.939798019065981,-0.3907175917096493,0.1989295419234803,3.0,
D1A1,Q0,RB,2019,0,m_panel_ppr12,2015-2024,10,2002,34,118,0.6870422949847984,4.826048043476616,2.4620514980286057,0.4157372039724981,0.5247748560100784,2.65588280763657,-1.254795502859469,0.0774573311770322,2.735294117647059,
D1A1,Q0,RB,2020,0,m_panel_ppr12,2015-2024,10,2002,44,119,0.5933033167072188,4.326783365101062,2.558574227527794,0.4377730796335448,0.3663336259227415,3.9807719432855904,1.220281306029834,-0.1392648662537197,4.886363636363637,
D1A1,Q0,RB,2021,0,m_panel_ppr12,2015-2024,10,2002,54,116,0.5419998330803895,5.343607042910185,3.636344051345005,0.5694301505622259,0.5250166214706659,3.1917913713898307,0.3107009243695393,-0.170485139391101,4.12962962962963,
D1A1,Q0,RB,2022,0,m_panel_ppr12,2015-2024,10,2002,41,123,0.6472135098554154,6.242341955435428,4.116221699851988,0.402439024390244,0.402776197162991,3.4858189522574694,-0.9327565164267256,-0.1843250344756576,4.0,
D1A1,Q0,RB,2023,0,m_panel_ppr12,2015-2024,10,2002,50,128,0.6471896306994814,6.359092628028259,4.583359800264679,0.3447298919567827,0.3397146338165545,2.8840276097032773,-0.3343909778432134,0.4079257238125278,3.14,
D1A1,Q0,RB,2024,0,m_panel_ppr12,2015-2024,10,2002,51,112,0.712794081060557,5.4518387014124965,3.4668179720666106,0.5447634563262205,0.5090807921239356,2.7130202212861407,-0.421221076079144,0.3499748632542649,3.07843137254902,
D1A1,Q0,WR,2015,0,m_panel_ppr12,2015-2024,10,2012,17,181,0.5808592843796141,7.375808112776752,5.851154052298165,0.2549019607843137,0.2830850295976255,3.034031715295053,-1.737720026732793,-0.1468505734746367,3.235294117647059,
D1A1,Q0,WR,2016,0,m_panel_ppr12,2015-2024,10,2012,24,188,0.6635300192506803,7.062661302680394,5.766147036001358,0.348695652173913,0.3543474803724534,2.9588150032562552,0.277828460097037,-0.4240265443026604,1.875,
D1A1,Q0,WR,2017,0,m_panel_ppr12,2015-2024,10,2012,32,193,0.6632067415012586,5.862184513070033,4.538384158439442,0.504032258064516,0.4547578293677563,2.870544111392624,0.1951304826842718,0.3619350063961155,3.53125,
D1A1,Q0,WR,2018,0,m_panel_ppr12,2015-2024,10,2012,38,186,0.6537653153182467,6.06903411512573,4.592878819285397,0.6260327196545519,0.6369600769298915,3.043398091264181,-0.4754519269983175,-0.0302342899276902,3.631578947368421,
D1A1,Q0,WR,2019,0,m_panel_ppr12,2015-2024,10,2012,50,185,0.645151780175272,5.965783907225866,4.862999184273771,0.4836974789915966,0.4649734723641548,2.431875032789287,0.2670025605415467,-0.0905347697428892,2.72,
D1A1,Q0,WR,2020,0,m_panel_ppr12,2015-2024,10,2012,50,190,0.7273520242678979,5.544060617240732,3.7645859006568574,0.5314285714285714,0.5180135140812072,2.792832882893977,0.1557897586472469,0.2456033604336587,3.06,
D1A1,Q0,WR,2021,0,m_panel_ppr12,2015-2024,10,2012,55,197,0.666677596569012,5.293044368094571,3.723871537152272,0.3833402479023308,0.3801625318687829,3.1462616209699337,0.4374791206641586,0.1241501051322909,3.690909090909091,
D1A1,Q0,WR,2022,0,m_panel_ppr12,2015-2024,10,2012,48,193,0.6659802074680996,5.493175342265219,3.789592286067629,0.7108855540382244,0.6903089404466825,2.6006661679694667,-0.3216353604165484,0.3277549284451682,2.4166666666666665,
D1A1,Q0,WR,2023,0,m_panel_ppr12,2015-2024,10,2012,62,188,0.8082619148055863,5.276420506972601,3.429715106831268,0.6551667695461482,0.6575518527448074,2.375948346333874,-1.215911593260851,0.1321038047916498,3.0806451612903225,
D1A1,Q0,WR,2024,0,m_panel_ppr12,2015-2024,10,2012,58,190,0.7576016236334587,5.469740863139206,4.20534311463686,0.4047556793317547,0.4243843378309375,2.454826861097375,0.3649617129416146,0.1571193706013846,2.8793103448275863,
D1A1,Q0,TE,2015,0,m_panel_ppr12,2015-2024,10,2012,6,79,0.4122769279273723,6.75080536195786,5.778915974846879,,,,,,,
D1A1,Q0,TE,2016,0,m_panel_ppr12,2015-2024,10,2012,5,85,0.5843534792756313,6.6737121303993465,4.398570601360276,,,,,,,
D1A1,Q0,TE,2017,0,m_panel_ppr12,2015-2024,10,2012,7,92,0.4891602810010705,7.267183268838678,6.587608011615759,,,,,,,
D1A1,Q0,TE,2018,0,m_panel_ppr12,2015-2024,10,2012,11,89,0.4198335850169806,7.755638421992336,6.702695985810491,0.3,0.5473099208819573,2.445556728358397,-0.2833931509233632,-0.1554983935691185,1.9090909090909087,
D1A1,Q0,TE,2019,0,m_panel_ppr12,2015-2024,10,2012,11,91,0.4459851336389671,6.856876653407739,6.669569362086816,0.3727272727272728,0.3635902814002036,1.957933319296839,1.718288410397249,0.566874451717658,4.636363636363637,
D1A1,Q0,TE,2020,0,m_panel_ppr12,2015-2024,10,2012,16,85,0.586649170136011,5.542392753947882,4.578348840197869,0.2558823529411764,0.590550792057078,1.91324468154267,-0.2952908453143728,0.4448337324782901,2.9375,
D1A1,Q0,TE,2021,0,m_panel_ppr12,2015-2024,10,2012,17,90,0.6240809129410605,7.095202400823798,6.524114228305094,0.5000000000000001,0.5465750809225522,3.141580210089755,1.4211178142821226,-0.6285763792450015,3.3529411764705883,
D1A1,Q0,TE,2022,0,m_panel_ppr12,2015-2024,10,2012,14,89,0.6520791303918182,6.877598565502023,6.213439531244222,0.2175824175824176,0.5251123444799126,2.436997161572142,0.3993131635807107,-0.2936980639500143,2.9285714285714284,
D1A1,Q0,TE,2023,0,m_panel_ppr12,2015-2024,10,2012,17,89,0.6943285090733486,5.874447163446932,5.100788228175111,0.4093137254901961,0.3293392446098527,2.577140986222174,0.7291892104429681,0.2345985933196161,2.9411764705882355,
D1A1,Q0,TE,2024,0,m_panel_ppr12,2015-2024,10,2012,18,86,0.6747847673840109,5.341917927788943,4.193693525022955,0.490449213526184,0.5556654967385657,2.7244622444613,0.499914581253679,-0.3143829891265488,3.111111111111111,
D1A1,Q0w,QB,2015,0,m_panel_ppr12,2015-2024,10,2002,10,68,0.6485833173589609,3.6397967578983375,-0.4553308328483369,0.5393939393939393,0.2897543254674824,4.142537895486696,-3.543621991913562,0.3027495893961478,2.2,
D1A1,Q0w,QB,2016,0,m_panel_ppr12,2015-2024,10,2002,12,67,0.7679836541000882,3.207371583195493,0.141581425271695,0.1958041958041958,0.0428848382253282,3.048047611243163,-2.9728039318434987,0.0966523069180323,0.9166666666666666,
D1A1,Q0w,QB,2017,0,m_panel_ppr12,2015-2024,10,2002,13,73,0.7278696848355198,3.2279712636808915,-0.0972159815616747,-0.1373626373626373,-0.2963740292944142,2.5454724049773696,-1.342077377101874,0.0090333585531673,1.1538461538461535,
D1A1,Q0w,QB,2018,0,m_panel_ppr12,2015-2024,10,2002,18,65,0.6446794545505807,3.486976489906304,0.1866508050102568,-0.1331269349845201,-0.0860500736298046,4.198185942857453,-2.75507963013977,0.2794411839743698,3.1666666666666665,
D1A1,Q0w,QB,2019,0,m_panel_ppr12,2015-2024,10,2002,19,72,0.6814918718749651,3.621592788933644,0.7954382998746019,0.3263157894736841,0.2674535238883692,3.235136284170187,-2.685982886867572,-0.2112710997340762,2.3157894736842106,
D1A1,Q0w,QB,2020,0,m_panel_ppr12,2015-2024,10,2002,19,73,0.7513049368903154,3.445692000428501,0.0412081625384708,0.4824561403508771,0.4307102046574863,3.444376054495815,-1.4090729928405523,0.0969478385953746,2.894736842105264,
D1A1,Q0w,QB,2021,0,m_panel_ppr12,2015-2024,10,2002,19,73,0.6904156775800666,3.5302400346516887,1.0710394104497285,0.1508771929824561,0.1127969497637017,3.642688209329408,-1.27808921779381,-0.0860160095219546,3.3157894736842106,
D1A1,Q0w,QB,2022,0,m_panel_ppr12,2015-2024,10,2002,19,77,0.7348626918953954,2.848859401156888,0.3867437916632062,0.4929824561403509,0.6713532818382556,2.3447799343971805,-0.3649640073403106,0.5951725567521301,1.947368421052632,
D1A1,Q0w,QB,2023,0,m_panel_ppr12,2015-2024,10,2002,23,79,0.6038315518845941,4.020204793521988,0.2574903709612574,0.0681818181818181,0.0865981533827829,4.380500454694536,-1.1188599547321894,-0.0392519027262948,4.304347826086956,
D1A1,Q0w,QB,2024,0,m_panel_ppr12,2015-2024,10,2002,23,85,0.7028636882098367,3.3734143506936194,0.3331733718711721,0.3290513833992095,0.4336869846794025,4.115034295496844,-2.6664549733061538,-0.0035752202261207,3.869565217391304,
D1A1,Q0w,RB,2015,0,m_panel_ppr12,2015-2024,10,2002,3,114,0.6377662245318008,4.026400150646595,0.293848595991148,,,,,,,
D1A1,Q0w,RB,2016,0,m_panel_ppr12,2015-2024,10,2002,9,123,0.5881511607331162,4.55676584410171,0.7571439286116244,,,,,,,
D1A1,Q0w,RB,2017,0,m_panel_ppr12,2015-2024,10,2002,13,122,0.5910095879859767,4.874228419324831,-0.002707185845361,0.6208791208791209,0.3297856406707795,5.257490141200633,-1.8864204595405885,0.2123921538858041,4.615384615384615,
D1A1,Q0w,RB,2018,0,m_panel_ppr12,2015-2024,10,2002,27,120,0.6404051465233556,4.257346465550351,0.4881901272424991,0.3931623931623931,0.4647066655951024,3.2568331833320663,-1.8780533998760016,0.334906697162315,3.0,
D1A1,Q0w,RB,2019,0,m_panel_ppr12,2015-2024,10,2002,34,118,0.7143839415226099,4.484696462705492,0.1139010497859069,0.3729564553093964,0.5211550873517931,3.5737649035442733,-2.949176572189106,0.1986948930193436,2.735294117647059,
D1A1,Q0w,RB,2020,0,m_panel_ppr12,2015-2024,10,2002,44,119,0.6635998616070605,3.860845915784583,-0.2339331793251045,0.4026779422128259,0.3649845110054666,4.371848428571877,-0.6445588739869247,-0.1042533521980931,4.886363636363637,
D1A1,Q0w,RB,2021,0,m_panel_ppr12,2015-2024,10,2002,54,116,0.5792602979303131,4.599149398397588,0.5944404091544797,0.604802744425386,0.6017556298422689,3.8398929484684,-2.1689824081330418,0.1733246397995955,4.12962962962963,
D1A1,Q0w,RB,2022,0,m_panel_ppr12,2015-2024,10,2002,41,123,0.7041645872152433,4.625354050211552,0.3176110407245769,0.3332752613240418,0.2992800624847895,4.360110276439221,-3.0220262214451967,0.0897605983522869,4.0,
D1A1,Q0w,RB,2023,0,m_panel_ppr12,2015-2024,10,2002,50,128,0.7314196825425409,4.3823486769518505,0.8096660957070425,0.3881392557022808,0.3735757439012507,3.654950629639097,-2.209338404645487,0.3371795390364233,3.14,
D1A1,Q0w,RB,2024,0,m_panel_ppr12,2015-2024,10,2002,51,112,0.7781962085347122,4.270516727476143,0.3304534317327005,0.4967533203380055,0.4611279179188575,3.3918003422089664,-1.9922690043557807,0.343833345224397,3.07843137254902,
D1A1,Q0w,WR,2015,0,m_panel_ppr12,2015-2024,10,2012,17,181,0.7595452441373526,4.0087623017525305,0.6395107285517871,0.4362745098039216,0.3762080670828288,3.845195763360408,-2.877943025010158,-0.0705816434688755,3.235294117647059,
D1A1,Q0w,WR,2016,0,m_panel_ppr12,2015-2024,10,2012,24,188,0.7052492358220581,4.53503001659576,0.2363080386277438,0.6739130434782608,0.6585290860550367,2.744081941202433,-1.1550282264515024,0.6655432815106482,1.875,
D1A1,Q0w,WR,2017,0,m_panel_ppr12,2015-2024,10,2012,32,193,0.7231184207957448,4.280815038106302,0.669044202547913,0.3049853372434017,0.2671994699601909,3.716951254342328,-1.4531473745482688,-0.0557550009853023,3.53125,
D1A1,Q0w,WR,2018,0,m_panel_ppr12,2015-2024,10,2012,38,186,0.7357733144381197,4.198259278769293,0.3241884236744211,0.6968320850830599,0.6658979798432275,3.60458169893013,-2.321917313674428,0.2835022635130975,3.631578947368421,
D1A1,Q0w,WR,2019,0,m_panel_ppr12,2015-2024,10,2012,50,185,0.7464095417882503,4.251764812043239,0.8264230858887452,0.558031212484994,0.5353433018959961,3.0232336763595447,-1.7427345055080452,0.1854954652200859,2.72,
D1A1,Q0w,WR,2020,0,m_panel_ppr12,2015-2024,10,2012,50,190,0.7610770492748944,4.185501389968437,0.9147197695219428,0.4545018007202881,0.4594479650878377,3.3161396020367806,-1.383562167330454,0.2431916240285988,3.06,
D1A1,Q0w,WR,2021,0,m_panel_ppr12,2015-2024,10,2012,55,197,0.7163091982055553,4.340777130966075,0.3214857648478579,0.3992135500929035,0.3768602309928932,3.989681586275004,-1.1092733194931466,0.0489243377262064,3.690909090909091,
D1A1,Q0w,WR,2022,0,m_panel_ppr12,2015-2024,10,2012,48,193,0.7240139030899678,4.360514656861005,0.4723818723381622,0.7420956932740783,0.724956075198581,3.109452507377879,-2.023696479344677,0.4038020944026141,2.4166666666666665,
D1A1,Q0w,WR,2023,0,m_panel_ppr12,2015-2024,10,2012,62,188,0.7840845529891667,4.351151066245272,0.1739910306416181,0.5853615542952768,0.5938048124982696,3.862153446629831,-3.053875100866692,0.1743265302311027,3.0806451612903225,
D1A1,Q0w,WR,2024,0,m_panel_ppr12,2015-2024,10,2012,58,190,0.7974214976979945,4.06167862782614,0.9106683165709836,0.4456372949140545,0.4625632619600609,3.0791990954315014,-0.999877278228652,0.1723476234024721,2.8793103448275863,
D1A1,Q0w,TE,2015,0,m_panel_ppr12,2015-2024,10,2012,6,79,0.5698969994534432,3.796904359827596,-0.4463510902964653,,,,,,,
D1A1,Q0w,TE,2016,0,m_panel_ppr12,2015-2024,10,2012,5,85,0.6579427612712974,4.221080133815558,0.664848218901812,,,,,,,
D1A1,Q0w,TE,2017,0,m_panel_ppr12,2015-2024,10,2012,7,92,0.6112927133041054,4.44051844367293,-0.6124357945529036,,,,,,,
D1A1,Q0w,TE,2018,0,m_panel_ppr12,2015-2024,10,2012,11,89,0.6198814089317415,4.309966860931731,1.304649685482162,0.3636363636363636,0.3913244421805584,2.912111995097338,-2.1594717772660315,0.0,1.9090909090909087,
D1A1,Q0w,TE,2019,0,m_panel_ppr12,2015-2024,10,2012,11,91,0.5246988060057466,4.411095634343561,-0.159080245267992,0.3909090909090909,0.193827921938217,4.527568923276055,-1.6525158660647596,-0.2626979166496464,4.636363636363637,
D1A1,Q0w,TE,2020,0,m_panel_ppr12,2015-2024,10,2012,16,85,0.636110959051501,4.206629159853983,-0.7718116397336918,0.3647058823529411,0.5408834619450248,3.40339594292382,-2.755269937727138,0.1018905264944341,2.9375,
D1A1,Q0w,TE,2021,0,m_panel_ppr12,2015-2024,10,2012,17,90,0.6760877502547774,4.318140535015195,0.3349916590999084,0.375,0.5581672745623678,3.57698114096602,-1.524488844699183,0.1157576302371983,3.3529411764705883,
D1A1,Q0w,TE,2022,0,m_panel_ppr12,2015-2024,10,2012,14,89,0.786643738154608,3.448058246801899,0.7746148794353742,0.3934065934065934,0.3094792967750009,2.9572457525578506,-1.5779777878682142,-0.0683018753372126,2.9285714285714284,
D1A1,Q0w,TE,2023,0,m_panel_ppr12,2015-2024,10,2012,17,89,0.7621093417136462,3.6634365262620814,0.0309533890960245,0.4975490196078431,0.4089241778066054,3.607239715914302,-1.6672991755249773,0.0985813237885621,2.9411764705882355,
D1A1,Q0w,TE,2024,0,m_panel_ppr12,2015-2024,10,2012,18,86,0.7462924738571037,3.721627893410784,0.1929929900422907,0.3840991735405062,0.4705758894358275,2.847751467932433,-1.2716930263921815,0.1117574080948196,3.111111111111111,
D1A1,PG0,QB,2013,0,m_panel_ppr12,2013-2024,12,2002,8,72,0.7588169420888855,3.3816654094456005,-0.4474940151500088,,,,,,,
D1A1,PG0,QB,2014,0,m_panel_ppr12,2013-2024,12,2002,9,61,0.7764547922360768,3.550336443286988,-0.3018363274387328,,,,,,,
D1A1,PG0,QB,2015,0,m_panel_ppr12,2013-2024,12,2002,10,68,0.6454254712329546,3.7006070664863127,-0.5265383618431487,0.5272727272727272,0.2686011214830657,4.445833007808352,-3.8676783653316535,0.0172999765369227,2.2,
D1A1,PG0,QB,2016,0,m_panel_ppr12,2013-2024,12,2002,12,67,0.7759363864307084,3.3814784382265994,-0.0425683084961564,0.0979020979020979,0.1345441111811528,3.528372416018548,-3.528372416018548,0.2227205333328571,0.9166666666666666,
D1A1,PG0,QB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,73,0.7204685729723819,3.3301104453753934,-0.2898565616576298,-0.1373626373626373,-0.2147579330571184,2.888252966785937,-1.9218698553768163,0.1324892587797877,1.1538461538461535,
D1A1,PG0,QB,2018,0,m_panel_ppr12,2013-2024,12,2002,18,65,0.6490384364129465,3.5315786183436626,-0.1126548889104381,-0.1517027863777089,-0.0853336648882071,4.573090540266123,-3.3150512188961048,0.2228143361205327,3.1666666666666665,
D1A1,PG0,QB,2019,0,m_panel_ppr12,2013-2024,12,2002,19,72,0.6819955288764169,3.711835510780928,0.393090895223586,0.3298245614035088,0.2407204360211792,3.9878706861925695,-3.48098797155584,-0.1085972942558336,2.3157894736842106,
D1A1,PG0,QB,2020,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.7468534718128464,3.490627936251739,-0.4586317419390824,0.4789473684210526,0.4410057225986584,3.955620551900886,-2.369397513118947,0.1321151918113438,2.894736842105264,
D1A1,PG0,QB,2021,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.709447545154123,3.4239688524155225,0.4512814624150802,0.1736842105263158,0.110097542568973,4.039595293826118,-2.23153839735379,-0.0724345343342776,3.3157894736842106,
D1A1,PG0,QB,2022,0,m_panel_ppr12,2013-2024,12,2002,19,77,0.7336611375882806,2.858324595433435,-0.1958195822975606,0.5,0.6671355041883995,2.7426306130974267,-1.353311997580352,0.5720071578366281,1.947368421052632,
D1A1,PG0,QB,2023,0,m_panel_ppr12,2013-2024,12,2002,23,79,0.6077211450681542,3.9907525088564113,-0.2282392233120108,0.0820158102766798,0.087967740103781,4.662087424580876,-1.938888766383336,-0.0754844283197978,4.304347826086956,
D1A1,PG0,QB,2024,0,m_panel_ppr12,2013-2024,12,2002,23,85,0.706451990745754,3.3793932207466724,-0.2228290208802666,0.3567193675889328,0.4457468924431081,4.671779608015462,-3.576712715543031,-0.0275802703157886,3.869565217391304,
D1A1,PG0,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,0.742562978436135,4.8733817021166885,0.350294034131081,,,,,,,
D1A1,PG0,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,0.6630991227403605,4.29166773603019,0.5172262187618566,,,,,,,
D1A1,PG0,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,0.638950547757029,4.038269726900647,0.2998381886773689,,,,,,,
D1A1,PG0,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,0.5828949061283939,4.5737136733058525,0.7228221224085899,,,,,,,
D1A1,PG0,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.587999677122277,4.880044784439996,-0.0387252081319237,0.6208791208791209,0.3241815055498877,5.280103763125453,-1.933409778121487,0.1645291332918201,4.615384615384615,
D1A1,PG0,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.63917457577127,4.274163875221039,0.4179710539117485,0.3931623931623931,0.4565571619312141,3.337139987233266,-2.007691974171786,0.3531628893008622,3.0,
D1A1,PG0,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.7127674328023726,4.501185740125706,-0.0541340066152628,0.3827349121466767,0.5222766934067609,3.704669150521514,-3.195790441940401,0.1812148741822907,2.735294117647059,
D1A1,PG0,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.6644505857661602,3.903847173264512,-0.4885107869413281,0.4007047216349542,0.3680473528165485,4.454123526161521,-0.9922967994723836,-0.1255585331650058,4.886363636363637,
D1A1,PG0,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.5827226887523624,4.6156600703621,0.2979139641189601,0.6026681913474367,0.5989010412911656,4.008452300241929,-2.4616590480512133,0.1464645008003224,4.12962962962963,
D1A1,PG0,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.704682962765426,4.609844909893309,-0.0903841783794999,0.3454703832752614,0.3057926546183414,4.562165638045215,-3.431914776459689,0.0894047585173918,4.0,
D1A1,PG0,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.73772137127745,4.333473546636322,0.3164399807974786,0.390252100840336,0.3795910972272782,3.919734170082431,-2.660697069624515,0.322092878514811,3.14,
