adp_source,mfl_id,player_name,position,team,rank,average_pick,min_pick,max_pick,drafts_selected_in,draft_sel_pct,fcount,is_ppr,is_keeper,is_mock,cutoff,period,total_drafts_in_sample,mfl_timestamp,retrieved_at,ingested_at
mfl_proxy,0501,Buffalo Bills,DT,BUF,254,145.5,83,245,30,17.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0504,New England Patriots,DT,NEP,191,117.16,55,240,76,43.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0507,Cleveland Browns,DT,CLE,240,140.64,92,268,28,16.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0509,Jacksonville Jaguars,DT,JAC,216,129.59,26,271,59,34.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0510,Pittsburgh Steelers,DT,PIT,204,122.5,63,252,72,41.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0511,Denver Broncos,DT,DEN,168,100.38,25,179,77,44.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0514,San Diego Chargers,DT,SDC,212,127.26,36,291,73,42.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0515,Seattle Seahawks,DT,SEA,159,92.59,21,184,78,45.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0518,Philadelphia Eagles,DT,PHI,205,122.68,47,244,73,42.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
mfl_proxy,0521,Chicago Bears,DT,CHI,252,145.09,48,273,22,12.0,10,1,0,0,10,2026,173,1787947264,2026-08-28T21:48:35.379147+00:00,2026-08-28T21:48:35.379147+00:00
