player_id,season,entry,position,proj_games,proj_tpg,proj_targets,proj_receptions,proj_rec_yards,proj_rec_tds,proj_carries,proj_rush_yards,proj_rush_tds,proj_fumbles_lost,proj_catch_rate,proj_ypr,proj_td_per_target,p_rec_100,p_rec_150,p_rec_200,proj_bonus_points,proj_points_base,proj_points,entry_act,name,position_act,games,points,targets,receptions,rec_yards,rec_tds,carries,rush_yards,rush_tds,attempts,completions,pass_yards,pass_tds,interceptions,sacks,fumbles_lost,rec_bonus,rush_bonus,pass_bonus,total_bonus,g100,g150,g200,r100,r150,r200,p300,p350,p400,season_len,pts_1,ppg_w,gshare_w,gshare_1,age,evidence,present_1,gshare_max3,inj_missed_share_1,unexp_missed_share_1,inj_out_wks_1,missed_wks_1,games_1,tgt_1,rec_1,recyds_1,rectd_1,carries_1,rushyds_1,rushtd_1,att_1,passyds_1,passtd_1,ints_1,average_pick,n_train_seasons
00-0024221,2014,veteran,TE,11.090106478437212,5.209307092638816,57.771770336242646,37.16045084741787,482.65776753596316,4.672631553770237,0.05311868414146388,0.1384129095625439,0.004800170264003605,0.3591811952999447,0.6432285289361397,12.988479863115039,0.08088087878516853,0.029604029109013236,0.002186138147447853,1.3672856041463623e-11,0.36467859256063356,94.20607142186704,94.57075001442767,veteran,Vernon Davis,TE,13.0,49.9,50.0,26.0,245.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,189.5,10.248867313915856,0.966626213592233,0.9375,30.584531143052704,0.9656250000000001,1.0,1.0,0.0,0.0625,0.0,1.0,15.0,84.0,52.0,850.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024243,2014,veteran,TE,9.885606025608647,3.934446595749008,38.89438897437182,24.69631048020793,283.5790003866096,2.2377657246291798,0.09295206023074537,0.2450554315174196,0.008450187293704125,0.3067090554706354,0.6349581811525759,11.48264639019156,0.05753441006885805,0.00423224630033959,0.0002569700801479227,1.367316053191819e-11,0.04564877725789908,53.594438182512704,53.640086959770606,veteran,Marcedes Lewis,TE,8.0,41.6,31.0,18.0,206.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,70.4,6.534285714285715,0.7971938775510204,0.625,30.286105407255306,0.765625,1.0,0.9375,0.3125,0.0625,5.0,6.0,10.0,47.0,25.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024268,2014,veteran,TE,8.511756269436784,3.2588942821424984,27.7389138374581,17.805976560064565,182.37345478291968,1.7900579399986503,0.0749695544224731,0.1976470071137927,0.0068154140384066465,0.12893112643205115,0.6419132581903663,10.242260746986988,0.06453237320278166,0.0010854722335570776,5.834369950370585e-05,1.3673371235500906e-11,0.009984186347097019,37.683476330393866,37.69346051674096,veteran,Anthony Fasano,TE,14.0,59.1,36.0,25.0,226.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,49.5,5.55,0.8078124999999999,0.5625,30.365503080082135,0.75,1.0,1.0,0.25,0.1875,4.0,7.0,9.0,33.0,23.0,200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024276,2014,veteran,TE,3.0005244489939003,3.070130459776876,9.2120015061614,5.845198279428755,66.42522813672815,0.4862795107692371,0.032843277389890464,0.08681901432757685,0.0029768220239182876,0.0495456517648688,0.634519900536189,11.364067557896396,0.0527876065200371,0.0012633835560371038,6.882371987504457e-05,1.3673347759712244e-11,0.004100574211634281,12.410250548049145,12.41435112226078,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,11.7,4.758100558659217,0.7685055865921788,0.25,31.54277891854894,0.559375,1.0,0.9375,0.125,0.625,2.0,12.0,4.0,12.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024301,2014,veteran,TE,2.357595596148591,0.6579831801677465,1.551258247903324,0.9966834091785479,10.60387080675856,0.09891535059869143,0.03927942151464245,0.10355483853860281,0.003570856501331132,0.0463214356353062,0.6424999902663933,10.639156535672763,0.06376459286027013,1.1663648947254053e-06,3.450129700526139e-08,1.3674427521155897e-11,2.871891375668666e-06,2.091358640448513,2.0913615123398888,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,3.212,0.5625,0.0,31.159479808350444,0.234375,0.0,0.625,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024313,2014,veteran,TE,2.296230048903877,5.09587007537749,11.701289992391857,7.463261475489516,83.101079463538,0.6857624448593602,0.023241118878190487,0.061272040678865825,0.002112828988926408,0.03730303816885493,0.6378152733879859,11.13468685727474,0.058605713156860556,0.012557619081037625,0.000845505962222193,1.3672991215605439e-11,0.03174739663483293,16.100511454918454,16.13225885155329,veteran,Owen Daniels,TE,15.0,100.7,79.0,48.0,527.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,55.2,9.367894736842105,0.756578947368421,0.3125,31.811088295687885,0.59375,1.0,0.9375,0.0,0.6875,0.0,11.0,5.0,41.0,24.0,252.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024369,2014,veteran,TE,3.246085196866871,1.4887343181409982,4.8325584321851895,3.108525603417633,32.83235201238956,0.27180424331586234,0.021760029622035534,0.05736735082173004,0.0019781845110941397,0.05947891522285013,0.6432463563636659,10.562033645884211,0.056244378030822426,3.576712114934757e-05,1.4260712419629987e-06,1.3673898643537373e-11,0.00012304693439304154,6.366971474545983,6.367094521480376,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,2.6684210526315795,0.7960526315789475,0.0,31.531827515400412,0.35624999999999996,0.0,0.875,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024389,2014,veteran,TE,11.164316380663964,4.06471912219473,45.379810278716675,29.231268497154673,313.7678505230454,2.851585201418802,0.0757558842131225,0.199064813323337,0.006825469340762456,0.24637266230403765,0.6441469965965076,10.733979969209585,0.06283819134334741,0.003845532399510949,0.00023145519809544436,1.367317539507722e-11,0.04680879925476759,62.670044482163526,62.716853281418295,veteran,Delanie Walker,TE,15.0,148.0,106.0,63.0,890.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,123.1,6.209666666666666,0.94125,0.9375,30.053388090349078,0.9375,1.0,1.0,0.0,0.0625,0.0,1.0,15.0,86.0,60.0,571.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025418,2014,veteran,TE,12.321617501462292,5.779702239037638,71.21528026176695,45.73760239737438,515.6115759641483,3.992499746283457,0.019966099970836815,0.05263789992311524,0.0018150999973488013,0.217006343151511,0.6422442238415137,11.273253273847768,0.056062403063052935,0.024690695085696723,0.0017855689282232075,1.3672884858183155e-11,0.33723094706222734,97.96709897647615,98.30432992353838,veteran,Greg Olsen,TE,16.0,181.8,123.0,84.0,1008.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,154.1,9.104375000000001,1.0,1.0,29.475701574264203,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,111.0,73.0,816.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025425,2014,veteran,TE,9.724443905197345,3.5783032160771513,34.79700890052951,22.30431081887454,244.19362284673906,2.130466360422412,0.0622571855461818,0.16413258007629747,0.005659744140561982,0.22086944769336186,0.6409835650711672,10.948270261733239,0.06122556011962259,0.0022721418198239094,0.00013041178940274598,1.367325692911641e-11,0.02399758913339538,47.96294868410994,47.98694627324333,veteran,Zach Miller,TE,3.0,10.600000000000001,7.0,6.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,85.2,5.367625899280576,0.877248201438849,0.8125,28.722792607802873,0.8687499999999999,1.0,1.0,0.0,0.1875,0.0,3.0,13.0,56.0,33.0,387.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025516,2014,veteran,TE,12.295625889278123,5.207145403977474,64.02511183838102,41.1916954498012,480.1063143922076,3.5997979913704437,0.03685651754611516,0.09716718262157632,0.003350592504192287,0.49637882737910644,0.6433678015866907,11.655415227501267,0.0562247825580912,0.017899994731340005,0.0012498920656313637,1.3672935616519782e-11,0.24314394683431123,89.24232973087314,89.48547367770745,veteran,Scott Chandler,TE,16.0,92.2,70.0,47.0,497.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,102.0,6.731493506493506,0.9646915584415585,1.0,29.1088295687885,0.9625,1.0,1.0,0.0,0.0,0.0,0.0,16.0,81.0,53.0,655.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025542,2014,veteran,TE,5.289492136495003,0.7927321370036026,4.193150405027435,2.6835799722560223,29.682073170342626,0.25465758117479037,0.0906406539199928,0.2389617239708901,0.008240059447272073,0.13590759582723053,0.6399913461340446,11.060625536487965,0.060731802243359834,2.8605348523150808e-06,9.150070997267743e-08,1.3674288915026974e-11,1.585690969640417e-05,5.639464127637275,5.639479984546972,veteran,Dante Rosario,TE,14.0,19.6,22.0,16.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.8,1.29375,0.60546875,0.5625,29.8507871321013,0.6,1.0,0.6875,0.0,0.4375,0.0,7.0,9.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025549,2014,veteran,TE,12.224530767148392,4.606174656333101,56.308323805203166,36.15463437051426,445.7314475361319,3.3806258805431435,0.02837263333921879,0.07480057880339498,0.0025793303035653446,0.44146210365498173,0.6420833000746045,12.328473383750937,0.06003776443849243,0.013004434785486954,0.0008786668604551406,1.3672985744412138e-11,0.17508504858341306,82.07424905452095,82.24933410310436,veteran,Brent Celek,TE,16.0,55.0,51.0,32.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,100.2,6.867515923566879,0.9820859872611465,1.0,29.598904859685145,0.9812500000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,51.0,32.0,502.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026170,2014,veteran,TE,3.60574141207207,3.886220920201493,14.01270770843135,9.009011331979305,101.51482009485981,0.7962735091645352,0.03046960672040959,0.08032896317198891,0.0027699642473099626,0.08861350469595751,0.6429172376555493,11.26814212504234,0.05682509945493425,0.0038770825835104665,0.0002335280307562525,1.3673174127877056e-11,0.01524281986505711,19.281054402871995,19.296297222737053,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,8.075,0.75,0.0,29.932922655715263,0.3,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026178,2014,veteran,TE,10.28010228317453,2.504038822656488,25.74177521794862,16.57722876156329,176.88648126612884,1.3295322389913646,0.11154099332065777,0.2940626187544614,0.01014009030187798,0.3427810160760249,0.6439815677515788,10.670449434604281,0.051648817058442015,0.0003941852768196626,1.938222625095947e-05,1.3673527834175964e-11,0.004351142147861368,33.35914071287738,33.36349185502524,veteran,John Carlson,TE,16.0,59.5,55.0,33.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,54.4,3.290355329949239,0.7439720812182742,0.8125,30.305270362765228,0.615625,1.0,0.8125,0.125,0.0625,2.0,3.0,13.0,47.0,32.0,344.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026188,2014,veteran,TE,3.72540847671119,2.740200563169578,10.20836640592072,6.5393859194397574,75.63054790442732,0.5451009092063556,0.0911572218419996,0.2394339246393964,0.008237594599855378,0.0826896726077173,0.6405908310312018,11.565389906045908,0.053397467090347,0.0008453665816139004,4.444725178701928e-05,1.3673409895280953e-11,0.0033977121838116783,14.01134282024838,14.014740532432192,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16.5,5.338064516129031,0.5100806451612903,0.4375,28.62696783025325,0.48437500000000006,1.0,0.75,0.0,0.5625,0.0,9.0,7.0,18.0,7.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026201,2014,veteran,TE,12.701712269931042,5.275132671479359,67.00321737884349,43.2493132625143,483.24824327015295,3.751937975550123,0.03450589274128455,0.09097008086338654,0.0031368993401167775,0.3614919336827436,0.6454811418678296,11.17354720378881,0.05599638528305674,0.015859577386641347,0.0010934923603533524,1.3672954634044619e-11,0.22227762703102721,91.76604334833475,91.98832097536578,veteran,Martellus Bennett,TE,16.0,178.6,128.0,90.0,916.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,136.4,7.434090909090909,0.9707792207792207,1.0,27.479808350444902,0.9625000000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,94.0,65.0,759.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026225,2014,veteran,TE,4.058588152611953,1.5521427397551597,6.299508134732949,4.042625770146826,45.012579719870196,0.3510574261857466,0.05016233793573896,0.13224616364876635,0.0045602125396126325,0.06574045243711558,0.6417367330406982,11.13449086785873,0.05572775186211086,5.3862766898537506e-05,2.225662046519096e-06,1.367383538849362e-11,0.00023215646701481692,8.538020400903234,8.538252557370248,veteran,Craig Stevens,TE,1.0,3.6,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.5,1.9156249999999997,0.7089843749999999,0.375,29.998631074606433,0.6000000000000001,1.0,0.9375,0.0625,0.5625,1.0,10.0,6.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026231,2014,veteran,TE,5.7289200026026545,4.750059059262125,27.21270835815074,17.614276140304355,200.60231880151497,1.5961700984929978,0.04796961086249785,0.1264653377284034,0.0043608737147725314,0.14322519694375857,0.6472812594939135,11.388621207232237,0.05865531932674807,0.010762696663331637,0.000713655910936685,1.3673015324339992e-11,0.06779134478787988,38.19675192343561,38.26454326822349,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,60.5,8.406190476190476,0.8035714285714286,0.375,27.43600273785079,0.65625,1.0,1.0,0.125,0.5,2.0,10.0,6.0,34.0,25.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026267,2014,veteran,TE,8.552398445629048,3.270552826767767,27.971070911996343,18.04908155647548,190.0163501883972,1.4518363003801729,0.072714706435813,0.19170240787623427,0.006610427857801182,0.126026614139855,0.6452767437207604,10.52775730409534,0.05190492366016289,0.0012847492600331805,7.009159826196557e-05,1.3673345165595266e-11,0.01188686472245157,36.543973179013214,36.55586004373566,veteran,Jacob Tamme,TE,13.0,27.9,28.0,14.0,109.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,34.4,3.9808429118773945,0.8239942528735631,0.75,29.464750171115675,0.815625,1.0,0.9375,0.0,0.25,0.0,4.0,12.0,25.0,20.0,184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
