column,target,n,spearman_rho,p_raw,abs_rho,rank,position
NOISE_CONTROL,abs_resid,390,0.03288010455134259,0.5173596056814995,0.03288010455134259,51,TE
n_train_seasons,abs_resid,390,-0.03042079829837112,0.5491909523575462,0.03042079829837112,52,TE
inj_out_wks_1,abs_resid,390,-0.0183330055447322,0.7181621970353513,0.0183330055447322,53,TE
inj_missed_share_1,abs_resid,390,-0.01671256179818401,0.7421479589697434,0.01671256179818401,54,TE
proj_apg,abs_resid,0,,,,55,TE
proj_attempts,abs_resid,0,,,,56,TE
proj_pass_yards,abs_resid,0,,,,57,TE
proj_pass_tds,abs_resid,0,,,,58,TE
proj_interceptions,abs_resid,0,,,,59,TE
proj_ypa,abs_resid,0,,,,60,TE
proj_td_per_att,abs_resid,0,,,,61,TE
proj_cpg,abs_resid,0,,,,62,TE
proj_ypc,abs_resid,0,,,,63,TE
proj_points,abs_resid,827,0.30943752011010245,8.258167610922899e-20,0.30943752011010245,1,WR
proj_points_base,abs_resid,827,0.3092268854262977,8.76975504662872e-20,0.3092268854262977,2,WR
proj_receptions,abs_resid,827,0.30871438629032016,1.014875787903132e-19,0.30871438629032016,3,WR
proj_targets,abs_resid,827,0.3086880993872949,1.022498588350796e-19,0.3086880993872949,4,WR
proj_bonus_points,abs_resid,827,0.30805473141634193,1.2242389172900897e-19,0.30805473141634193,5,WR
proj_rec_yards,abs_resid,827,0.30751210524057754,1.4279536079656809e-19,0.30751210524057754,6,WR
proj_rec_tds,abs_resid,827,0.3034305914849073,4.498480315065245e-19,0.3034305914849073,7,WR
proj_tpg,abs_resid,827,0.3022453865226128,6.256168567551883e-19,0.3022453865226128,8,WR
ppg_w,abs_resid,758,0.285570663814101,1.0851015780100263e-15,0.285570663814101,9,WR
tgt_1,abs_resid,827,0.24530498947526702,8.47228448768552e-13,0.24530498947526702,10,WR
rec_1,abs_resid,827,0.2436725748251417,1.2102668724776812e-12,0.2436725748251417,11,WR
proj_fumbles_lost,abs_resid,827,0.2435005473189567,1.2564267989192113e-12,0.2435005473189567,12,WR
recyds_1,abs_resid,827,0.24221818014520377,1.6592932681500658e-12,0.24221818014520377,13,WR
proj_games,abs_resid,827,0.2407119503270916,2.2956712200464915e-12,0.2407119503270916,14,WR
pts_1,abs_resid,827,0.23738982348505322,4.6612209886077854e-12,0.23738982348505322,15,WR
depth_first_share_1,abs_resid,827,0.22689648218884076,4.072513772359771e-11,0.22689648218884076,16,WR
rectd_1,abs_resid,827,0.2076519937891076,1.6562098856336353e-09,0.2076519937891076,17,WR
depth_chart_starter_wk1,abs_resid,827,0.2030598671230784,3.811447012265631e-09,0.2030598671230784,18,WR
unexp_missed_share_1,abs_resid,827,-0.18960427335284966,3.924183738940069e-08,0.18960427335284966,19,WR
gshare_w,abs_resid,758,0.18917363770573667,1.5447463882561738e-07,0.18917363770573667,20,WR
missed_wks_1,abs_resid,827,-0.17596768617333886,3.5329092285381394e-07,0.17596768617333886,21,WR
gshare_1,abs_resid,827,0.17580282858190283,3.6243756419531893e-07,0.17580282858190283,22,WR
games_1,abs_resid,827,0.17580282858190283,3.6243756419531893e-07,0.17580282858190283,23,WR
evidence,abs_resid,827,0.1544931068178767,8.083769546408392e-06,0.1544931068178767,24,WR
chronic_missed_share,abs_resid,827,-0.15072994628285316,1.3430610395628619e-05,0.15072994628285316,25,WR
late4_share_1,abs_resid,827,0.142869321453625,3.730995590326956e-05,0.142869321453625,26,WR
proj_carries,abs_resid,827,0.13011437275798363,0.00017537369723642906,0.13011437275798363,27,WR
proj_rush_yards,abs_resid,827,0.13008276043420816,0.0001760181387757447,0.13008276043420816,28,WR
proj_rush_tds,abs_resid,827,0.1231054113851685,0.0003876269578737708,0.1231054113851685,29,WR
rostered_absent_share_1,abs_resid,827,-0.11656476911092029,0.0007836425874019173,0.11656476911092029,30,WR
carries_1,abs_resid,827,0.10698640308094881,0.00206399587936352,0.10698640308094881,31,WR
offroster_share_1,abs_resid,827,-0.10503593353831785,0.002491408744084303,0.10503593353831785,32,WR
played_thru_1,abs_resid,827,0.10427994369915985,0.00267776173733007,0.10427994369915985,33,WR
gshare_max3,abs_resid,827,0.10148892561725094,0.0034811423429064324,0.10148892561725094,34,WR
miss1_x_endgap,abs_resid,827,-0.09229205725747679,0.00791312349424912,0.09229205725747679,35,WR
proj_catch_rate,abs_resid,827,0.08978286244410803,0.00978733092674234,0.08978286244410803,36,WR
endgap_share_1,abs_resid,827,-0.08767337091262031,0.0116583165077812,0.08767337091262031,37,WR
proj_ypr,abs_resid,827,0.07428917595140512,0.03267127216522279,0.07428917595140512,38,WR
att_1,abs_resid,827,0.07057260414457554,0.042462384435595905,0.07057260414457554,39,WR
rushtd_1,abs_resid,827,0.06673980997899218,0.055045912988155775,0.06673980997899218,40,WR
proj_td_per_target,abs_resid,827,0.06580341767893735,0.05855269027180447,0.06580341767893735,41,WR
age,abs_resid,827,-0.06179436517461283,0.07572174240361917,0.06179436517461283,42,WR
inj_missed_share_1,abs_resid,827,0.04646712018957472,0.18188185137240295,0.04646712018957472,43,WR
inj_out_wks_1,abs_resid,827,0.04616839949210359,0.18470993629674115,0.04616839949210359,44,WR
miss1_x_resolved,abs_resid,827,-0.04519132445190831,0.19418700920744958,0.04519132445190831,45,WR
present_1,abs_resid,827,0.04444989237007559,0.2016127281007428,0.04444989237007559,46,WR
passyds_1,abs_resid,827,0.04089374545461698,0.24010717845778368,0.04089374545461698,47,WR
ints_1,abs_resid,827,-0.03767084461018108,0.27922191903306126,0.03767084461018108,48,WR
rushyds_1,abs_resid,827,0.03330868831731116,0.33872130781426235,0.03330868831731116,49,WR
average_pick,abs_resid,220,-0.021446875217645062,0.7517499324886574,0.021446875217645062,50,WR
n_train_seasons,abs_resid,827,0.01894320829044727,0.5864509754078814,0.01894320829044727,51,WR
passtd_1,abs_resid,827,0.016685253071167697,0.6318421957886166,0.016685253071167697,52,WR
NOISE_CONTROL,abs_resid,827,-0.01337895557949789,0.700843554320462,0.01337895557949789,53,WR
wk1_injury_report_flag,abs_resid,827,-0.006740327145184497,0.8465324037125084,0.006740327145184497,54,WR
proj_apg,abs_resid,0,,,,55,WR
proj_attempts,abs_resid,0,,,,56,WR
proj_pass_yards,abs_resid,0,,,,57,WR
proj_pass_tds,abs_resid,0,,,,58,WR
proj_interceptions,abs_resid,0,,,,59,WR
proj_ypa,abs_resid,0,,,,60,WR
proj_td_per_att,abs_resid,0,,,,61,WR
proj_cpg,abs_resid,0,,,,62,WR
proj_ypc,abs_resid,0,,,,63,WR
