player_id,season,entry,position,proj_games,proj_tpg,proj_targets,proj_receptions,proj_rec_yards,proj_rec_tds,proj_carries,proj_rush_yards,proj_rush_tds,proj_fumbles_lost,proj_catch_rate,proj_ypr,proj_td_per_target,p_rec_100,p_rec_150,p_rec_200,proj_bonus_points,proj_points_base,proj_points,entry_act,name,position_act,games,points,targets,receptions,rec_yards,rec_tds,carries,rush_yards,rush_tds,attempts,completions,pass_yards,pass_tds,interceptions,sacks,fumbles_lost,rec_bonus,rush_bonus,pass_bonus,total_bonus,g100,g150,g200,r100,r150,r200,p300,p350,p400,season_len,pts_1,ppg_w,gshare_w,gshare_1,age,evidence,present_1,gshare_max3,inj_missed_share_1,unexp_missed_share_1,inj_out_wks_1,missed_wks_1,games_1,tgt_1,rec_1,recyds_1,rectd_1,carries_1,rushyds_1,rushtd_1,att_1,passyds_1,passtd_1,ints_1,average_pick,n_train_seasons
00-0024243,2014,veteran,TE,7.14369578677956,3.934446595749008,28.10648956936137,17.846445495545538,204.9244229471764,1.6170902964797185,0.06717051431371122,0.1770859013725114,0.006106410392155566,0.221639035751257,0.6349581811525759,11.48264639019156,0.05753441006885805,0.00423224630033959,0.0002569700801479227,1.367316053191819e-11,0.0329874543780248,38.7292758023564,38.76226325673442,veteran,Marcedes Lewis,TE,8.0,41.6,31.0,18.0,206.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,70.4,6.534285714285715,0.7971938775510204,0.625,30.286105407255306,0.765625,1.0,0.9375,0.3125,0.0625,5.0,6.0,10.0,47.0,25.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024268,2014,veteran,TE,6.469842340423278,3.2588942821424984,21.08453220956886,13.53444076806407,138.62327141116305,1.3606349013539683,0.05698485507471873,0.15023279974244028,0.005180441370428976,0.09800140351572206,0.6419132581903663,10.242260746986988,0.06453237320278166,0.0010854722335570796,5.834369950370585e-05,1.3673371235500906e-11,0.007589046198969544,28.643460054437522,28.65104910063649,veteran,Anthony Fasano,TE,14.0,59.1,36.0,25.0,226.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,49.5,5.55,0.8078124999999999,0.5625,30.365503080082135,0.75,1.0,1.0,0.25,0.1875,4.0,7.0,9.0,33.0,23.0,200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024276,2014,veteran,TE,2.476392134846215,3.070130459776876,7.6028469235432485,4.824157673718533,54.822053714081726,0.4013360918320756,0.02710620599614471,0.07165344855230313,0.002456830054939247,0.04089100569985058,0.634519900536189,11.364067557896396,0.0527876065200371,0.0012633835560371038,6.882371987504457e-05,1.3673347759712244e-11,0.0033842849470695963,10.242425073045059,10.245809357992128,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,11.7,4.758100558659217,0.7685055865921788,0.25,31.54277891854894,0.559375,1.0,0.9375,0.125,0.625,2.0,12.0,4.0,12.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024301,2014,veteran,TE,2.260775170583124,0.6579831801677465,1.4875520363845633,0.9557521688978354,10.168396934212824,0.09485314995852742,0.03766631606380696,0.09930210598640016,0.0034242105512551782,0.044419132662590996,0.6424999902663933,10.639156535672763,0.06376459286027013,1.1663648947254053e-06,3.450129700526139e-08,1.3674427521155897e-11,2.753950136881032e-06,2.0054718862023537,2.0054746401524906,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,3.212,0.5625,0.0,31.159479808350444,0.234375,0.0,0.625,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024313,2014,veteran,TE,3.0028019070472562,5.09587007537749,15.301888380408572,9.75977812070274,108.67207317050635,0.8967780811805223,0.03039263253377267,0.08012603122540067,0.002762966593979334,0.04878153833304495,0.6378152733879859,11.13468685727474,0.058605713156860556,0.012557619081037625,0.000845505962222193,1.3672991215605439e-11,0.041516372980298304,21.054792190505466,21.096308563485763,veteran,Owen Daniels,TE,15.0,100.7,79.0,48.0,527.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,55.2,9.367894736842105,0.756578947368421,0.3125,31.811088295687885,0.59375,1.0,0.9375,0.0,0.6875,0.0,11.0,5.0,41.0,24.0,252.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024369,2014,veteran,TE,3.1713833576554125,1.4887343181409982,4.72134724052284,3.036989409593965,32.07678432632549,0.2655492390107469,0.021259268201592588,0.05604716162238046,0.0019326607455993263,0.05811013279972153,0.6432463563636659,10.562033645884211,0.056244378030822426,3.576712114934757e-05,1.4260712419629987e-06,1.3673898643537373e-11,0.00012021526740002366,6.220448986530404,6.2205692017978045,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,2.6684210526315795,0.7960526315789475,0.0,31.531827515400412,0.35624999999999996,0.0,0.875,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0024389,2014,veteran,TE,11.346811018039507,4.06471912219473,46.12159972095503,29.709089938479508,318.89677630308506,2.898197908326651,0.07699420836546216,0.20231877529315284,0.00693704012662962,0.25039992990676285,0.6441469965965076,10.733979969209585,0.06283819134334741,0.003845532399510949,0.00023145519809544436,1.367317539507722e-11,0.04757394729919047,63.694464307983736,63.74203825528293,veteran,Delanie Walker,TE,15.0,148.0,106.0,63.0,890.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,123.1,6.209666666666666,0.94125,0.9375,30.053388090349078,0.9375,1.0,1.0,0.0,0.0625,0.0,1.0,15.0,86.0,60.0,571.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025418,2014,veteran,TE,12.473845569528024,5.779702239037638,72.09511316761083,46.30266999909831,521.9817261552279,4.041825293279014,0.020212772197515418,0.05328821761163155,0.0018375247452286744,0.21968735937134118,0.6422442238415137,11.273253273847768,0.056062403063052935,0.024690695085696723,0.0017855689282232075,1.3672884858183155e-11,0.34139728444099826,99.17743862623588,99.51883591067688,veteran,Greg Olsen,TE,16.0,181.8,123.0,84.0,1008.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,154.1,9.104375000000001,1.0,1.0,29.475701574264203,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,111.0,73.0,816.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025425,2014,veteran,TE,10.065017622813025,3.5783032160771513,36.01568492958505,23.085462124645332,252.74587845762352,2.2050804829056947,0.06443758386370615,0.16988090291340713,0.005857962169427832,0.22860483386474456,0.6409835650711672,10.948270261733239,0.06122556011962259,0.0022721418198239094,0.00013041178940274598,1.367325692911641e-11,0.024838043171143083,49.64272800109761,49.66756604426875,veteran,Zach Miller,TE,3.0,10.600000000000001,7.0,6.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,85.2,5.367625899280576,0.877248201438849,0.8125,28.722792607802873,0.8687499999999999,1.0,1.0,0.0,0.1875,0.0,3.0,13.0,56.0,33.0,387.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025516,2014,veteran,TE,12.444369476147127,5.207145403977474,64.79964132311709,41.69000278165992,485.91429325592924,3.6433457432345593,0.03730238103193332,0.09834264090236966,0.0033911255483575747,0.5023836593327674,0.6433678015866907,11.655415227501267,0.0562247825580912,0.017899994731340067,0.0012498920656313682,1.3672935616519782e-11,0.2460853264032171,90.32191887454509,90.56800420094831,veteran,Scott Chandler,TE,16.0,92.2,70.0,47.0,497.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,102.0,6.731493506493506,0.9646915584415585,1.0,29.1088295687885,0.9625,1.0,1.0,0.0,0.0,0.0,0.0,16.0,81.0,53.0,655.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025542,2014,veteran,TE,5.774760946909307,0.7927321370036026,4.577838586128363,2.9297770791206625,32.40516717753912,0.2780203877147697,0.09895621261029754,0.26088456051805714,0.008996019328208867,0.1483760362089285,0.6399913461340446,11.060625536487965,0.060731802243359834,2.8605348523150808e-06,9.150070997267743e-08,1.3674288915026974e-11,1.7311654973768354e-05,6.156840083206063,6.156857394861037,veteran,Dante Rosario,TE,14.0,19.6,22.0,16.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.8,1.29375,0.60546875,0.5625,29.8507871321013,0.6,1.0,0.6875,0.0,0.4375,0.0,7.0,9.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025549,2014,veteran,TE,12.365351397620458,4.606174656333101,56.956968224372446,36.57111811974944,450.86605635334263,3.4195690413855715,0.02869947223316789,0.07566224497835171,0.00260904293028799,0.4465475317135607,0.6420833000746045,12.328473383750937,0.06003776443849243,0.013004434785486954,0.0008786668604551406,1.3672985744412138e-11,0.17710194292458536,83.01970436217486,83.19680630509944,veteran,Brent Celek,TE,16.0,55.0,51.0,32.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,100.2,6.867515923566879,0.9820859872611465,1.0,29.598904859685145,0.9812500000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,51.0,32.0,502.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026170,2014,veteran,TE,3.535382290663463,3.886220920201493,13.739276618886224,8.833217771199807,99.53395326732917,0.7807357603070624,0.029875050840352222,0.07876149767001948,0.002715913712759293,0.0868843822706857,0.6429172376555493,11.26814212504234,0.05682509945493425,0.0038770825835104665,0.0002335280307562525,1.3673174127877056e-11,0.014945385498326198,18.90482164167738,18.919767027175705,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,8.075,0.75,0.0,29.932922655715263,0.3,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026178,2014,veteran,TE,9.164886469900345,2.504038822656488,22.949231525869635,14.778882096723484,157.69731411306643,1.1853006607114709,0.09944069741376772,0.2621618386362967,0.009040063401251611,0.30559512053840504,0.6439815677515788,10.670449434604281,0.051648817058442015,0.0003941852768196626,1.938222625095947e-05,1.3673527834175964e-11,0.003879117415477057,29.740242747131536,29.74412186454701,veteran,John Carlson,TE,16.0,59.5,55.0,33.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,54.4,3.290355329949239,0.7439720812182742,0.8125,30.305270362765228,0.615625,1.0,0.8125,0.125,0.0625,2.0,3.0,13.0,47.0,32.0,344.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026188,2014,veteran,TE,4.345325232146974,2.740200563169578,11.907062648284116,7.627555157004905,88.21564942063294,0.6358069859044511,0.10632599851497256,0.27927629431015655,0.009608349766399113,0.0964494291207203,0.6405908310312018,11.565389906045908,0.053397467090347,0.0008453665816139004,4.444725178701928e-05,1.3673409895280953e-11,0.0039630995033661295,16.342863305780423,16.34682640528379,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16.5,5.338064516129031,0.5100806451612903,0.4375,28.62696783025325,0.48437500000000006,1.0,0.75,0.0,0.5625,0.0,9.0,7.0,18.0,7.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026201,2014,veteran,TE,12.918952603031576,5.275132671479359,68.14918895754518,43.989016305682746,491.51335013978183,3.8161082415945358,0.0350960550338751,0.09252596327112525,0.003190550457625009,0.36767461412908803,0.6454811418678296,11.17354720378881,0.05599638528305674,0.015859577386641347,0.0010934923603533524,1.3672954634044619e-11,0.2260792928781846,93.33553928720146,93.56161858007964,veteran,Martellus Bennett,TE,16.0,178.6,128.0,90.0,916.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,136.4,7.434090909090909,0.9707792207792207,1.0,27.479808350444902,0.9625000000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,94.0,65.0,759.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026225,2014,veteran,TE,4.094795830385173,1.5521427397551597,6.355707618912046,4.0786910435224915,45.414148176918374,0.35418929709485797,0.050609848671007755,0.13342596467811135,0.004600895333727978,0.06632693941953505,0.6417367330406982,11.13449086785873,0.05572775186211086,5.3862766898537506e-05,2.225662046519096e-06,1.367383538849362e-11,0.00023422759279416753,8.61419021165334,8.614424439246134,veteran,Craig Stevens,TE,1.0,3.6,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.5,1.9156249999999997,0.7089843749999999,0.375,29.998631074606433,0.6000000000000001,1.0,0.9375,0.0625,0.5625,1.0,10.0,6.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026231,2014,veteran,TE,5.237632410991928,4.750059059262125,24.879063282917134,16.10375141679538,183.39952490131205,1.4592894014098776,0.04385594291453665,0.1156202131383239,0.003986903901321514,0.1309428187586025,0.6472812594939135,11.388621207232237,0.05865531932674807,0.010762696663331637,0.000713655910936685,1.3673015324339992e-11,0.06197785001089584,34.921162414192715,34.98314026420361,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,60.5,8.406190476190476,0.8035714285714286,0.375,27.43600273785079,0.65625,1.0,1.0,0.125,0.5,2.0,10.0,6.0,34.0,25.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026267,2014,veteran,TE,8.918148990128582,3.270552826767767,29.167277389201143,18.820965776903876,198.1425599279282,1.5139253062612805,0.07582441228512533,0.19990072329714859,0.006893128389556849,0.13141624875944438,0.6452767437207604,10.52775730409534,0.05190492366016289,0.0012847492600331805,7.009159826196557e-05,1.3673345165595266e-11,0.01239521653419988,38.10680706396061,38.11920228049481,veteran,Jacob Tamme,TE,13.0,27.9,28.0,14.0,109.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,34.4,3.9808429118773945,0.8239942528735631,0.75,29.464750171115675,0.815625,1.0,0.9375,0.0,0.25,0.0,4.0,12.0,25.0,20.0,184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2
