position,factor_a,factor_b,rho,n
RB,snap_share,explosive_rush_rate,0.03543078406838459,572
RB,snap_share,placebo,0.030021967621917077,572
RB,redzone_share,yac_per_rec,0.10607320178220997,550
RB,redzone_share,rb_receiving_share,-0.21834613285839197,670
RB,redzone_share,late_season_trend,0.031086398332908435,586
RB,redzone_share,explosive_rush_rate,0.0030472719332333546,672
RB,redzone_share,placebo,0.03491464232535951,672
RB,yac_per_rec,rb_receiving_share,0.06950795968627181,556
RB,yac_per_rec,late_season_trend,-0.021143178052849352,512
RB,yac_per_rec,explosive_rush_rate,0.024737698766920356,556
RB,yac_per_rec,placebo,0.04117775244850769,556
RB,rb_receiving_share,late_season_trend,-0.12833176816769615,617
RB,rb_receiving_share,explosive_rush_rate,-0.01586621267869035,721
RB,rb_receiving_share,placebo,0.03284760835391852,721
RB,late_season_trend,explosive_rush_rate,-0.08564601609482132,629
RB,late_season_trend,placebo,-0.03976786659335066,629
RB,explosive_rush_rate,placebo,0.010578535451993576,1024
WR,injury_burden,practice_severity,0.6107776523285094,978
WR,injury_burden,depth_end_rank,0.009894471698729054,820
WR,injury_burden,combine_z,0.1094896539033484,678
WR,injury_burden,neutral_pass_rate,0.026294123017776456,978
WR,injury_burden,yoe_rate,-0.005813828251261608,969
WR,injury_burden,wopr,0.04544226900366666,938
WR,injury_burden,snap_share,0.03769508120365984,733
WR,injury_burden,redzone_share,-0.005457814298121011,829
WR,injury_burden,yac_per_rec,0.02443220619328145,827
WR,injury_burden,late_season_trend,-0.05501910750953824,854
WR,injury_burden,placebo,0.024872787743028035,978
WR,practice_severity,depth_end_rank,0.14848453501781675,820
WR,practice_severity,combine_z,0.07383471330254657,678
WR,practice_severity,neutral_pass_rate,0.05205343555135716,978
WR,practice_severity,yoe_rate,-0.012485534767212574,969
WR,practice_severity,wopr,-0.09400038209388968,938
WR,practice_severity,snap_share,-0.12284420862456567,733
WR,practice_severity,redzone_share,-0.07509211825847283,829
WR,practice_severity,yac_per_rec,-0.016657754149394896,827
WR,practice_severity,late_season_trend,-0.03771220510557594,854
WR,practice_severity,placebo,0.00878530260456424,978
WR,depth_end_rank,combine_z,0.01987897027531911,616
WR,depth_end_rank,neutral_pass_rate,-0.00048650208541117475,946
WR,depth_end_rank,yoe_rate,-0.14745200502655056,919
WR,depth_end_rank,wopr,-0.5305757036070861,928
WR,depth_end_rank,snap_share,-0.542007691031012,722
WR,depth_end_rank,redzone_share,-0.46069330967968125,798
WR,depth_end_rank,yac_per_rec,-0.1398861501781253,801
WR,depth_end_rank,late_season_trend,0.027449277290443764,853
WR,depth_end_rank,placebo,0.009908459048708722,946
WR,combine_z,neutral_pass_rate,0.035441242016378056,896
WR,combine_z,yoe_rate,-0.05504713441498009,734
WR,combine_z,wopr,-0.05427505891606295,710
WR,combine_z,snap_share,-0.08928864625394116,552
WR,combine_z,redzone_share,-0.10402616008153169,643
WR,combine_z,yac_per_rec,0.021780508958830266,641
WR,combine_z,late_season_trend,0.0005144738422755205,645
WR,combine_z,placebo,0.041683397248056295,896
WR,neutral_pass_rate,yoe_rate,0.03910103873767751,1106
WR,neutral_pass_rate,wopr,-0.022949401612043348,1069
WR,neutral_pass_rate,snap_share,0.016290211837721037,829
WR,neutral_pass_rate,redzone_share,0.05813730233611306,905
WR,neutral_pass_rate,yac_per_rec,0.023243282375890996,904
WR,neutral_pass_rate,late_season_trend,-0.015835532602863335,938
WR,neutral_pass_rate,placebo,0.02612817620717067,1505
WR,yoe_rate,wopr,0.22048366033781527,1052
WR,yoe_rate,snap_share,0.20836530734867606,817
WR,yoe_rate,redzone_share,0.20404809167716262,905
WR,yoe_rate,yac_per_rec,0.41418979861348765,904
WR,yoe_rate,late_season_trend,0.10233113338299635,933
WR,yoe_rate,placebo,-0.012941561951613967,1106
WR,wopr,snap_share,0.9316047295487058,829
WR,wopr,redzone_share,0.7663735468313876,905
WR,wopr,yac_per_rec,0.05787338675173532,904
WR,wopr,late_season_trend,-0.05945051496145116,938
WR,wopr,placebo,0.022520789409275373,1069
WR,snap_share,redzone_share,0.7956547460957544,708
WR,snap_share,yac_per_rec,0.06536333186045136,704
WR,snap_share,late_season_trend,-0.08644888448227926,734
WR,snap_share,placebo,0.002033224595138825,829
WR,redzone_share,yac_per_rec,0.0777589204530349,860
WR,redzone_share,late_season_trend,-0.06240352772851877,851
WR,redzone_share,placebo,-0.06465598875241567,905
WR,yac_per_rec,late_season_trend,0.027104173337082274,854
WR,yac_per_rec,placebo,-0.06590678776594278,904
WR,late_season_trend,placebo,-0.0022942122125682593,938
TE,injury_burden,practice_severity,0.641669948545303,571
TE,injury_burden,depth_end_rank,-0.09477458405589952,457
TE,injury_burden,combine_z,-0.010248618645767654,382
TE,injury_burden,neutral_pass_rate,0.027947156954513053,571
TE,injury_burden,yoe_rate,0.06495116852376254,553
TE,injury_burden,wopr,0.10052925192571995,532
TE,injury_burden,snap_share,0.11656914174042415,413
TE,injury_burden,redzone_share,-0.030393151099858864,461
TE,injury_burden,yac_per_rec,0.04311871523584683,433
TE,injury_burden,late_season_trend,-0.04996065336527562,481
TE,injury_burden,placebo,0.021024979926960837,571
TE,practice_severity,depth_end_rank,0.08334215178883997,457
TE,practice_severity,combine_z,-0.07992414079005575,382
TE,practice_severity,neutral_pass_rate,0.06285930481325651,571
TE,practice_severity,yoe_rate,0.019858677610568667,553
TE,practice_severity,wopr,-0.12036048906866018,532
TE,practice_severity,snap_share,-0.10945012119103083,413
TE,practice_severity,redzone_share,-0.2479984871904398,461
TE,practice_severity,yac_per_rec,0.008874797379184762,433
TE,practice_severity,late_season_trend,-0.009555201358984019,481
TE,practice_severity,placebo,0.046970110998804396,571
TE,depth_end_rank,combine_z,-0.13681575709931615,343
TE,depth_end_rank,neutral_pass_rate,-0.07300186722753828,551
TE,depth_end_rank,yoe_rate,0.002277614439301322,525
TE,depth_end_rank,wopr,-0.6233588637714151,526
TE,depth_end_rank,snap_share,-0.7380698130033259,403
TE,depth_end_rank,redzone_share,-0.6079180730776855,448
TE,depth_end_rank,yac_per_rec,0.01915983908349007,420
TE,depth_end_rank,late_season_trend,0.09553941117160386,477
TE,depth_end_rank,placebo,0.020506309974427497,551
TE,combine_z,neutral_pass_rate,0.003292510081535387,504
TE,combine_z,yoe_rate,0.06547397093859184,419
TE,combine_z,wopr,0.2215087876667947,403
TE,combine_z,snap_share,0.05772840712670207,307
TE,combine_z,redzone_share,0.13024517266007318,364
TE,combine_z,yac_per_rec,0.05757083305009759,343
TE,combine_z,late_season_trend,-0.041650989203025304,361
TE,combine_z,placebo,-0.00045185950474638654,504
TE,neutral_pass_rate,yoe_rate,-0.04668603021595615,651
TE,neutral_pass_rate,wopr,-0.004961955733940672,621
TE,neutral_pass_rate,snap_share,0.045607342820487166,480
TE,neutral_pass_rate,redzone_share,0.09321554588852662,516
TE,neutral_pass_rate,yac_per_rec,0.018535342030964252,480
TE,neutral_pass_rate,late_season_trend,-0.0024260322279807045,538
TE,neutral_pass_rate,placebo,-0.0422587692074471,865
TE,yoe_rate,wopr,0.0666666987016672,608
TE,yoe_rate,snap_share,0.07613246544788561,475
TE,yoe_rate,redzone_share,0.05800707644738887,516
TE,yoe_rate,yac_per_rec,0.4909217444794198,480
TE,yoe_rate,late_season_trend,-0.009218404759138581,534
TE,yoe_rate,placebo,-0.022276181151276976,651
TE,wopr,snap_share,0.8323712802649069,480
TE,wopr,redzone_share,0.7913780335081083,516
TE,wopr,yac_per_rec,-0.09421698006706632,480
TE,wopr,late_season_trend,-0.048762562600966654,538
TE,wopr,placebo,0.007798264593593541,621
TE,snap_share,redzone_share,0.7249668704563648,403
TE,snap_share,yac_per_rec,0.017798409859237262,374
TE,snap_share,late_season_trend,-0.16564542795405438,414
TE,snap_share,placebo,-0.039817431755027236,480
TE,redzone_share,yac_per_rec,-0.09975606298341096,454
TE,redzone_share,late_season_trend,-0.09361384977031191,483
TE,redzone_share,placebo,-0.03437239637900423,516
TE,yac_per_rec,late_season_trend,0.021514963813098625,460
TE,yac_per_rec,placebo,-0.009954718112643797,480
TE,late_season_trend,placebo,0.01484943186694747,538
