player_id,season,entry,proj_games,proj_tpg,proj_targets,proj_receptions,proj_rec_yards,proj_rec_tds,proj_carries,proj_rush_yards,proj_rush_tds,proj_fumbles_lost,proj_adot,proj_catch_rate,proj_ypr,proj_td_per_target,p_100yd_game,p_150yd_game,p_200yd_game,proj_bonus_points,proj_points_base,proj_points,entry_act,name,position,games,points,targets,receptions,rec_yards,rec_tds,rec_bonus,carries,rush_yards,rush_tds,fumbles_lost,g100,g150,g200,season_len,pts_1,ppg_w,gshare_w,age,evidence,tpg_w,rec_1,recyds_1,rectd_1,tgt_1,games_1,average_pick,n_train_seasons
00-0023462,2014,veteran,8.378912437353247,7.4348941795608985,62.296327311528074,38.40949643993255,486.0937457798131,2.6232209902680648,0.0,0.0,0.0,0.24312154976343123,11.197644765515655,0.616561169775811,12.655561536454933,0.04210875830849553,0.1255977467771239,0.014220227457532741,0.001695452452051624,1.2595096789081297,83.06720564002912,84.32671531893725,veteran,Roddy White,WR,14.0,174.1,125.0,80.0,921.0,7.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,16,120.6,11.926829268292682,0.9065766550522648,32.82956878850103,0.896875,8.588850174216027,63.0,711.0,3.0,97.0,13.0,,2
00-0023496,2014,veteran,10.597294869779944,8.751990795792288,92.7474271606109,48.44264614092252,745.7663911864186,4.325158030685986,0.6623309293612465,3.883937554120339,0.0038174693334942157,0.23087981745781888,13.616136825827464,0.5223071693086893,15.394831839221583,0.04663372519429678,0.21360532783193692,0.033770427943272424,0.0054727698119253435,2.9164445298841253,124.6984493097164,127.61489383960053,veteran,Vincent Jackson,WR,16.0,149.7,142.0,70.0,1002.0,2.0,4.5,0.0,0.0,0.0,1.0,3.0,1.0,0.0,16,210.4,13.537187500000002,1.0,31.630390143737166,1.0,9.334375,78.0,1224.0,7.0,160.0,16.0,,2
00-0023921,2014,veteran,7.940585563653922,4.480626853976373,35.57880091280488,19.908436407375206,252.9601571465086,1.507228452564928,0.1928887181454394,1.0339363018387355,0.001111750536861322,0.21139747006641335,10.644942851852383,0.5595589479298646,12.70617902733928,0.0423631042614051,0.019788406622414167,0.0009441991182838734,4.5453046517909174e-05,0.1690996243954535,43.98087382700025,44.1499734513957,veteran,Miles Austin,WR,12.0,92.3,72.0,47.0,568.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,36.4,7.078137651821862,0.8013663967611336,30.171115674195757,0.7718750000000001,5.959514170040484,24.0,244.0,0.0,49.0,11.0,,2
00-0023968,2014,veteran,9.317105099006408,0.6991624362956999,6.514169900244408,4.016357330275659,49.20333719562279,0.28510703257412623,0.0,0.0,0.0,0.21555350690789798,10.51744975746836,0.6165570428436274,12.25073696125682,0.043767208553069696,7.893781299503256e-05,4.277091470904576e-07,1.6397138263975426e-09,0.0007414799713454101,8.20804756632907,8.208789046300415,veteran,Micheal Spurlock,WR,1.0,1.3,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,1.3270742358078602,0.7218886462882096,,0.7156250000000001,0.8384279475982531,0.0,0.0,0.0,0.0,11.0,,2
00-0024240,2014,veteran,6.193822983193556,4.776030991060699,29.581890520876453,15.067899956283187,213.62631744441433,1.2283940144331644,0.30628794971836265,1.7842613306495858,0.0017653484133623206,0.18419402767190554,11.537192271976282,0.5093623054838063,14.177577370716081,0.04152520318355805,0.025473266618439485,0.0013512292000632043,7.321194194373482e-05,0.17123773956798893,36.08757597738333,36.25881371695132,veteran,Santonio Holmes,WR,7.0,10.7,14.0,8.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,65.6,7.657142857142857,0.6744505494505494,30.496919917864478,0.56875,6.582417582417582,23.0,456.0,1.0,59.0,10.0,,2
00-0024267,2014,veteran,9.071284271304474,6.289842729920492,57.05695142490656,35.40143565636803,430.2002718576928,2.6512099775207703,0.0,0.0,0.0,0.20666093241167693,10.554490554908218,0.6204578893942546,12.152057222580694,0.046466029314763936,0.0689381788508455,0.005713564755718622,0.0004997782094353594,0.7121691330752777,76.21468301425455,76.92685214732983,veteran,Greg Jennings,WR,16.0,139.7,92.0,59.0,742.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,140.9,10.252777777777778,0.8348214285714285,30.94592744695414,0.7875,7.261904761904762,68.0,804.0,4.0,105.0,15.0,,2
00-0024272,2014,veteran,10.368277200152484,0.8576109955425211,8.891948531683594,5.07754068376004,64.26545267943352,0.3736589846679484,0.6934198127490515,3.3241924686572455,0.003996655981262544,0.295823005216841,11.035852780967396,0.5710267739031394,12.656807041444212,0.04202217133134936,0.00012463236353565035,8.066264093219453e-07,3.8088317345699884e-09,0.0013048468646074853,10.97202269015068,10.973327537015289,veteran,Devin Hester,WR,16.0,95.0,59.0,38.0,504.0,2.0,0.0,6.0,36.0,1.0,1.0,0.0,0.0,0.0,16,4.0,1.6487261146496812,0.9820859872611465,31.824777549623544,0.9812500000000001,1.2993630573248405,0.0,0.0,0.0,0.0,16.0,,2
00-0024297,2014,veteran,1.6369814338161426,1.5740901637873166,2.576756373272448,1.4984762311832887,19.06019157729343,0.10617376508506783,0.0,0.0,0.0,0.04143587864039125,11.529168265681799,0.5815358590848241,12.71971565557789,0.04120442513943547,0.0008222974602941905,1.1097094774785832e-05,1.2396600674884355e-07,0.0013737401428521347,3.209428106550612,3.210801846693464,veteran,Derek Hagan,WR,11.0,40.9,34.0,19.0,254.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,3.4848484848484853,0.6988636363636364,29.94387405886379,0.30937499999999996,3.4545454545454546,0.0,0.0,0.0,0.0,0.0,,2
00-0024318,2014,veteran,4.999251471509641,0.9731473349509927,4.865008246249436,2.905371353760207,36.48326146257705,0.21940607985110483,4.367767075108423,24.57683800179624,0.025174450000624914,0.11875810827208332,10.853064962415383,0.5971976216073291,12.557176698035335,0.04509880944605814,0.00020065000907670916,1.5630353142526345e-06,9.171809186679171e-09,0.0010149125673885055,8.788662585883644,8.789677498451033,veteran,Brad Smith,WR,8.0,7.6,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.9,2.843684210526316,0.756578947368421,30.72142368240931,0.59375,1.4736842105263157,2.0,27.0,0.0,2.0,5.0,,2
00-0024324,2014,veteran,9.81545703592629,3.995324382627173,39.215934822265744,22.973530200664918,284.0683861290814,1.3948165446513334,0.0,0.0,0.0,0.31900356177283046,11.200561096106473,0.5858213072003876,12.365029825536332,0.03556759646232874,0.014571078129147482,0.0006128927974527938,2.558912795697583e-05,0.15254786369740922,47.62449585760293,47.77704372130034,veteran,Jason Avant,WR,15.0,58.4,62.0,34.0,353.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16,73.7,5.583164983164983,0.9299242424242425,31.367556468172484,0.928125,5.168350168350169,38.0,447.0,2.0,76.0,15.0,,2
00-0024334,2014,veteran,11.109887346520662,10.404797130371305,115.59612398182665,69.78476094487685,896.5582924856961,6.118867336557025,0.31246558162089355,1.6782194329094033,0.0018009543609273403,0.26216375286584137,12.154030638156495,0.6036946442585567,12.84747959792955,0.052933153169729096,0.2993095157829665,0.06151578539089421,0.012529181172583411,4.628840753421869,160.915713904075,165.54455465749686,veteran,Brandon Marshall,WR,13.0,150.6,106.0,61.0,721.0,8.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,16,261.5,16.239687500000002,1.0,30.442162902121833,1.0,10.571875,100.0,1295.0,12.0,163.0,16.0,,2
00-0024345,2014,veteran,4.979153262563752,2.377863983902413,11.839749213380541,7.358845455564934,94.49960802656622,0.5401006987321189,0.0,0.0,0.0,0.1206645721994296,11.540763304019366,0.6215372743916255,12.841635090339256,0.04561757930832952,0.0037978284085004267,9.331528833416656e-05,2.098154264194507e-06,0.01962781045767627,16.128658578432944,16.14828638889062,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15.0,4.591304347826088,0.6075310559006211,29.897330595482547,0.503125,2.925465838509316,7.0,55.0,1.0,9.0,7.0,,2
00-0024447,2014,veteran,2.046194285527122,1.7969918630274841,3.6769944812655746,1.9364307077750875,26.29014992469521,0.1498089294552788,0.0,0.0,0.0,0.05135445174112082,12.939451148149166,0.5266341077315386,13.576602467176304,0.0407422230896894,0.001115198383426862,1.695027236250699e-05,2.1762057358128123e-07,0.0023348284730147144,4.393375019606496,4.395709848079511,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,3.0594594594594597,0.7888513513513513,30.275154004106778,0.346875,3.4594594594594597,0.0,0.0,0.0,0.0,0.0,,2
00-0024466,2014,veteran,10.021475455813707,7.169801916399626,71.85199392824494,46.69074199568538,603.8960682315674,3.5855516719599585,0.0,0.0,0.0,0.3122991798852465,11.013574000451914,0.6498183201751246,12.933957406103602,0.049901909131995326,0.1400003486936678,0.016874863641737084,0.002135009355442229,1.699468493654753,104.62368949298869,106.32315798664344,veteran,Marques Colston,WR,15.0,149.7,99.0,59.0,902.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,16,163.8,12.334653465346534,0.9486386138613861,31.241615331964407,0.946875,7.646864686468646,75.0,943.0,5.0,110.0,15.0,,2
00-0024756,2014,veteran,2.706044303367918,0.49760653762003465,1.3465453364453281,0.7608134046094224,9.717833378251008,0.05705838256791555,0.0,0.0,0.0,0.06705820769367456,10.741644384046744,0.5650113546253499,12.772952368314066,0.04237390381414181,2.762281780657606e-05,9.947710780223056e-08,2.3620288937013507e-10,7.515363131074709e-05,1.5604239201499563,1.5604990737812672,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,1.6209302325581398,0.8968023255813954,30.38466803559206,0.403125,1.8604651162790697,0.0,0.0,0.0,0.0,0.0,,2
00-0025389,2014,veteran,10.649106059503566,11.424271937730763,121.65828351750523,69.96218702982068,1093.8397807323206,6.290054540498314,0.10720576569970032,0.6135560849713264,0.0006179006668570623,0.4434122229722918,13.337579159047852,0.5750712981229423,15.63472823206745,0.05170264086122214,0.4872382244297379,0.16597192989158893,0.052560615875957506,8.959277700702309,181.28363739768596,190.24291509838827,veteran,Calvin Johnson,WR,13.0,199.2,128.0,71.0,1077.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,16,274.7,19.52248322147651,0.9354026845637585,28.922655715263517,0.93125,11.523489932885907,84.0,1492.0,12.0,157.0,14.0,,2
00-0025396,2014,veteran,11.022788948852522,2.7901475820637436,30.75520793323982,17.459403658918948,234.57721791629717,1.4774350919671948,2.7556972372131305,17.33740885085713,0.01588298119431199,0.2843541875273424,12.723514261246903,0.5676893388858886,13.4355801892733,0.04803853367450014,0.0054638957410743155,0.00015500559545966397,4.117734451103556e-06,0.06288103837496484,42.31236457008926,42.375245608464226,veteran,Ted Ginn,WR,16.0,33.0,26.0,14.0,190.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,16,106.5,4.463513513513513,0.9328547297297297,29.388090349075977,0.925,2.9020270270270276,36.0,556.0,5.0,68.0,16.0,,2
00-0025410,2014,veteran,10.306303700877411,6.676715489141861,68.8122575554483,38.7141033831155,490.6959669841815,2.883636988354644,0.1062505536172929,0.610928631919992,0.0006123951217135037,0.2667189768303757,10.925102026121253,0.5626047561645543,12.674863269549212,0.041905862280873944,0.06977100527815232,0.0058162869952432415,0.0005118140969850398,0.8195476232326557,85.25979960036528,86.07934722359794,veteran,Dwayne Bowe,WR,15.0,105.4,95.0,60.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,125.8,9.351202749140894,0.9143041237113402,29.94387405886379,0.909375,7.697594501718212,57.0,673.0,5.0,103.0,15.0,,2
00-0025414,2014,veteran,9.777532340710522,2.536477166084869,24.800487522868583,14.146496056668134,203.48573856420808,1.2190033610701443,1.5925526161005774,6.651915158660285,0.00917897761441255,0.22098182594069762,14.392232664058879,0.5704120148292899,14.384179499226061,0.04915239508683443,0.005089463604511026,0.00014037964629024926,3.6096803370704334e-06,0.051891832319817,35.014143780846844,35.06603561316666,veteran,Robert Meachem,WR,10.0,14.9,21.0,7.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,52.300000000000004,4.515530303030304,0.8607954545454547,29.924709103353866,0.825,2.6704545454545454,16.0,324.0,2.0,30.0,15.0,,2
00-0025431,2014,veteran,7.352594739938457,4.745781340697304,34.89380692250908,19.63512580912134,269.22816748533296,1.802083052991774,0.6272355702317167,3.211193513803838,0.0036151906065228626,0.22393603431011763,13.061315021325008,0.5627109089222144,13.711558056850604,0.051644782038078436,0.030788566521335225,0.0017707802797716817,0.00010491065662284905,0.24744832799506597,47.447816397443894,47.69526472543896,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,46.6,7.657345971563982,0.7354857819905214,28.0,0.6593749999999999,4.966824644549763,15.0,231.0,3.0,35.0,8.0,,2
00-0025438,2014,veteran,0.693759962736685,1.386512593647401,0.9619069253027654,0.5604297111288838,7.023058345482578,0.04110342073668053,0.0,0.0,0.0,0.01794267710983059,11.03991104891942,0.5826236368476977,12.531559633653082,0.04273118287795153,0.0005354621630723847,6.113258814701e-06,5.6145117681398366e-08,0.0003779218140807334,1.1932558603131218,1.1936337821272025,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,2.78695652173913,0.5081521739130435,29.322381930184804,0.21562499999999998,3.0434782608695654,0.0,0.0,0.0,0.0,0.0,,2
00-0025460,2014,veteran,8.951701825613267,3.814206585838986,34.143640057720994,19.21161448723833,248.2283657160938,1.3487697811860226,1.2973480906685895,6.004424079750551,0.007477510609040861,0.20071858950982538,13.464262928908155,0.5626703671536027,12.92074468186857,0.039502811618968604,0.01271221209945428,0.0005057887343810358,1.9823570196619263e-05,0.12094234654270646,42.76513279495432,42.886075141497024,veteran,Jacoby Jones,WR,16.0,21.2,18.0,9.0,131.0,0.0,0.0,3.0,16.0,0.0,2.0,0.0,0.0,0.0,16,83.0,5.990579710144928,0.8804347826086957,30.140999315537304,0.8625,4.5724637681159415,37.0,455.0,2.0,67.0,12.0,,2
