position,factor_a,factor_b,rho,n
RB,redzone_share,placebo,-0.032127479176278,672
RB,redzone_share,xfp_diff,0.1817435920230577,672
RB,redzone_share,tprr,-0.6414437733111215,287
RB,redzone_share,implied_team_total,-0.12245907032369067,88
RB,redzone_share,team_pace,-0.04866444090003526,672
RB,redzone_share,is_contract_year,-0.20670769107412965,580
RB,redzone_share,hc_disruption,-0.0033891860633368104,623
RB,redzone_share,ol_ybc,-0.18092186580488853,88
RB,redzone_share,two_wr_rate,0.010285412943433785,274
RB,redzone_share,proe,-0.07609487757393915,672
RB,redzone_share,oc_disruption,0.033718089363306995,636
RB,redzone_share,age,0.09374609785871695,672
RB,redzone_share,draft_capital,-0.40128404305917154,672
RB,redzone_share,share_level,0.8348739120718535,672
RB,redzone_share,adot,-0.04914828411352049,669
RB,redzone_share,depth_rostered_absent,-0.49260407421909846,672
RB,redzone_share,depth_offroster,-0.3748782077900117,672
RB,redzone_share,depth_first_share,0.5500023832393339,672
RB,redzone_share,inj_missed_share,0.027047347091696736,672
RB,redzone_share,inj_unexp_missed_share,-0.6895856663136852,672
RB,yac_per_rec,rb_receiving_share,0.06950795968627181,556
RB,yac_per_rec,late_season_trend,-0.021143178052849352,512
RB,yac_per_rec,explosive_rush_rate,0.024737698766920356,556
RB,yac_per_rec,placebo,-0.0820654155077629,556
RB,yac_per_rec,xfp_diff,0.2271706065132484,556
RB,yac_per_rec,tprr,-0.14015490601335792,232
RB,yac_per_rec,implied_team_total,-0.023940468436030874,76
RB,yac_per_rec,team_pace,-0.015547976309795104,556
RB,yac_per_rec,is_contract_year,-0.11024047243685185,489
RB,yac_per_rec,hc_disruption,-0.04345422421425425,510
RB,yac_per_rec,ol_ybc,-0.10068677010810698,76
RB,yac_per_rec,two_wr_rate,-0.16724182877917107,221
RB,yac_per_rec,proe,0.011877098659458766,556
RB,yac_per_rec,oc_disruption,0.012527757272270196,530
RB,yac_per_rec,age,-0.008160785734472514,556
RB,yac_per_rec,draft_capital,-0.05071358845405977,556
RB,yac_per_rec,share_level,0.1095162923184676,556
RB,yac_per_rec,adot,-0.3113447093482512,556
RB,yac_per_rec,depth_rostered_absent,-0.031882300316023925,556
RB,yac_per_rec,depth_offroster,-0.005862434706438169,556
RB,yac_per_rec,depth_first_share,-0.0008659180874062588,556
