arm,position,season,n_board_vet,n_vet,n_rookie,rho_games,rho_games_naive,mae_games,mae_games_naive,rho_points,n_returning,rho_points_fullvet,mae_games_returning,bias_games_returning
G1,QB,2018,19,65,7,0.27546283960030116,0.3043559099555122,3.9884634613434606,3.263157894736842,-0.08596491228070174,1,0.6285313444151195,,
G1,QB,2019,19,72,7,-0.12636776058860638,-0.2466679355379114,3.5995409197012678,2.3157894736842106,0.2421052631578947,1,0.679181316887463,,
G1,QB,2020,19,73,7,0.025443285164823918,0.17682985932324005,3.7503198029627116,2.4210526315789473,0.3403508771929824,1,0.769829570726773,,
G1,QB,2021,19,73,9,-0.18380263087322946,0.176192207539082,3.731320736324261,3.3157894736842106,0.16140350877192983,2,0.7252061185508235,,
G1,QB,2022,14,77,5,0.5423335597012455,0.4901588640735833,2.4082790252959976,2.0,0.5076923076923077,0,0.7717543702918691,,
G1,QB,2023,23,79,8,-0.07900703497472177,-0.13300871348026652,4.806901099840233,4.304347826086956,0.07213438735177866,1,0.592385774856475,,
G1,QB,2024,21,85,6,0.012058072176890026,-0.10011287535506062,4.684714364392173,4.095238095238095,0.45584415584415583,2,0.726353261142554,,
G1,RB,2018,29,120,15,0.3299421664096263,0.3901764462173226,3.8148752372109374,3.1724137931034484,0.39359605911330037,3,0.6159863784279983,,
G1,RB,2019,35,118,12,0.2430438402796556,0.16313254471722421,3.905296152936826,2.7714285714285714,0.4319327731092438,1,0.6897772612599198,,
G1,RB,2020,45,119,14,-0.15355419022321995,-0.13601093344597937,4.5881223330610075,4.911111111111111,0.4119894598155468,2,0.6521695430480452,,
G1,RB,2021,59,118,8,0.24586059210369207,0.1653207878492608,4.189970134861034,4.135593220338983,0.6444561352991897,9,0.5923206494029409,5.4783264311497755,-0.6193446590889352
G1,RB,2022,37,123,14,0.07712855456236675,0.04989083148722865,4.756699052915515,4.135135135135135,0.3423423423423423,3,0.7006903413324534,,
G1,RB,2023,52,128,8,0.29459408315868696,0.10587192388351925,4.291859974257884,3.3846153846153846,0.33936651583710403,3,0.7251629561355656,,
G1,RB,2024,46,112,10,0.303002943078625,0.16308693195846166,3.962942045840457,2.9347826086956523,0.41703413631101666,2,0.7793412730978745,,
G1,TE,2018,11,89,10,0.13419721785727307,0.29488391230979427,3.0601780428072174,1.9090909090909092,0.3454545454545455,0,0.5916646805843842,,
G1,TE,2019,10,90,10,0.01223293072362623,0.6580731751816338,3.9446466910050546,3.8,0.49090909090909085,1,0.5583802137520205,,
G1,TE,2020,16,85,9,-0.07791628496633198,0.2993153281298762,3.5497691574500814,2.9375,0.28823529411764703,1,0.6601702712415133,,
G1,TE,2021,17,90,7,0.1232258644460498,-0.32951911531097566,3.882005874221783,3.3529411764705883,0.3137254901960785,0,0.6895845779943173,,
G1,TE,2022,12,89,10,0.20130725145937178,0.02666710205147884,2.610166196160057,2.6666666666666665,0.34965034965034975,0,0.7856465175259437,,
G1,TE,2023,17,89,9,0.2263479546725356,0.31727899276972493,3.4605968088483934,2.7058823529411766,0.5955882352941178,0,0.7648913267371396,,
G1,TE,2024,16,86,9,0.0684572321186074,-0.04185930138142383,3.0727200481747974,3.25,0.30757918555099845,0,0.7399320266367307,,
G1,WR,2018,40,186,15,0.23148179443217473,0.06282055443849965,3.617591921857797,3.675,0.6703879176191557,4,0.7373546635400129,,
G1,WR,2019,49,185,16,0.13441510201270224,0.15919409441031382,3.455209830936767,2.693877551020408,0.5135714285714286,1,0.7366395476531031,,
G1,WR,2020,50,190,18,0.2621902006072345,0.11182026680320839,3.549094590627342,3.06,0.45171668667466985,2,0.756571658645828,,
G1,WR,2021,58,197,20,0.06328083115183797,0.06748303011337824,4.096676803210652,3.7413793103448274,0.4283802698262666,2,0.7176305872987345,,
G1,WR,2022,39,193,20,0.45997232122263504,0.40455774161376623,3.5675707148115614,2.282051282051282,0.7323245112875862,2,0.729649176260347,,
G1,WR,2023,61,188,18,0.16622207282891588,0.27433575555154627,4.236020246269894,3.1475409836065573,0.5793043271834556,3,0.7840052748163845,,
G1,WR,2024,54,190,20,0.20310003550351208,0.10721398960042083,3.542032769999554,2.9074074074074074,0.4516190513313323,0,0.7956267157596809,,
