diag,idx,arm,comp,board_d,board_lo,board_hi,board_p,board_pct,off_d,off_lo,off_hi,off_p,off_pct,n_board,n_off,n,known_share,rookie_share,p_unknown_given_rookie,p_rookie_given_unknown,agree_known_eq_notrookie,mean_games1_known,mean_games1_unknown,mean_evidence_known,mean_evidence_unknown,board_share_known,board_share_unknown
D1,1.0,Z1 RZ-20 snap rate -> carries,carries,0.877104261177423,0.6496462980824718,1.1369168191951928,0.0005875002161184922,1.3473205509366348,-0.6588950469259268,-0.7786589281955771,-0.5128277171344985,0.0001121121608509628,-1.7255688534250488,51.0,80.0,,,,,,,,,,,,
D1,2.0,Z2 INSIDE-5 snap rate -> carries,carries,0.7164449001403231,0.4972082724841964,0.9513988289675869,0.0014582189243215551,1.100531579081615,-0.5367253332704917,-0.6384857017532636,-0.42157578787483985,0.00011085433271226837,-1.4056207012888022,51.0,80.0,,,,,,,,,,,,
D1,12.0,P1 prior snap share,carries,0.42536182263216205,0.24577006848932217,0.6405700381187083,0.007744832249114338,0.6533986329593806,-0.3290276191815375,-0.4058028872657223,-0.24709777689631016,0.0003178485606733395,-0.8616847466453743,51.0,80.0,,,,,,,,,,,,
D1,16.0,"L2 GROUP lift, draft round x career year",carries,0.2991552416709545,0.11163965534084598,0.5130509397207864,0.03531105464004331,0.4595326038920713,-0.1541932023483145,-0.3670109858444798,0.08768277090353292,0.26724280299740377,-0.4038139133439705,51.0,80.0,,,,,,,,,,,,
D2,,,,,,,,,,,,,,,,919.0,0.9107725788900979,0.088139281828074,1.0,0.9878048780487805,0.998911860718172,10.372759856630825,0.06097560975609756,0.6023633512544803,0.002096036585365854,0.36081242532855434,0.6707317073170732
