player_id,season,entry,position,proj_games,proj_cpg,proj_tpg,proj_carries,proj_rush_yards,proj_rush_tds,proj_targets,proj_receptions,proj_rec_yards,proj_rec_tds,proj_fumbles_lost,proj_ypc,proj_catch_rate,proj_ypr,p_rush_100,p_rush_150,p_rush_200,p_rec_100,p_rec_150,p_rec_200,proj_bonus_points,proj_points_base,proj_points,entry_act,name,position_act,games,points,targets,receptions,rec_yards,rec_tds,carries,rush_yards,rush_tds,attempts,completions,pass_yards,pass_tds,interceptions,sacks,fumbles_lost,rec_bonus,rush_bonus,pass_bonus,total_bonus,g100,g150,g200,r100,r150,r200,p300,p350,p400,season_len,pts_1,ppg_w,gshare_w,gshare_1,age,evidence,present_1,gshare_max3,inj_missed_share_1,unexp_missed_share_1,inj_out_wks_1,missed_wks_1,games_1,tgt_1,rec_1,recyds_1,rectd_1,carries_1,rushyds_1,rushtd_1,att_1,passyds_1,passtd_1,ints_1,average_pick,n_train_seasons
00-0024204,2014,veteran,RB,7.266210291343931,11.202768562857868,3.8135552257514274,81.4016722229821,337.60017110426594,2.2941957784341445,27.71009422796345,20.559531602779202,160.35161699348558,0.5273218034200168,0.6590937430945556,4.147337049532398,0.7419509812432068,7.799380846390951,0.07093453620325749,0.0038852267191312336,0.0011104011414257685,0.0018302283531568039,4.899073111512416e-06,1.3669180398431357e-11,0.587260605767703,75.68586261610061,76.2731232218683,veteran,Fred Jackson,RB,14.0,155.6,90.0,66.0,501.0,1.0,141.0,525.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,212.2,13.217669172932329,0.8731203007518797,1.0,33.52772073921971,0.83125,1.0,1.0,0.0,0.0,0.0,0.0,16.0,66.0,47.0,387.0,1.0,206.0,890.0,9.0,0.0,0.0,0.0,0.0,,2
00-0024217,2014,veteran,RB,9.993459411896065,14.156881603478364,4.2942445433904854,141.4762217033791,600.804341378679,3.7528704518218023,42.91435854912897,30.829105831598714,237.10214345477382,1.2249066034995961,1.348466280951794,4.24668070821352,0.7183867328764827,7.690853726018636,0.14004892029885707,0.01336032910518933,0.003733801878089414,0.002623726257102435,1.0944371654056415e-05,1.3669128206876746e-11,1.7008584160237687,126.37493116916943,128.0757895851932,veteran,Reggie Bush,RB,11.0,87.0,56.0,40.0,253.0,0.0,76.0,297.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,216.2,14.08,0.9252118644067797,0.875,29.50034223134839,0.921875,1.0,1.0,0.0,0.125,0.0,2.0,14.0,80.0,54.0,506.0,3.0,223.0,1006.0,4.0,0.0,0.0,0.0,0.0,,2
00-0024242,2014,veteran,RB,9.375747937982972,9.969213217316597,2.0601584088620717,93.46883026556867,386.7890824258413,2.491110782796287,19.315525953806848,14.069936399204181,105.01168312931931,0.5187836510377143,0.8506348069651102,4.138161153048298,0.7284262635587809,7.463550662194816,0.05114824461926211,0.0021966384579233814,0.0006355450585059007,6.672928610490316e-05,3.0602967860480936e-09,1.3669659496661897e-11,0.5229888425643977,72.57314174419193,73.09613058675633,veteran,DeAngelo Williams,RB,6.0,26.8,6.0,5.0,44.0,0.0,62.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,151.6,9.580258899676373,0.966626213592233,0.9375,31.353867214236825,0.9656250000000001,1.0,1.0,0.0,0.0625,0.0,1.0,15.0,36.0,26.0,333.0,1.0,201.0,843.0,3.0,0.0,0.0,0.0,0.0,,2
00-0024275,2014,veteran,RB,9.014005136337655,13.693998235120166,3.7878089575526177,123.43777042837196,481.75470107084277,3.2608823993986698,34.143329398845076,24.96981098953498,197.6714455578646,0.668220216533355,0.6075406255278447,3.902814344418135,0.7313232607708023,7.916417374593266,0.10328372394020736,0.007606436012805952,0.002145389783548984,0.0017737853227606168,4.568405846865553e-06,1.3669184936035934e-11,1.088574486794014,102.78705460217468,103.8756290889687,veteran,Maurice Jones-Drew,RB,11.0,22.2,16.0,11.0,71.0,0.0,43.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,166.52,12.585220883534136,0.8682228915662651,0.9375,29.44284736481862,0.7781250000000001,1.0,1.0,0.0625,0.0,1.0,1.0,15.0,60.0,43.0,314.0,0.0,234.0,803.0,5.0,1.0,8.0,1.0,0.0,,2
00-0024813,2014,veteran,RB,10.74058820813811,8.545874856414207,4.215098116247516,91.78772271102639,368.43955690602473,2.4142131337517676,45.27263312351323,36.46963392346389,290.5998391278995,1.163974380026184,0.6516463224174271,4.0140396343199,0.8055558382028959,7.9682686077343075,0.030506369189855987,0.0009082338984379638,0.00026806280827422425,0.005050360762606218,4.729972244184246e-05,1.3669033165115631e-11,0.40305298892752645,104.30458900295723,104.70764199188476,veteran,Pierre Thomas,RB,11.0,100.5,55.0,45.0,378.0,1.0,45.0,222.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,172.70000000000002,9.757961783439491,0.9820859872611465,1.0,29.702943189596166,0.9812500000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,84.0,77.0,513.0,3.0,147.0,549.0,2.0,0.0,0.0,0.0,0.0,,2
00-0025394,2014,veteran,RB,9.818407324105593,18.56869265516896,2.7780462710477316,182.31498796457663,846.0759524327982,5.17898680880293,27.275989854359278,20.327971217863027,164.63657274220986,0.6261189627396271,1.087907004364724,4.640737231089244,0.7452697895256839,8.099016423121306,0.32051394122089916,0.07211231865374676,0.02022439272493572,0.00047140812296544716,2.3819830349977478e-07,1.3669376735883124e-11,4.610753241043236,143.89005874695823,148.50081198800146,veteran,Adrian Peterson,RB,1.0,10.3,3.0,2.0,18.0,0.0,21.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,226.70000000000002,18.224825174825174,0.9012237762237763,0.875,29.44832306639288,0.89375,1.0,1.0,0.0625,0.0625,1.0,2.0,14.0,40.0,29.0,171.0,1.0,279.0,1266.0,10.0,0.0,0.0,0.0,0.0,,2
00-0025399,2014,veteran,RB,11.676618539974452,17.94653165555988,2.4585629074591306,209.5548042575489,886.5099877399607,5.984845499596807,28.707701226930777,21.7326732157483,168.93778845258697,0.8051036066497199,0.9613272513138456,4.230444588855211,0.7570328618078558,7.773447231984715,0.24487918634648043,0.040297408754045624,0.011188948024416707,0.00022926224003779556,4.781383123631213e-08,1.3669481005383636e-11,3.8291430539897986,155.22815436198036,159.05729741597017,veteran,Marshawn Lynch,RB,16.0,288.8,48.0,37.0,367.0,4.0,280.0,1306.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16,260.3,16.33659305993691,0.9911277602523659,1.0,28.361396303901437,0.9906250000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,44.0,36.0,316.0,2.0,301.0,1257.0,12.0,0.0,0.0,0.0,0.0,,2
00-0025439,2014,veteran,RB,9.561260203283105,2.281132592858901,2.1093424899048436,21.810502278513813,86.99072881446482,0.5744106807001613,20.167972403821278,15.087929644820498,120.24936826973578,0.3210461860865,0.4010096151161752,3.988478931095595,0.7481133622516138,7.969905156007664,0.0007402708574759676,1.920887136459972e-06,6.55091128091904e-07,0.00011634962159170909,1.0555615920193325e-08,1.366957909836769e-11,0.008230599090773866,32.83869650131792,32.84692710040869,veteran,Brian Leonard,RB,1.0,2.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,50.6,2.839372822299652,0.9118031358885017,1.0,30.576317590691307,0.896875,1.0,1.0,0.0,0.0,0.0,0.0,16.0,37.0,29.0,179.0,0.0,47.0,182.0,0.0,0.0,0.0,0.0,0.0,,2
00-0025487,2014,veteran,RB,9.213348012873471,6.176152088341105,1.2125432136157903,56.90303857032186,217.35023330851578,1.5870205874344567,11.171582607690254,8.221322529830301,63.54116194009215,0.2937817521338571,0.5188905476162522,3.8196595255613675,0.7359138645379516,7.728824858718166,0.010540340723968736,0.0001533406640797231,4.717118791120347e-05,6.944074443300278e-06,1.9831954726420493e-11,1.36699867042783e-11,0.10016418645948141,42.446833731953326,42.546997918412806,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,50.5,5.962142857142856,0.8790178571428571,0.875,30.209445585215605,0.8750000000000001,1.0,1.0,0.0,0.125,0.0,2.0,14.0,8.0,4.0,48.0,1.0,63.0,197.0,3.0,0.0,0.0,0.0,0.0,,2
00-0025637,2014,veteran,RB,4.4819183802544735,13.63280614002201,2.882916496245479,61.10112441341069,252.50231787396933,1.6978209217472011,12.92099643326144,9.691918176616396,75.70845026844395,0.2663462192207546,0.4190785370675767,4.132531443538365,0.7500906162056745,7.811503243094339,0.1185540040768479,0.00979201626559369,0.002749692363412143,0.0004887391040047961,2.581503102789463e-07,1.3669371512750033e-11,0.6240199143416545,48.613881674222114,49.237901588563766,veteran,Ahmad Bradshaw,RB,10.0,135.5,47.0,38.0,300.0,6.0,90.0,425.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,38.3,13.07908496732026,0.6973039215686275,0.1875,28.45448323066393,0.478125,1.0,0.875,0.125,0.6875,2.0,13.0,3.0,8.0,7.0,42.0,0.0,41.0,186.0,2.0,0.0,0.0,0.0,0.0,,2
00-0025701,2014,veteran,RB,7.524661796831552,3.641648700678706,1.0126841720732227,27.402174855478318,107.57141379438431,0.7394416177697126,7.620105901855369,5.7643855282459935,45.34580218562579,0.17781634175801925,0.3328201554817169,3.925652411231087,0.7564705271146509,7.866545699177717,0.002562854179640039,1.48233212694553e-05,4.817662699258592e-06,3.7827919414643916e-06,5.127580515422208e-12,1.367007454114472e-11,0.01955288871380902,23.011821808326967,23.031374697040775,veteran,Jackie Battle,RB,10.0,12.2,5.0,5.0,28.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,25.8,3.81328125,0.8193359375,0.6875,30.91854893908282,0.8,1.0,0.9375,0.0,0.3125,0.0,5.0,11.0,5.0,4.0,36.0,0.0,36.0,142.0,1.0,0.0,0.0,0.0,0.0,,2
00-0025860,2014,veteran,RB,11.08469865722368,11.51177261649692,1.2186432550131425,127.60453046434773,476.5175943018798,3.518379924915893,13.508293252478875,9.860578858163946,78.05044088775125,0.25030790958711824,0.9981352756207275,3.7343313169826455,0.7299648204153737,7.915401520584194,0.05732287134934107,0.002676297333149461,0.0007709848645477161,7.631604581726877e-06,2.4472074012972857e-11,1.366997305222909e-11,0.697082543789483,81.0029494038217,81.70003194761118,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,117.8,8.786305732484077,0.9820859872611465,1.0,29.166324435318277,0.9812500000000001,1.0,1.0,0.0,0.0,0.0,0.0,16.0,8.0,4.0,22.0,0.0,220.0,756.0,7.0,0.0,0.0,0.0,0.0,,2
00-0026019,2014,veteran,RB,10.740774635784152,7.9352532275828205,3.874180279464182,85.23076659534588,342.5247249653033,2.3058845524683718,41.61169728012405,32.46347197275214,249.47571420348578,1.6961575342282769,0.781438103500052,4.0187920236776,0.7801525555233338,7.684813085084691,0.02482105252038269,0.0006411708927632836,0.00019076403254728917,0.002360476430435343,8.643342796368844e-06,1.3669143533337908e-11,0.30651784636372686,97.88115621643476,98.1876740627985,veteran,Danny Woodhead,RB,3.0,9.7,6.0,5.0,34.0,0.0,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,185.4,9.868167202572348,0.9728697749196141,1.0,29.598904859685145,0.971875,1.0,1.0,0.0,0.0,0.0,0.0,16.0,87.0,76.0,605.0,6.0,106.0,429.0,2.0,0.0,0.0,0.0,0.0,,2
00-0026144,2014,veteran,RB,8.681642889517292,12.089553214534732,3.3633150493143797,104.95718370240637,396.16521222301213,2.8452632048692936,29.199100183086685,21.170227917652245,169.3666979579754,0.5558560487334449,0.8152666541827546,3.774541181919396,0.7250301476726638,8.000230258114197,0.06753344275609423,0.0035635967674554412,0.001020325392618047,0.0009935591041029858,1.254565758007067e-06,1.3669268853443258e-11,0.6590663094002638,85.91448719017579,86.57355349957605,veteran,Darren McFadden,RB,16.0,102.6,56.0,36.0,212.0,0.0,155.0,534.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,90.84,10.660788177339901,0.6499384236453201,0.625,27.014373716632445,0.634375,1.0,0.75,0.375,0.0,6.0,6.0,10.0,25.0,17.0,108.0,0.0,114.0,379.0,5.0,1.0,16.0,1.0,0.0,,2
00-0026153,2014,veteran,RB,6.5138301312824005,7.827420944982677,2.3818598896371324,50.986490401659125,205.98649910509516,1.3424724621500301,15.515030717611326,11.713516910984113,91.72116346554135,0.3454716391515791,0.33931470278372977,4.040021140548875,0.7549786477501419,7.830369321406083,0.024236501807748948,0.0006159582200434282,0.00018343280221145276,0.00020095516446675405,3.565130879858219e-08,1.3669500065344679e-11,0.1675898631236876,45.0765599147979,45.244149777921585,veteran,Jonathan Stewart,RB,13.0,137.0,31.0,25.0,181.0,1.0,175.0,809.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16,25.9,7.258333333333333,0.6138392857142857,0.375,27.449691991786448,0.525,1.0,1.0,0.1875,0.4375,3.0,10.0,6.0,7.0,7.0,44.0,0.0,48.0,180.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026162,2014,veteran,RB,11.691591548340567,5.003457116668166,1.8583349464560877,58.498376937721986,232.46549557068803,1.5430924138738515,21.726893153971915,15.927903928497248,124.57869279982468,0.49356597740351627,0.9923632473744295,3.9738794089650273,0.7330962515266686,7.821411615682587,0.006486888038934623,6.861102298115546e-05,2.1508939271193648e-05,5.261367593935452e-05,1.802595205590285e-09,1.3669693865584709e-11,0.07816342046223843,53.90359465421524,53.98175807467748,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,27.2,4.147811447811447,0.9349747474747474,0.9375,27.318275154004105,0.9281250000000001,1.0,1.0,0.0,0.0625,0.0,1.0,15.0,13.0,9.0,63.0,0.0,48.0,184.0,0.0,0.0,0.0,0.0,0.0,,2
00-0026163,2014,veteran,RB,10.436472494503484,11.199772776290857,1.8180919176640433,116.88612052444844,428.5162719955206,3.2400653091227998,18.97446629117988,14.313110653611663,112.80801536797352,0.3963663914879163,1.181372790220973,3.6661005607238897,0.7543353490930594,7.881446465273319,0.05048096962912145,0.0021473757945701384,0.0006216029519550562,5.632151191739759e-05,2.0977931132200975e-09,1.3669684017679577e-11,0.5740223089100862,80.74482868637759,81.31885099528768,veteran,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,135.1,8.931300813008129,0.8551829268292683,0.9375,27.20328542094456,0.76875,1.0,0.9375,0.0625,0.0,1.0,1.0,15.0,21.0,18.0,134.0,0.0,217.0,687.0,8.0,0.0,0.0,0.0,0.0,,2
00-0026164,2014,veteran,RB,11.3655897359396,14.583778987156997,3.1946210580128183,165.75324876764319,659.0158887679278,4.359023361502708,36.308752307167,27.37023194809372,216.24447945716767,1.0760027624451889,1.262593710961363,3.975885200849075,0.7538191264889899,7.900717826113587,0.12769990301952647,0.011238489547100003,0.003148878661126813,0.0008779667435030102,9.522795144076734e-07,1.3669286754536407e-11,1.7245553701330183,131.29612211832105,133.02067748845408,veteran,Chris Johnson,RB,16.0,104.4,34.0,24.0,151.0,1.0,155.0,663.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,222.7,13.3178125,1.0,1.0,28.93908281998631,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,52.0,42.0,345.0,4.0,279.0,1077.0,6.0,0.0,0.0,0.0,0.0,,2
