factor,class,position,raw_rho_pooled,raw_n,partial_rho_pooled,partial_n,raw_rho_matched,priorpoints_rho_matched,matched_n,beats_aggregate_delta,per_season,n_seasons_pos,n_seasons_neg,n_seasons_zero,ledger_row
inj_missed_share,EXOGENOUS,WR,0.01914676654371555,1126,0.06888761320458488,1069,0.001908863771713227,0.6768837048929908,1069,-0.6749748411212776,"{2013: 0.0574, 2014: -0.1185, 2015: -0.0382, 2016: -0.013, 2017: -0.0498, 2018: 0.2697, 2019: -0.0205}",2,5,0,T0-6
inj_unexp_missed_share,EXOGENOUS,WR,-0.463744888598469,1126,0.09234130762342847,1069,-0.4553607453411661,0.6768837048929908,1069,-1.1322444502341569,"{2013: -0.5112, 2014: -0.4058, 2015: -0.4687, 2016: -0.4653, 2017: -0.4461, 2018: -0.5002, 2019: -0.4536}",0,7,0,T0-6
placebo,EXOGENOUS,TE,-0.05454815337507642,865,-0.04069516871217498,621,-0.060467874074074654,0.6763439868677023,621,-0.7368118609417769,"{2013: -0.0778, 2014: -0.1591, 2015: -0.1304, 2016: 0.1102, 2017: 0.0248, 2018: -0.0189, 2019: -0.1358}",2,5,0,?
injury_burden,EXOGENOUS,TE,0.06296961976504607,571,0.06089571559198648,532,0.06350496003000371,0.6775480279634699,532,-0.6140430679334662,"{2013: 0.0809, 2014: -0.0344, 2015: 0.1052, 2016: 0.0321, 2017: 0.2257, 2018: 0.0555, 2019: -0.0599}",5,2,0,"T0-6-adjacent (leading, C3-C)"
practice_severity,EXOGENOUS,TE,-0.08920915617491058,571,0.04465164088600868,532,-0.09963320305906163,0.6775480279634699,532,-0.7771812310225316,"{2013: -0.1276, 2014: -0.114, 2015: -0.0981, 2016: -0.0807, 2017: 0.1077, 2018: -0.2103, 2019: -0.0765}",1,6,0,C3-D
depth_end_rank,EXOGENOUS,TE,-0.4175144556716809,551,0.0859543749959131,526,-0.40486754004419107,0.6914547041668351,526,-1.096322244211026,"{2013: -0.4969, 2014: -0.4858, 2015: -0.391, 2016: -0.3689, 2017: -0.3218, 2018: -0.3135, 2019: -0.4982}",0,7,0,C3-E
combine_z,EXOGENOUS,TE,0.15343879510633135,504,0.04804477834746073,403,0.14587920700425738,0.6412996395055606,403,-0.4954204325013032,"{2013: 0.1051, 2014: -0.0561, 2015: 0.2597, 2016: 0.1574, 2017: 0.1179, 2018: 0.3466, 2019: 0.2019}",6,1,0,N34/C3-F
neutral_pass_rate,EXOGENOUS,TE,0.04617158851610352,865,0.010738134828355674,621,0.07281006925758818,0.6763439868677023,621,-0.6035339176101141,"{2013: 0.0275, 2014: 0.073, 2015: 0.0201, 2016: 0.1337, 2017: -0.0757, 2018: 0.1012, 2019: 0.0313}",6,1,0,N20/C3-G
yoe_rate,CONSTITUENT,TE,0.09131983240969467,651,-0.009216021920135006,608,0.09413991915809702,0.667644129558729,608,-0.5735042104006319,"{2013: -0.076, 2014: 0.1386, 2015: 0.108, 2016: 0.1095, 2017: 0.1347, 2018: 0.2208, 2019: 0.0542}",6,1,0,T1-18-adjacent/C3-H
wopr,CONSTITUENT,TE,0.666697587439486,621,0.17917271177221372,621,0.666697587439486,0.6763439868677023,621,-0.009646399428216212,"{2013: 0.7443, 2014: 0.663, 2015: 0.7367, 2016: 0.6966, 2017: 0.6443, 2018: 0.57, 2019: 0.5492}",7,0,0,T1-15/C2
snap_share,CONSTITUENT,TE,0.5573000223749708,480,0.025840816212555608,480,0.5573000223749708,0.6452420144187391,480,-0.08794199204376829,"{2013: None, 2014: 0.5469, 2015: 0.518, 2016: 0.6702, 2017: 0.6167, 2018: 0.4766, 2019: 0.4878}",6,0,0,T0-9/N18/C1-F1
redzone_share,CONSTITUENT,TE,0.5718224567278993,516,-0.008720824830459713,516,0.5718224567278993,0.649426068029988,516,-0.0776036113020887,"{2013: 0.6754, 2014: 0.6508, 2015: 0.4997, 2016: 0.6115, 2017: 0.5339, 2018: 0.4541, 2019: 0.464}",7,0,0,T0-10/C1-F2
yac_per_rec,CONSTITUENT,TE,-0.06684730669016997,480,-0.07815137722710369,480,-0.06684730669016997,0.6306668608610928,480,-0.6975141675512628,"{2013: -0.2692, 2014: -0.065, 2015: -0.046, 2016: -0.0778, 2017: 0.0428, 2018: -0.1651, 2019: 0.0757}",2,5,0,N16/C2
late_season_trend,CONSTITUENT,TE,0.013340778539758527,538,0.07099315466004306,538,0.013340778539758527,0.682084373429059,538,-0.6687435948893005,"{2013: 0.0011, 2014: -0.0212, 2015: 0.1559, 2016: 0.0309, 2017: 0.0547, 2018: -0.1368, 2019: 0.033}",5,2,0,N19/C2
xfp_diff,CONSTITUENT,TE,0.18049235571040292,651,-0.007223196512890707,608,0.1722763700217485,0.667644129558729,608,-0.4953677595369805,"{2013: 0.0841, 2014: 0.279, 2015: 0.1158, 2016: 0.2928, 2017: 0.1668, 2018: 0.22, 2019: 0.1224}",7,0,0,T1-18/C1-F3
ngs_separation,EXOGENOUS,TE,-0.14610440117735557,150,-0.14268731576187146,150,-0.14610440117735557,0.4842013094413197,150,-0.6303057106186754,"{2013: None, 2014: None, 2015: None, 2016: None, 2017: -0.0879, 2018: -0.2494, 2019: -0.0841}",0,3,0,N5/C1-F4
tprr,CONSTITUENT,TE,-0.25531454762673716,289,0.11534852354956389,268,-0.1771185333020095,0.6232171434393355,268,-0.800335676741345,"{2013: None, 2014: None, 2015: None, 2016: None, 2017: -0.0984, 2018: -0.38, 2019: -0.3144}",0,3,0,T1-16/T1-17/N3/C1-F5
implied_team_total,EXOGENOUS,TE,0.07533723337073259,122,0.03263238823135052,89,0.15664633557183205,0.5932496276663121,89,-0.43660329209448,"{2013: None, 2014: None, 2015: None, 2016: None, 2017: None, 2018: None, 2019: 0.0753}",1,0,0,T0-11/N12/C2
tshare_stability,AMBIGUOUS,TE,0.374303042286833,508,0.14382901110727409,484,0.37409034733070534,0.6789407934680409,484,-0.3048504461373356,"{2013: 0.4289, 2014: 0.3293, 2015: 0.4664, 2016: 0.3346, 2017: 0.3751, 2018: 0.2976, 2019: 0.3645}",7,0,0,T1-13/C4-I
team_pace,EXOGENOUS,TE,0.06472427714900549,865,0.0005627587267947597,621,0.08279764288258146,0.6763439868677023,621,-0.5935463439851207,"{2013: 0.0988, 2014: 0.1117, 2015: 0.0308, 2016: 0.1437, 2017: -0.1042, 2018: 0.1039, 2019: 0.0492}",6,1,0,T1-21/C4-J
is_contract_year,EXOGENOUS,TE,-0.19266676836148725,725,-0.12412514195398093,529,-0.21898614787224244,0.6536311445509162,529,-0.8726172924231587,"{2013: -0.3038, 2014: -0.0998, 2015: -0.1842, 2016: -0.0506, 2017: -0.1103, 2018: -0.328, 2019: -0.2413}",0,7,0,T1-27/C4-K
hc_disruption,EXOGENOUS,TE,-0.0063717534171097425,803,0.03518871946078015,576,0.01213748423568768,0.6683576267444844,576,-0.6562201425087967,"{2013: -0.0428, 2014: 0.073, 2015: 0.0364, 2016: -0.1239, 2017: 0.1096, 2018: -0.0994, 2019: 0.0082}",4,3,0,T1-29b/C4-L
two_wr_rate,EXOGENOUS,TE,0.03871344377279064,362,0.004498620520628226,260,-0.007369334257843405,0.6353147862440308,260,-0.6426841205018742,"{2013: None, 2014: None, 2015: None, 2016: None, 2017: -0.0161, 2018: 0.0073, 2019: 0.0902}",2,1,0,T1-31/N25/C4-N
proe,EXOGENOUS,TE,0.04226033890788173,865,-0.0013339922737096842,621,0.06671245212136431,0.6763439868677023,621,-0.6096315347463379,"{2013: 0.0311, 2014: 0.0797, 2015: 0.0427, 2016: 0.1132, 2017: -0.0529, 2018: 0.0829, 2019: 0.011}",6,1,0,T1-22
oc_disruption,EXOGENOUS,TE,-0.034310071272089855,822,0.03425427085525607,590,-0.029033252572979413,0.671132781470049,590,-0.7001660340430284,"{2013: -0.0946, 2014: -0.0108, 2015: -0.039, 2016: -0.0817, 2017: -0.018, 2018: 0.01, 2019: -0.0228}",1,6,0,T1-29/T1-30/N21/N22
age,EXOGENOUS,TE,0.18482161986660806,860,-0.04830713680399072,618,0.11614203849693683,0.6728359488097498,618,-0.556693910312813,"{2013: 0.1276, 2014: 0.1624, 2015: 0.2341, 2016: 0.3176, 2017: 0.2151, 2018: 0.0684, 2019: 0.1339}",7,0,0,T0-7
draft_capital,EXOGENOUS,TE,-0.48296211925421606,865,-0.15964160607047626,621,-0.4229936028031948,0.6763439868677023,621,-1.099337589670897,"{2013: -0.4943, 2014: -0.4932, 2015: -0.5311, 2016: -0.4529, 2017: -0.5576, 2018: -0.4478, 2019: -0.3785}",0,7,0,T1-25
share_level,CONSTITUENT,TE,0.675570243359394,670,0.2047727368475263,621,0.6748923941873641,0.6763439868677023,621,-0.0014515926803381207,"{2013: 0.6828, 2014: 0.7034, 2015: 0.6904, 2016: 0.6717, 2017: 0.6856, 2018: 0.6388, 2019: 0.6093}",7,0,0,T0-8
adot,AMBIGUOUS,TE,0.28311065063069896,649,0.10024065459849033,607,0.2895331004997755,0.6671456058820276,607,-0.37761250538225216,"{2013: 0.4038, 2014: 0.3019, 2015: 0.4329, 2016: 0.2374, 2017: 0.3814, 2018: 0.1146, 2019: 0.0331}",7,0,0,T1-14
depth_rostered_absent,EXOGENOUS,TE,-0.41267754210580576,672,-0.08303300909957535,621,-0.5185296007212188,0.6763439868677023,621,-1.194873587588921,"{2013: -0.551, 2014: -0.4885, 2015: -0.4831, 2016: -0.3929, 2017: -0.3046, 2018: -0.2169, 2019: -0.4057}",0,7,0,T0-5
depth_offroster,EXOGENOUS,TE,-0.238226911753337,672,0.09914875380055471,621,-0.17152217015104546,0.6763439868677023,621,-0.8478661570187477,"{2013: -0.1495, 2014: -0.2314, 2015: -0.2316, 2016: -0.2341, 2017: -0.3653, 2018: -0.3117, 2019: -0.152}",0,7,0,T0-5
depth_first_share,EXOGENOUS,TE,0.44001046973127544,672,-0.05132266133569462,621,0.43282797881892093,0.6763439868677023,621,-0.24351600804878132,"{2013: 0.4556, 2014: 0.5175, 2015: 0.386, 2016: 0.5117, 2017: 0.3939, 2018: 0.3785, 2019: 0.405}",7,0,0,T0-5
inj_missed_share,EXOGENOUS,TE,0.05395230714529819,672,0.03562252924506012,621,0.028870284327260454,0.6763439868677023,621,-0.6474737025404418,"{2013: 0.0023, 2014: -0.0894, 2015: 0.0548, 2016: 0.0629, 2017: 0.197, 2018: 0.0343, 2019: 0.0474}",6,1,0,T0-6
inj_unexp_missed_share,EXOGENOUS,TE,-0.5712773349039286,672,0.036982981964188144,621,-0.5734905292632029,0.6763439868677023,621,-1.249834516130905,"{2013: -0.5546, 2014: -0.5985, 2015: -0.5492, 2016: -0.5886, 2017: -0.611, 2018: -0.5729, 2019: -0.4864}",0,7,0,T0-6
