run,position,season,n_board_vet,n_vet,rho_points,rho_games,rho_games_naive,mae_games,mae_games_naive,bias_games,sd_proj_games,sd_games,n_returning,rho_points_fullvet,mae_games_returning,bias_games_returning
B0,QB,2019,19,72,0.356140350877193,-0.0335664364063485,-0.2466679355379114,3.6442958589219465,2.3157894736842106,-3.064868580129879,2.534969606270473,1.848859796868452,1,0.6793455687174236,,
B0,QB,2020,19,73,0.4385964912280701,-0.0097858789095476,0.17682985932324,3.752522475896999,2.421052631578948,-2.47447810171592,2.518320463275112,2.852806364814243,1,0.7632076810247054,,
B0,QB,2021,19,73,0.1508771929824561,-0.08873230455949,0.176192207539082,3.7923104095477695,3.3157894736842106,-1.863500651616132,2.574513933418932,4.1555623038214495,2,0.7142327894991152,,
B0,QB,2022,14,77,0.5032967032967033,0.5108287056107168,0.4901588640735833,2.51303513371229,2.0,-1.1508093821691714,2.630301189061216,4.030495994190253,0,0.7381636652665903,,
B0,QB,2023,23,79,0.0721343873517786,0.0296905418057871,-0.1330087134802665,4.52950940162734,4.304347826086956,-1.637716267056915,2.9337021631675,4.474248941630586,1,0.6018234893594123,,
B0,QB,2024,21,85,0.4714285714285714,-0.0482322887075601,-0.1001128753550606,4.662340465988883,4.095238095238095,-3.4568626253887578,3.6447329803391,3.139247566447526,2,0.7136081463132398,,
B0,RB,2018,29,120,0.4433497536945811,0.4135005880481775,0.3901764462173226,3.716917977275527,3.1724137931034484,-2.197863757030832,2.5615026432200168,4.427779563937799,3,0.6070499955625209,,
B0,RB,2019,35,118,0.4044817927170868,0.1229255167858197,0.1631325447172242,3.975768762248709,2.771428571428572,-3.514669587687015,1.845306950205158,2.6179911289040705,1,0.6844927743955771,,
B0,RB,2020,45,119,0.4154150197628458,-0.1201093709179032,-0.1360109334459793,4.532913013036671,4.911111111111111,-0.9860807632478172,2.3348048583297705,4.615914499497003,2,0.6570984255379445,,
B0,RB,2021,59,118,0.6531065532226688,0.3018969431425041,0.1653207878492608,4.071315288688925,4.135593220338983,-2.151689540266015,2.6734832216418627,4.596065164430427,9,0.6010737594616657,5.257552159400922,-0.9107797167546056
B0,RB,2022,37,123,0.3755334281650071,0.0951413361137658,0.0498908314872286,4.68693537497013,4.135135135135135,-3.609063505707225,2.553547839871935,3.683021276996359,3,0.70276384019016,,
B0,RB,2023,52,128,0.3649790830700931,0.2935950174092547,0.1058719238835192,4.246294518771055,3.3846153846153846,-2.7142563594669724,1.8770902422076017,4.231293673788922,3,0.7330955461600154,,
B0,RB,2024,46,112,0.4103117581894696,0.2651354120172781,0.1630869319584616,3.980325499932416,2.9347826086956523,-3.1067301037961106,2.04233585052245,3.063598092165708,2,0.7813645074763945,,
B0,TE,2018,11,89,0.3272727272727273,0.1043756138889901,0.2948839123097942,3.073919116959168,1.9090909090909087,-2.7233907064788467,1.7274572499953766,2.05703790890632,0,0.6084673205276548,,
B0,TE,2019,10,90,0.5757575757575757,-0.0795140497035704,0.6580731751816338,4.082927229901777,3.8,-1.2935200759474583,2.768008440947564,3.903844259188627,1,0.5675000217286574,,
B0,TE,2020,16,85,0.3382352941176471,-0.0958969661124085,0.2993153281298762,3.703622910272913,2.9375,-3.138771918509935,2.410507304756673,2.0879116360612584,1,0.6301206413057399,,
B0,TE,2021,17,90,0.375,0.1979082065345648,-0.3295191153109756,3.751808395650501,3.3529411764705883,-1.975146677986859,1.6759829752049906,3.305652074876969,0,0.676316650892931,,
B0,TE,2022,12,89,0.3496503496503497,0.2525490972853936,0.0266671020514788,2.658075092702385,2.6666666666666665,-1.4635324158944143,1.593511383400555,2.939198681424733,0,0.7814169265836773,,
B0,TE,2023,17,89,0.5857843137254902,0.2640726137846249,0.3172789927697249,3.525213849802303,2.7058823529411766,-1.7858999304184318,2.03906775884468,3.614656822526404,0,0.765561063872425,,
B0,TE,2024,16,86,0.2899191366198406,0.0758982356097603,-0.0418593013814238,3.057565938218839,3.25,-1.6228677596568968,1.6754123901929667,3.2113081446662823,0,0.748658711662302,,
B0,WR,2018,40,186,0.6932782971180466,0.2692627553838954,0.0628205544384996,3.859444327177792,3.675,-2.471562358716496,2.862360905114698,3.065534211193866,4,0.7295324632958063,,
B0,WR,2019,49,185,0.5579591836734693,0.2182348736843055,0.1591940944103138,3.208123228095409,2.693877551020408,-2.211986477840553,2.34618562780952,3.4452944930885985,1,0.7445585958935084,,
B0,WR,2020,50,190,0.4684273709483793,0.2583511100032615,0.1118202668032083,3.552301988078036,3.06,-1.8326767017222985,2.732349050338201,3.9416240307771617,2,0.7537378741098927,,
B0,WR,2021,58,197,0.4462832798103889,0.0462617666072871,0.0674830301133782,4.182992201860819,3.7413793103448274,-1.7040760451532615,2.433220243225376,4.065055105201334,2,0.7207697513488985,,
B0,WR,2022,39,193,0.7360696400944473,0.471988863008324,0.4045577416137662,3.4084940421368355,2.282051282051282,-2.6055393387867416,2.981208129857761,3.5145980903959875,2,0.7254827290308351,,
B0,WR,2023,61,188,0.5844603974651104,0.1540884830548656,0.2743357555515462,4.319200865420385,3.1475409836065573,-3.7339771223227993,3.395010066455612,2.324634095170908,3,0.7800115472618366,,
B0,WR,2024,54,190,0.46023366186483,0.2379393539146207,0.1072139896004208,3.446802893480963,2.9074074074074074,-1.7248304272336366,1.9459736804761767,3.3466810945207337,0,0.7962703259793237,,
A1,QB,2018,19,65,-0.0631578947368421,0.3171380293553282,0.3043559099555122,3.871163433560296,3.263157894736842,-2.2705425466251574,3.834846181117336,3.93436454548016,1,0.6298984838816413,,
A1,QB,2019,19,72,0.2105263157894736,-0.1935006334013034,-0.2466679355379114,3.7423311972985536,2.3157894736842106,-3.096007980335975,3.1346178513885072,1.848859796868452,1,0.6907117953507036,,
A1,QB,2020,19,73,0.2807017543859649,-0.0176145820371857,0.17682985932324,3.6823150888511154,2.421052631578948,-2.351099780651979,2.748877801196991,2.852806364814243,1,0.7639210461916729,,
A1,QB,2021,19,73,0.1210526315789473,-0.1747483140814447,0.176192207539082,3.721476859704012,3.3157894736842106,-1.6001068849841622,2.906625037900766,4.1555623038214495,2,0.7080291176772687,,
A1,QB,2022,14,77,0.3494505494505495,0.4523196908711633,0.4901588640735833,2.981397335452343,2.0,-1.4738648754567505,3.118644941733909,4.030495994190253,0,0.7381900730535599,,
A1,QB,2023,23,79,0.0513833992094861,-0.0055355247434518,-0.1330087134802665,4.5015443956933066,4.304347826086956,-1.514030392814934,2.990696261180325,4.474248941630586,1,0.6121348384512789,,
A1,QB,2024,21,85,0.4792207792207791,0.0147376437717544,-0.1001128753550606,4.785064680991678,4.095238095238095,-3.5196471439669974,3.571374270549632,3.139247566447526,2,0.7214740408482689,,
