span,variant,position,season,n_train,n_board_vet,n_vet,rho_points,rho_games,mae_games,rho_points_fullvet
2012,raw,QB,2021,9,19,73,0.12456140350877193,-0.10684093814305948,3.9613071635456443,0.7119570706900962
2012,raw,QB,2022,10,14,77,0.4153846153846154,0.5760887605125264,2.609282202364404,0.740579977774305
2012,raw,QB,2023,11,23,79,0.06225296442687748,-0.008554901876243757,4.585680060975074,0.6077211450681542
2012,raw,QB,2024,12,21,85,0.44415584415584414,-0.040193573922966755,4.724641710752802,0.7095214959657009
2012,raw,RB,2018,6,29,120,0.4532019704433496,0.5028651839999814,3.6870225384547295,0.6170861478540549
2012,raw,RB,2019,7,35,118,0.39915966386554624,0.14449658102948523,4.025374706226635,0.6988857658556673
2012,raw,RB,2020,8,45,119,0.414756258234519,-0.12535171362647468,4.506357216314474,0.6602805435724546
2012,raw,RB,2021,9,59,118,0.6481384077936435,0.2944038809952063,4.115520214000362,0.597457468282109
2012,raw,RB,2022,10,37,123,0.3686581318160265,0.08281043867589533,4.73483709704656,0.7078094153024649
2012,raw,RB,2023,11,52,128,0.3722359771194399,0.27413495411596484,4.277329784448823,0.7338682968338405
2012,raw,RB,2024,12,46,112,0.42233803097572337,0.28225103450030414,4.024873193160216,0.7839059863761692
2012,raw,WR,2018,6,40,186,0.6846474982905959,0.2772887626327066,3.911184561092387,0.7296088713566679
2012,raw,WR,2019,7,49,185,0.5440816326530612,0.2204323957880555,3.286751664652409,0.7442160810089276
2012,raw,WR,2020,8,50,190,0.45344537815126046,0.24506195022027796,3.6451735139913404,0.7582867277839869
2012,raw,WR,2021,9,58,197,0.4281957027130282,0.038300730890315,4.169923308685955,0.712831374827708
2012,raw,WR,2022,10,39,193,0.7384989128340331,0.47157089633751753,3.430280889881452,0.7246509488816966
2012,raw,WR,2023,11,61,188,0.5869458877547284,0.16133080389995574,4.325043437385802,0.7780306999770846
2012,raw,WR,2024,12,54,190,0.48554384502519504,0.2286669740702388,3.476147791576872,0.7958854674754652
2012,raw,TE,2018,6,11,89,0.24545454545454545,0.10437561388899017,3.0638201373206426,0.6164898924677821
2012,raw,TE,2019,7,10,90,0.5757575757575757,-0.07951404970357048,4.084941786204022,0.5684153309233928
2012,raw,TE,2020,8,16,85,0.36470588235294116,-0.0059935603820255355,3.7180769953872463,0.6325912797213402
