span,variant,position,season,n_train,n_board_vet,n_vet,rho_points,rho_games,mae_games,rho_points_fullvet
2006,ctx,QB,2021,15,19,73,0.13684210526315788,-0.08058341944688384,4.061556438742619,0.7118167866539237
2006,ctx,QB,2022,16,14,77,0.4197802197802198,0.4905755851239483,2.7765959145555117,0.7387578404734053
2006,ctx,QB,2023,17,23,79,0.06225296442687748,-0.004025836177055886,4.656368147340044,0.6054816737607295
2006,ctx,QB,2024,18,21,85,0.43376623376623374,-0.05225164609985679,4.809047673003056,0.7087784726097007
2006,ctx,RB,2018,12,29,120,0.4522167487684728,0.4384923818313092,3.5161523777791817,0.6305855530063906
2006,ctx,RB,2019,13,35,118,0.41092436974789925,0.13843895339941478,3.8539660950805965,0.7058119249948029
2006,ctx,RB,2020,14,45,119,0.41607378129117256,-0.0861336814648831,4.4900037474422785,0.6630665247889699
2006,ctx,RB,2021,15,59,118,0.6431118135948651,0.26252163617238977,4.145254380664216,0.5914130766406581
2006,ctx,RB,2022,16,37,123,0.3295400663821716,0.06044557567583601,4.739176136810108,0.7037239679975882
2006,ctx,RB,2023,17,52,128,0.38171262699564584,0.2687921242385661,4.135282778628023,0.7401973457089919
2006,ctx,RB,2024,18,46,112,0.3972370411090295,0.2710287032751699,3.8852344872629594,0.7782150894393464
2006,ctx,WR,2018,12,40,186,0.6606313624229072,0.2758205905749972,3.8444314546568408,0.728006262326899
2006,ctx,WR,2019,13,49,185,0.5604081632653061,0.22592620104743025,3.2356699055523843,0.7477924592673328
2006,ctx,WR,2020,14,50,190,0.432124849939976,0.2402876965204654,3.5934150903434054,0.7595345623947426
2006,ctx,WR,2021,15,58,197,0.39777289021423623,0.038206702909405886,4.1301513933158684,0.7127832135330335
2006,ctx,WR,2022,16,39,193,0.7286806021782077,0.464674446269209,3.37347780927302,0.7269288606334592
2006,ctx,WR,2023,17,61,188,0.5907798887333949,0.1609794972917984,4.2847400738566535,0.778777372268655
2006,ctx,WR,2024,18,54,190,0.49034668098634865,0.2286669740702388,3.4406631183850545,0.798632134744102
2006,ctx,TE,2018,12,11,89,0.19090909090909092,0.10437561388899017,2.994983383386771,0.6252527446513116
2006,ctx,TE,2019,13,10,90,0.6121212121212121,-0.07951404970357048,4.094945724303683,0.5695303439424342
2006,ctx,TE,2020,14,16,85,0.3058823529411765,-0.10638569678095326,3.6265214994750834,0.6305422184957035
2006,ctx,TE,2021,15,17,90,0.36764705882352944,0.22902584907144607,3.6926687978609523,0.679688160934921
2006,ctx,TE,2022,16,12,89,0.32867132867132864,0.25254909728539365,2.558854514224233,0.7784940385341439
2006,ctx,TE,2023,17,17,89,0.6102941176470589,0.22257548876132666,3.3853674623586394,0.7577989822019375
2006,ctx,TE,2024,18,16,86,0.3267109052264194,0.05952802792922382,2.969394444141316,0.7527665004921261
2002,ctx,QB,2018,16,19,65,-0.09473684210526316,0.2276888415884408,4.355829017375575,0.6499204618752187
2002,ctx,QB,2019,17,19,72,0.3350877192982456,-0.06120938403510621,3.991389678393969,0.6817491786021825
2002,ctx,QB,2020,18,19,73,0.4333333333333333,-0.009785878909547662,3.940375591877421,0.7514330857330274
2002,ctx,QB,2021,19,19,73,0.15263157894736842,-0.08963773623866855,4.058358810928713,0.7009837416383878
2002,ctx,QB,2022,20,14,77,0.5032967032967033,0.5108287056107168,2.775764969826905,0.7397745402717335
2002,ctx,QB,2023,21,23,79,0.06818181818181818,-0.024155017062335315,4.672273477622528,0.6058754269576394
2002,ctx,QB,2024,22,21,85,0.45974025974025967,-0.06966886146647572,4.805331836990283,0.7040269291418099
2002,ctx,RB,2018,16,29,120,0.48522167487684714,0.4344533040481767,3.42735299849278,0.6392341760641062
2002,ctx,RB,2019,17,35,118,0.42016806722689076,0.14553081013705824,3.78827177171491,0.7127970383114088
2002,ctx,RB,2020,18,45,119,0.4299077733860342,-0.08109041506170041,4.476791233841427,0.6654170333131993
2002,ctx,RB,2021,19,59,118,0.6510023975115522,0.26610655218011664,4.1076137008269535,0.5929116235436475
2002,ctx,RB,2022,20,37,123,0.33333333333333326,0.06552300403260623,4.687294963784117,0.7030792384070486
2002,ctx,RB,2023,21,52,128,0.38657901476991374,0.28056372502535526,4.084114010181734,0.7384137748521286
2002,ctx,RB,2024,22,46,112,0.4220296650068451,0.27040175739667077,3.8376020507921993,0.7805310520354211
2002,ctx,WR,2018,16,40,186,0.5861438160207788,0.2632921890158774,4.003102012861904,0.7310980987018237
2002,ctx,WR,2019,17,49,185,0.5192857142857142,0.19631197460165775,3.253895964290282,0.7263710442927589
2002,ctx,WR,2020,18,50,190,0.38141656662665063,0.2160718942492509,3.655580755887625,0.7525105989730198
2002,ctx,WR,2021,19,58,197,0.3701493455995595,0.04666922119122671,4.098553941667422,0.7100330033316875
2002,ctx,WR,2022,20,39,193,0.68545979135308,0.45997232122263504,3.4579103666042377,0.7117964251450294
2002,ctx,WR,2023,21,61,188,0.600801174050047,0.16389804449802875,4.340231268797032,0.7828912260385875
2002,ctx,WR,2024,22,54,190,0.517067220738481,0.22319665792773735,3.4556149081138043,0.7903408934624258
2002,ctx,TE,2018,16,11,89,0.18181818181818182,0.0,3.071208827590196,0.5732265377777827
2002,ctx,TE,2019,17,10,90,0.5151515151515151,-0.07951404970357048,4.143636633893536,0.5533876181443727
2002,ctx,TE,2020,18,16,85,0.32647058823529407,-0.10638569678095326,3.6267285334199,0.5640604760505226
2002,ctx,TE,2021,19,17,90,0.4730392156862746,0.22902584907144607,3.773109555487183,0.6551386701371302
2002,ctx,TE,2022,20,12,89,0.27272727272727276,0.25254909728539365,2.661496070360046,0.7470815887312158
2002,ctx,TE,2023,21,17,89,0.5122549019607844,0.2577851705992767,3.4789033568256427,0.7656641003547766
2002,ctx,TE,2024,22,16,86,0.2045622334525779,0.06250442932568502,2.9900178875135865,0.7288769636108442
2012,ctx,QB,2018,6,19,65,-0.08421052631578947,0.2795287117715233,4.226738632264696,0.6136759207874765
2012,ctx,QB,2019,7,19,72,0.3578947368421052,-0.033566436406348564,3.81754973117666,0.6761919335821783
2012,ctx,QB,2020,8,19,73,0.39473684210526316,0.009785878909547662,3.8065126490774017,0.7566870218446072
2012,ctx,QB,2021,9,19,73,0.1280701754385965,-0.10684093814305948,3.9613071635456443,0.7118947222295751
2012,ctx,QB,2022,10,14,77,0.4153846153846154,0.5760887605125264,2.609282202364404,0.7405535699873353
2012,ctx,QB,2023,11,23,79,0.06225296442687748,-0.008554901876243757,4.585680060975074,0.6081764222020813
2012,ctx,QB,2024,12,21,85,0.44415584415584414,-0.040193573922966755,4.724641710752802,0.709107493425682
2012,ctx,RB,2018,6,29,120,0.4532019704433496,0.5028651839999814,3.6870225384547295,0.6183343022842224
2012,ctx,RB,2019,7,35,118,0.4005602240896359,0.14449658102948523,4.025374706226635,0.6994556625385462
2012,ctx,RB,2020,8,45,119,0.414756258234519,-0.12535171362647468,4.506357216314474,0.660230431477423
2012,ctx,RB,2021,9,59,118,0.6483137541029034,0.2944038809952063,4.115520214000362,0.5960651778583687
2012,ctx,RB,2022,10,37,123,0.3741109530583214,0.08281043867589533,4.73483709704656,0.7084379456570612
2012,ctx,RB,2023,11,52,128,0.3718944762230001,0.27413495411596484,4.277329784448823,0.7332645551813476
2012,ctx,RB,2024,12,46,112,0.42677850092757097,0.28225103450030414,4.024873193160216,0.7838500244547026
2012,ctx,WR,2018,6,40,186,0.683521741921798,0.2772887626327066,3.911184561092387,0.7300938236695071
2012,ctx,WR,2019,7,49,185,0.5426530612244898,0.2204323957880555,3.286751664652409,0.7451966079159715
2012,ctx,WR,2020,8,50,190,0.45344537815126046,0.24506195022027796,3.6451735139913404,0.7586781182984557
2012,ctx,WR,2021,9,58,197,0.41755233251628193,0.038300730890315,4.169923308685955,0.7124239776465283
2012,ctx,WR,2022,10,39,193,0.7391062310189295,0.47157089633751753,3.430280889881452,0.7245348163595584
2012,ctx,WR,2023,11,61,188,0.5871309774571469,0.16133080389995574,4.325043437385802,0.7787499546814491
2012,ctx,WR,2024,12,54,190,0.481312775249893,0.2286669740702388,3.476147791576872,0.7955543841499305
2012,ctx,TE,2018,6,11,89,0.23636363636363636,0.10437561388899017,3.0638201373206426,0.6174367625465526
2012,ctx,TE,2019,7,10,90,0.5757575757575757,-0.07951404970357048,4.084941786204022,0.5691309362938224
2012,ctx,TE,2020,8,16,85,0.36470588235294116,-0.0059935603820255355,3.7180769953872463,0.6316696923758385
2012,ctx,TE,2021,9,17,90,0.39460784313725494,0.17923762101243607,3.8058448130873357,0.6714442995611517
2012,ctx,TE,2022,10,12,89,0.34965034965034975,0.20130725145937178,2.6684714581320006,0.7833769809227764
2012,ctx,TE,2023,11,17,89,0.590686274509804,0.22257548876132666,3.495744989163106,0.7628992880783418
2012,ctx,TE,2024,12,16,86,0.2693157462001565,0.06994543281683799,3.0084384911980226,0.744352158856841
