"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"192",9,"Jacksonville Jaguars",JAC,"DST7","7","","","3 out of 5 stars","+26"
"193",9,"Pittsburgh Steelers",PIT,"DST8","9","","","5 out of 5 stars","+31"
"194",9,"Minnesota Vikings",MIN,"DST9","6","","","1 out of 5 stars","+6"
"195",9,"Pat Bryant",DEN,"WR74","10","","","2 out of 5 stars","+55"
"196",9,"Jalen Nailor",LV,"WR75","13","","","2 out of 5 stars","0"
"197",9,"Cameron Dicker",LAC,"K2","7","","","2 out of 5 stars","-14"
"198",9,"Darnell Mooney",NYG,"WR76","8","","","4 out of 5 stars","+59"
"199",9,"Ka'imi Fairbairn",HOU,"K3","8","","","2 out of 5 stars","-20"
"200",9,"Los Angeles Chargers",LAC,"DST10","7","","","3 out of 5 stars","+38"
"201",9,"Cam Little",JAC,"K4","7","","","4 out of 5 stars","-11"
"202",9,"Jason Myers",SEA,"K5","11","","","4 out of 5 stars","-14"
"203",9,"Deebo Samuel Sr.",FA,"WR77","-","","","-","-22"
"204",9,"Emmett Johnson",KC,"RB61","5","","","3 out of 5 stars","-26"
"205",9,"Malik Washington",MIA,"WR78","6","","","3 out of 5 stars","+24"
"206",9,"Baltimore Ravens",BAL,"DST11","13","","","5 out of 5 stars","+46"
"207",9,"Green Bay Packers",GB,"DST12","11","","","2 out of 5 stars","+47"
"208",9,"Dontayvion Wicks",PHI,"WR79","10","","","4 out of 5 stars","+110"
"209",9,"Terrance Ferguson",LAR,"TE25","11","","","4 out of 5 stars","-23"
"210",9,"Tyler Loop",BAL,"K6","13","","","3 out of 5 stars","+22"
"211",9,"Eddy Pineiro",SF,"K7","8","","","5 out of 5 stars","+48"
"212",9,"Nicholas Singleton",TEN,"RB62","9","","","3 out of 5 stars","-30"
"213",9,"Rashod Bateman",BAL,"WR80","13","","","4 out of 5 stars","+71"
"214",9,"Gunnar Helm",TEN,"TE26","9","","","3 out of 5 stars","-21"
"215",9,"Kansas City Chiefs",KC,"DST13","5","","","3 out of 5 stars","+40"
"216",9,"Mike Washington Jr.",LV,"RB63","13","","","2 out of 5 stars","-45"
"217",9,"MarShawn Lloyd",GB,"RB64","11","","","4 out of 5 stars","+25"
"218",9,"Jaylen Wright",MIA,"RB65","6","","","3 out of 5 stars","+13"
"219",9,"Pat Freiermuth",PIT,"TE27","9","","","2 out of 5 stars","-30"
"220",9,"Detroit Lions",DET,"DST14","6","","","5 out of 5 stars","+40"
"221",9,"Evan McPherson",CIN,"K8","6","","","2 out of 5 stars","+54"
"222",9,"Geno Smith",NYJ,"QB28","13","","","4 out of 5 stars","+4"
"223",10,"Jake Bates",DET,"K9","6","","","5 out of 5 stars","+2"
"224",10,"Cairo Santos",CHI,"K10","10","","","0 out of 5 stars","+54"
"225",10,"Cade Otton",TB,"TE28","10","","","2 out of 5 stars","-30"
"226",10,"Ted Hurst III",TB,"WR81","10","","","4 out of 5 stars","+39"
"227",10,"Antonio Williams",WAS,"WR82","7","","","2 out of 5 stars","-43"
