batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,coverage,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games
C4,C4J,QB,2023,0,m_panel_ppr12,2014-2024,11,2012,23,79,0.6077211450681542,3.971689725066189,-0.2202364988826536,1.0,0.0622529644268774,0.0962513990980869,4.585680060975074,-1.7147919118942074,-0.0085549018762437,4.304347826086956
C4,C4J,QB,2024,0,m_panel_ppr12,2014-2024,11,2012,23,85,0.7068501938622458,3.389181651210672,-0.0985398928880338,1.0,0.3438735177865613,0.4456024996527439,4.536033067591318,-3.2858053329824566,0.0214513213567244,3.869565217391304
C4,C4J,RB,2014,0,m_panel_ppr12,2014-2024,11,2012,3,118,0.6429446938289245,4.570053773156106,0.3177897829903051,1.0,,,,,,
C4,C4J,RB,2015,0,m_panel_ppr12,2014-2024,11,2012,3,114,0.626568244243608,4.17049090085758,-0.0545785248287993,1.0,,,,,,
C4,C4J,RB,2016,0,m_panel_ppr12,2014-2024,11,2012,9,123,0.5882096719161002,4.572824463226325,0.4512374800245358,1.0,,,,,,
C4,C4J,RB,2017,0,m_panel_ppr12,2014-2024,11,2012,13,122,0.5944821532127317,4.930823197766117,-0.3244984953298264,1.0,0.5494505494505494,0.36131166607686,5.46866327828698,-2.409781073928732,0.1256404290592081,4.615384615384615
C4,C4J,RB,2018,0,m_panel_ppr12,2014-2024,11,2012,27,120,0.6179872031589791,4.339342972744167,0.1387636764419329,1.0,0.336996336996337,0.4231242987859619,3.64520603721536,-2.529361714068404,0.4202071811200099,3.0
C4,C4J,RB,2019,0,m_panel_ppr12,2014-2024,11,2012,34,118,0.6954441819915286,4.581308610302302,-0.2976160402159429,1.0,0.3482047364400305,0.5223953704656839,3.941914431155392,-3.4955709841290106,0.1816959756181729,2.735294117647059
C4,C4J,RB,2020,0,m_panel_ppr12,2014-2024,11,2012,44,119,0.6656461171762013,3.926569630146272,-0.6761802916606015,1.0,0.3844961240310077,0.3412060241029823,4.483259115401581,-1.1967769928341645,-0.1644759970645665,4.886363636363637
C4,C4J,RB,2021,0,m_panel_ppr12,2014-2024,11,2012,54,116,0.5844951730524384,4.593731626792327,0.1498093052496733,1.0,0.599618829807509,0.5996464161299728,4.015012522706028,-2.632807830053965,0.179579215023712,4.12962962962963
C4,C4J,RB,2022,0,m_panel_ppr12,2014-2024,11,2012,41,123,0.7117037116232117,4.6421510425362085,-0.2406788429488112,1.0,0.3672473867595819,0.3165637427519469,4.614357877065904,-3.580884064069682,0.0983897143484929,4.0
C4,C4J,RB,2023,0,m_panel_ppr12,2014-2024,11,2012,50,128,0.7319845067738986,4.3993612198269005,0.1454393553612762,1.0,0.3748859543817526,0.3737723032592229,4.124285387477347,-2.925103606476392,0.3045650107890542,3.14
C4,C4J,RB,2024,0,m_panel_ppr12,2014-2024,11,2012,51,112,0.7823691859174356,4.357450281912315,-0.4030306699397685,1.0,0.4886988394653361,0.4493295461094674,3.875415011171378,-2.7410805382444323,0.3260962744963457,3.07843137254902
C4,C4J,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.7031230426094038,4.54979671719319,-0.1582621977859275,1.0,,,,,,
C4,C4J,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.7646296230336722,3.970847352299407,0.518408923190736,1.0,0.4068627450980392,0.3625605499848905,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
C4,C4J,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6917943037483335,4.578542891582823,-0.003036037580192,1.0,0.6904347826086955,0.6681469126606271,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
C4,C4J,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.7234770433051894,4.283807006227383,0.4121357203638338,1.0,0.284457478005865,0.2595212698795502,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
C4,C4J,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.7287877482172586,4.212268634863613,-0.0394158491368209,1.0,0.6920172905253252,0.6627696138280413,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
C4,C4J,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.7435553537689213,4.217341505244713,0.3506882206812709,1.0,0.5490996398559423,0.5350923396927851,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72
C4,C4J,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7589399328149372,4.144543751890124,0.3404884279056207,1.0,0.4534453781512604,0.4561482165003981,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
