batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,coverage
C3,C3D,QB,2022,0,m_panel_ppr12,2015-2024,10,2013,19,77,0.3947368421052631,0.6440639510713362,2.741477232769061,-1.2165736507724652,0.5372590594633749,1.947368421052632,0.7400650259283985,2.885931929285112,-0.1563683196631553,1.0
C3,C3D,QB,2023,0,m_panel_ppr12,2015-2024,10,2013,23,79,0.0563241106719367,0.0923596734960989,4.57220797636476,-1.7651268438149044,-0.0060387542655838,4.304347826086956,0.6046695577921029,3.9725670948317897,-0.1543007067703606,1.0
C3,C3D,QB,2024,0,m_panel_ppr12,2015-2024,10,2013,23,85,0.341897233201581,0.4423534207978006,4.531796537221323,-3.3214181629972,0.0265587788226112,3.869565217391304,0.7129025167091885,3.4053150971592103,-0.0296275434318245,1.0
C3,C3D,RB,2015,0,m_panel_ppr12,2015-2024,10,2013,3,114,,,,,,,0.62627392627399,4.117756548643946,-0.0401204419163273,1.0
C3,C3D,RB,2016,0,m_panel_ppr12,2015-2024,10,2013,9,123,,,,,,,0.5803334165622087,4.560300294991757,0.4759565476400768,1.0
C3,C3D,RB,2017,0,m_panel_ppr12,2015-2024,10,2013,13,122,0.5494505494505494,0.3612956004892128,5.554784202778489,-2.5491479894242137,0.1256404290592081,4.615384615384615,0.5814592747689249,4.913799471716082,-0.3538864402273148,1.0
C3,C3D,RB,2018,0,m_panel_ppr12,2015-2024,10,2013,27,120,0.3473748473748474,0.4237172195056908,3.690851612734706,-2.60239736130647,0.4192628953197402,3.0,0.6127577441037521,4.330179997405949,0.1212017983511568,1.0
C3,C3D,RB,2019,0,m_panel_ppr12,2015-2024,10,2013,34,118,0.3576776165011459,0.5224994659859682,3.985684905435972,-3.563381023355776,0.1950064486775801,2.735294117647059,0.7017612973599056,4.565640579410881,-0.3121237616603856,1.0
C3,C3D,RB,2020,0,m_panel_ppr12,2015-2024,10,2013,44,119,0.3901338971106412,0.3532353440341876,4.485061803923111,-1.244682165024953,-0.1594337709023971,4.886363636363637,0.658140041227531,3.934474491409311,-0.674218864648931,1.0
C3,C3D,RB,2021,0,m_panel_ppr12,2015-2024,10,2013,54,116,0.6012959786544692,0.6003932851680138,4.0314975237860855,-2.657647159092028,0.1810373368551011,4.12962962962963,0.5780496178433158,4.613165607869982,0.1507159656467543,1.0
C3,C3D,RB,2022,0,m_panel_ppr12,2015-2024,10,2013,41,123,0.3599303135888503,0.3113083704817868,4.636081026405932,-3.615212699277966,0.0825548416956613,4.0,0.7073007592938482,4.649643728533584,-0.2490710844218297,1.0
C3,C3D,RB,2023,0,m_panel_ppr12,2015-2024,10,2013,50,128,0.3773829531812725,0.3700874407238443,4.1320325498175565,-2.944609520642717,0.3051997246621317,3.14,0.73345612705185,4.407977541763087,0.1427670599040348,1.0
