batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,coverage
C3,C3D,TE,2018,0,m_panel_ppr12,2015-2024,10,2013,11,89,0.3454545454545455,0.3919968213133406,3.133428782692002,-2.869023541015143,0.233602564418216,1.9090909090909087,0.6075893137273405,4.313302700987389,1.0243259926905914,1.0
C3,C3D,TE,2019,0,m_panel_ppr12,2015-2024,10,2013,11,91,0.3090909090909091,0.1728673907967347,4.860696519098185,-2.1790142726851944,-0.2857415935487382,4.636363636363637,0.5374449169267216,4.469656060918917,-0.5087657967807148,1.0
C3,C3D,TE,2020,0,m_panel_ppr12,2015-2024,10,2013,16,85,0.35,0.5247905107126888,3.835174534717358,-3.3200515563060016,-0.1063856967809532,2.9375,0.6220224376101612,4.326679469974134,-1.0979822218152933,1.0
C3,C3D,TE,2021,0,m_panel_ppr12,2015-2024,10,2013,17,90,0.375,0.5728198029109298,3.811294783859029,-2.10708544884912,0.229025849071446,3.3529411764705883,0.6745619406337332,4.361665333400932,-0.1048393956747765,1.0
C3,C3D,TE,2022,0,m_panel_ppr12,2015-2024,10,2013,14,89,0.4197802197802198,0.3402147379097219,3.2531786085308334,-2.21911176305724,0.0159371042453496,2.9285714285714284,0.7815888611748264,3.538452127634553,0.2965410677275295,1.0
C3,C3D,TE,2023,0,m_panel_ppr12,2015-2024,10,2013,17,89,0.4926470588235295,0.4196008876201045,3.885145595325976,-2.237932055682222,0.1035727832208943,2.9411764705882355,0.7665227377077067,3.768143702846518,-0.4757928093009319,1.0
C3,C3D,TE,2024,0,m_panel_ppr12,2015-2024,10,2013,18,86,0.3861642228606165,0.4774076693025144,3.05364292636938,-1.888381459312758,0.1399578755579984,3.111111111111111,0.7446361073934649,3.819752112607858,-0.3602100431461174,1.0
C3,C3Dk,QB,2015,0,m_panel_ppr12,2015-2024,10,2013,10,68,0.5757575757575757,0.2789742304278517,4.319209679172821,-3.558147311264295,0.1124498474899977,2.2,0.6117284785609564,3.857505643043584,-0.2938499726378393,1.0
C3,C3Dk,QB,2016,0,m_panel_ppr12,2015-2024,10,2013,12,67,0.3846153846153847,0.2557177229689524,3.0776837521303704,-3.0450199806077927,0.3908115018859568,0.9166666666666666,0.7568417549972905,3.295860886973327,0.3501655329320437,1.0
C3,C3Dk,QB,2017,0,m_panel_ppr12,2015-2024,10,2013,13,73,0.0494505494505494,-0.2089642367996139,2.4253090995535302,-1.361300092204105,0.4697346447647018,1.1538461538461535,0.7319665868826528,3.222141568100955,-0.1045282487277152,1.0
C3,C3Dk,QB,2018,0,m_panel_ppr12,2015-2024,10,2013,18,65,-0.1248710010319917,-0.1495289522922164,4.342968521274165,-3.1343490135853216,0.3754606216395718,3.1666666666666665,0.5948379717563241,3.621126925432825,0.0998558678396737,1.0
C3,C3Dk,QB,2019,0,m_panel_ppr12,2015-2024,10,2013,19,72,0.3421052631578947,0.218547621438504,3.8879845029620586,-3.310337419128289,-0.1145207830334245,2.3157894736842106,0.6779987037117459,3.767224204121528,0.5585195698738059,1.0
C3,C3Dk,QB,2020,0,m_panel_ppr12,2015-2024,10,2013,19,73,0.4526315789473684,0.4220422158667711,3.979845416369829,-2.154603851721263,0.1150067497062777,2.894736842105264,0.7587317390901794,3.4503699751868164,-0.4167612507129516,1.0
C3,C3Dk,QB,2021,0,m_panel_ppr12,2015-2024,10,2013,19,73,0.1350877192982456,0.105915150684487,3.926386473549356,-2.0625094590552395,-0.1267604350849858,3.3157894736842106,0.7184257234691571,3.410205309158117,0.5489862108742515,1.0
C3,C3Dk,QB,2022,0,m_panel_ppr12,2015-2024,10,2013,19,77,0.431578947368421,0.6564763349189987,2.741477232769061,-1.2165736507724652,0.5372590594633749,1.947368421052632,0.7422304644599024,2.885931929285112,-0.1563683196631553,1.0
C3,C3Dk,QB,2023,0,m_panel_ppr12,2015-2024,10,2013,23,79,0.0563241106719367,0.09323141921778,4.57220797636476,-1.7651268438149044,-0.0060387542655838,4.304347826086956,0.6040666232093347,3.9725670948317897,-0.1543007067703606,1.0
C3,C3Dk,QB,2024,0,m_panel_ppr12,2015-2024,10,2013,23,85,0.341897233201581,0.4415614310631085,4.531796537221323,-3.3214181629972,0.0265587788226112,3.869565217391304,0.7118280815458061,3.4053150971592103,-0.0296275434318245,1.0
C3,C3Dk,RB,2015,0,m_panel_ppr12,2015-2024,10,2013,3,114,,,,,,,0.6260533957819273,4.117756548643946,-0.0401204419163273,1.0
C3,C3Dk,RB,2016,0,m_panel_ppr12,2015-2024,10,2013,9,123,,,,,,,0.5802293966813484,4.560300294991757,0.4759565476400768,1.0
C3,C3Dk,RB,2017,0,m_panel_ppr12,2015-2024,10,2013,13,122,0.5494505494505494,0.3579436636107413,5.554784202778489,-2.5491479894242137,0.1256404290592081,4.615384615384615,0.5816438298615321,4.913799471716082,-0.3538864402273148,1.0
C3,C3Dk,RB,2018,0,m_panel_ppr12,2015-2024,10,2013,27,120,0.3473748473748474,0.4219533071729762,3.690851612734706,-2.60239736130647,0.4192628953197402,3.0,0.614216223652129,4.330179997405949,0.1212017983511568,1.0
C3,C3Dk,RB,2019,0,m_panel_ppr12,2015-2024,10,2013,34,118,0.3576776165011459,0.5207696436834639,3.985684905435972,-3.563381023355776,0.1950064486775801,2.735294117647059,0.7000997063704385,4.565640579410881,-0.3121237616603856,1.0
C3,C3Dk,RB,2020,0,m_panel_ppr12,2015-2024,10,2013,44,119,0.3978858350951373,0.3524414536078374,4.485061803923111,-1.244682165024953,-0.1594337709023971,4.886363636363637,0.6608138794410058,3.934474491409311,-0.674218864648931,1.0
C3,C3Dk,RB,2021,0,m_panel_ppr12,2015-2024,10,2013,54,116,0.6006098723079855,0.6002128748209256,4.0314975237860855,-2.657647159092028,0.1810373368551011,4.12962962962963,0.5826455753710251,4.613165607869982,0.1507159656467543,1.0
C3,C3Dk,RB,2022,0,m_panel_ppr12,2015-2024,10,2013,41,123,0.3621951219512196,0.3112866184119255,4.636081026405932,-3.615212699277966,0.0825548416956613,4.0,0.7062834472766147,4.649643728533584,-0.2490710844218297,1.0
C3,C3Dk,RB,2023,0,m_panel_ppr12,2015-2024,10,2013,50,128,0.3758463385354141,0.3729019700700866,4.1320325498175565,-2.944609520642717,0.3051997246621317,3.14,0.7335954520485792,4.407977541763087,0.1427670599040348,1.0
C3,C3Dk,RB,2024,0,m_panel_ppr12,2015-2024,10,2013,51,112,0.482906853219821,0.4457016571909684,3.876040515632324,-2.7514328180704086,0.324079656635792,3.07843137254902,0.7830105956327055,4.355072705670133,-0.4108353656181261,1.0
C3,C3Dk,WR,2015,0,m_panel_ppr12,2015-2024,10,2013,17,181,0.4313725490196078,0.3496743294750474,4.01244471549805,-3.096566770202552,-0.0479422483939531,3.235294117647059,0.764463589694664,3.921011141437455,0.492440033269825,1.0
C3,C3Dk,WR,2016,0,m_panel_ppr12,2015-2024,10,2013,24,188,0.6930434782608694,0.677306590228284,2.929237398374854,-1.5695012883513293,0.699392218164798,1.875,0.6874646555762595,4.529830590040523,-0.0773492353820826,1.0
C3,C3Dk,WR,2017,0,m_panel_ppr12,2015-2024,10,2013,32,193,0.3046187683284457,0.2637943349250514,3.904455814445887,-1.8017886963051983,-0.0604800010688025,3.53125,0.7177303725652112,4.280654016893632,0.3850078422722651,1.0
C3,C3Dk,WR,2018,0,m_panel_ppr12,2015-2024,10,2013,38,186,0.686545933073354,0.6523564006021035,3.9362327551774174,-2.7616660929362875,0.2620542049455071,3.631578947368421,0.7254750467817547,4.225338608223751,-0.0876744123587852,1.0
C3,C3Dk,WR,2019,0,m_panel_ppr12,2015-2024,10,2013,50,185,0.5414165666266506,0.5320570335830866,3.241844684393883,-2.200295785213367,0.1883969054236874,2.72,0.7442967511952076,4.19762024416263,0.301739125600704,1.0
C3,C3Dk,WR,2020,0,m_panel_ppr12,2015-2024,10,2013,50,190,0.4442256902761105,0.4535061913400517,3.649478188885989,-1.935904505000868,0.2356611001515748,3.06,0.7557253830566463,4.124723010184426,0.2890698566683377,1.0
C3,C3Dk,WR,2021,0,m_panel_ppr12,2015-2024,10,2013,55,197,0.3931167590242517,0.370256038666037,4.258620150316722,-1.7711105422067526,0.0380359136909003,3.690909090909091,0.7121310622313779,4.399541086032768,-0.407549840833186,1.0
C3,C3Dk,WR,2022,0,m_panel_ppr12,2015-2024,10,2013,48,193,0.7377534130325681,0.7229942528446942,3.5768444111370488,-2.695479792369452,0.388425524582647,2.4166666666666665,0.7254377887961833,4.4192354884122205,-0.2694432683408314,1.0
C3,C3Dk,WR,2023,0,m_panel_ppr12,2015-2024,10,2013,62,188,0.5759685725894417,0.5875599027757513,4.300773829449365,-3.745533559865468,0.18419309755466,3.0806451612903225,0.7789491891484779,4.338755745605332,-0.570419820616742,1.0
C3,C3Dk,WR,2024,0,m_panel_ppr12,2015-2024,10,2013,58,190,0.4533891136700663,0.4648232106733095,3.3685711714410305,-1.7577670421899367,0.1690086417432172,2.8793103448275863,0.794561134173326,4.03832616453716,0.0585542659843932,1.0
C3,C3Dk,TE,2015,0,m_panel_ppr12,2015-2024,10,2013,6,79,,,,,,,0.5864779891022522,3.8702726589440575,-0.8204653694104309,1.0
C3,C3Dk,TE,2016,0,m_panel_ppr12,2015-2024,10,2013,5,85,,,,,,,0.6583956729051187,4.204754730686896,0.3518875688641081,1.0
C3,C3Dk,TE,2017,0,m_panel_ppr12,2015-2024,10,2013,7,92,,,,,,,0.6123747713122716,4.465365920750142,-0.8943423266197277,1.0
C3,C3Dk,TE,2018,0,m_panel_ppr12,2015-2024,10,2013,11,89,0.3454545454545455,0.3866853064258935,3.133428782692002,-2.869023541015143,0.233602564418216,1.9090909090909087,0.6077872956529016,4.313302700987389,1.0243259926905914,1.0
C3,C3Dk,TE,2019,0,m_panel_ppr12,2015-2024,10,2013,11,91,0.3090909090909091,0.1880550939155105,4.860696519098185,-2.1790142726851944,-0.2857415935487382,4.636363636363637,0.5359804016567612,4.469656060918917,-0.5087657967807148,1.0
C3,C3Dk,TE,2020,0,m_panel_ppr12,2015-2024,10,2013,16,85,0.3294117647058824,0.5208227482942529,3.835174534717358,-3.3200515563060016,-0.1063856967809532,2.9375,0.6241597359220694,4.326679469974134,-1.0979822218152933,1.0
C3,C3Dk,TE,2021,0,m_panel_ppr12,2015-2024,10,2013,17,90,0.375,0.5745745006823563,3.811294783859029,-2.10708544884912,0.229025849071446,3.3529411764705883,0.6754724035040717,4.361665333400932,-0.1048393956747765,1.0
C3,C3Dk,TE,2022,0,m_panel_ppr12,2015-2024,10,2013,14,89,0.3758241758241759,0.3327648467750213,3.2531786085308334,-2.21911176305724,0.0159371042453496,2.9285714285714284,0.7820702780300438,3.538452127634553,0.2965410677275295,1.0
C3,C3Dk,TE,2023,0,m_panel_ppr12,2015-2024,10,2013,17,89,0.4926470588235295,0.4178953219881016,3.885145595325976,-2.237932055682222,0.1035727832208943,2.9411764705882355,0.7661105917783002,3.768143702846518,-0.4757928093009319,1.0
C3,C3Dk,TE,2024,0,m_panel_ppr12,2015-2024,10,2013,18,86,0.3861642228606165,0.4793716850985809,3.05364292636938,-1.888381459312758,0.1399578755579984,3.111111111111111,0.7435381730518528,3.819752112607858,-0.3602100431461174,1.0
C3,C3E,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,,,,,,,0.7378411579251563,4.879137325569323,0.3452394126607002,1.0
C3,C3E,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,,,,,,,0.6635887986781376,4.287083333841668,0.5116824161996671,1.0
C3,C3E,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,,,,,,,0.6503608894511248,4.024614761438775,0.2916242234195642,1.0
C3,C3E,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,,,,,,,0.5815393970559329,4.556990315082498,0.7301535252589231,0.6666666666666666
C3,C3E,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.6263736263736264,0.319085388045434,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615,0.5847615901841832,4.875703894121015,-0.0424809501878499,0.7692307692307693
C3,C3E,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.3797313797313796,0.4382828035776509,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0,0.6331864992910363,4.273655171256716,0.4174218394430073,0.8888888888888888
C3,C3E,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.3854851031321619,0.5210472219615754,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059,0.715128472148014,4.501034438226647,-0.0546587660077393,0.8235294117647058
C3,C3E,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.4050739957716701,0.3705236987112051,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637,0.6669884054359777,3.901658401100112,-0.4893348354043925,0.9318181818181818
C3,C3E,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.6028968934629311,0.6007490231692616,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963,0.580571225413049,4.615222178213186,0.2954403929520307,0.7592592592592593
C3,C3E,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.3301393728222997,0.3032686850619697,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0,0.7060145399599576,4.611749675984535,-0.0908153438536971,0.6829268292682927
C3,C3E,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.3945738295318127,0.3856873808006406,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14,0.7402017789768192,4.331789610552616,0.3195826610901941,0.84
C3,C3E,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.4845810992439152,0.4512571708395624,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902,0.7826403859983886,4.267535551328261,-0.2430227334391294,0.9411764705882352
C3,C3E,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,,,,,,,0.7150352656425589,4.54979671719319,-0.1582621977859275,0.75
C3,C3E,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.428921568627451,0.3734535829318257,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059,0.7601235999162623,3.970847352299407,0.518408923190736,0.8235294117647058
C3,C3E,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6582608695652173,0.6689390540944945,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875,0.6924886985928801,4.578542891582823,-0.003036037580192,0.9166666666666666
C3,C3E,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.3035190615835776,0.2584326687187135,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125,0.7199402246372223,4.283807006227383,0.4121357203638338,0.8125
C3,C3E,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.6916890090782069,0.6591588509195161,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421,0.7289977372769929,4.212268634863613,-0.0394158491368209,0.868421052631579
C3,C3E,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.5457382953181272,0.534990506820545,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72,0.7455951570505683,4.217341505244713,0.3506882206812709,0.82
C3,C3E,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.4514285714285714,0.4552127809048842,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06,0.7604770946540759,4.144543751890124,0.3404884279056207,0.86
C3,C3E,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.3946319378697155,0.3709078119136365,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091,0.7138111808390333,4.3989670642611225,-0.3546692269392525,0.8545454545454545
C3,C3E,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.7353651588997376,0.7270765308822039,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665,0.7259637513058668,4.418278045670636,-0.2192341591059319,0.8333333333333334
C3,C3E,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.5821634077091077,0.5885306358980479,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225,0.7788906982957722,4.344420069586422,-0.5342253891436312,0.8548387096774194
C3,C3E,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.4529276958869704,0.4677799705665157,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863,0.7984864580808666,4.048605139782749,0.0743838837410142,0.9655172413793104
C3,C3E,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,,,,,,,0.6902380002593422,3.809904578653085,-0.5448983081035086,0.6666666666666666
C3,C3E,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,,,,,,,0.5717914413105951,3.7858459264495696,-0.4700553185316317,1.0
C3,C3E,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,,,,,,,0.6546640748786339,4.203166948846,0.5161880994954696,0.8
C3,C3E,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,,,,,,,0.6132388608008073,4.48601226102326,-0.7612244047236771,0.8571428571428571
C3,C3E,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.2727272727272727,0.3612017306765154,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087,0.6117469341641232,4.311879673098682,1.0863231297074234,0.9090909090909092
C3,C3E,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.3909090909090909,0.213505124696989,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637,0.5268875321234898,4.4594515365653935,-0.4437828034054566,0.8181818181818182
C3,C3E,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.3323529411764706,0.5211388488957729,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375,0.6375129483111471,4.289479391459962,-1.0636886553452485,0.75
C3,C3E,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.4044117647058823,0.5800690901728057,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883,0.6606842395351478,4.365104192023898,-0.0740111258864436,0.9411764705882352
C3,C3E,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.2351648351648352,0.3336125244498846,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284,0.7786917633139653,3.493176037332559,0.3272343015287291,0.7857142857142857
C3,C3E,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.4975490196078431,0.4247241973045753,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355,0.7529390947843534,3.7576046559499785,-0.4375649095012279,0.8823529411764706
C3,C3E,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.3603511063592383,0.4648793304639157,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111,0.7404052741977702,3.800127637402837,-0.3201037662874345,0.8333333333333334
C3,C3Ek,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,,,,,,,0.7360266592135138,4.879137325569323,0.3452394126607002,1.0
C3,C3Ek,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,,,,,,,0.6634329926979358,4.287083333841668,0.5116824161996671,1.0
C3,C3Ek,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,,,,,,,0.6503853926902675,4.024614761438775,0.2916242234195642,1.0
C3,C3Ek,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,,,,,,,0.5857066935328991,4.556990315082498,0.7301535252589231,0.6666666666666666
C3,C3Ek,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.6208791208791209,0.3205145282830709,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615,0.585127343009315,4.875703894121015,-0.0424809501878499,0.7692307692307693
C3,C3Ek,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.3894993894993894,0.4472653160769467,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0,0.6358615006695014,4.273655171256716,0.4174218394430073,0.8888888888888888
C3,C3Ek,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.3876241405653169,0.5237912984581213,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059,0.7151580776570502,4.501034438226647,-0.0546587660077393,0.8235294117647058
C3,C3Ek,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.4033826638477801,0.369514449926586,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637,0.6678761054051099,3.901658401100112,-0.4893348354043925,0.9318181818181818
C3,C3Ek,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.6003811701924909,0.5994021270818918,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963,0.5827612454430313,4.615222178213186,0.2954403929520307,0.7592592592592593
C3,C3Ek,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.326829268292683,0.3032765169160074,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0,0.705739152948923,4.611749675984535,-0.0908153438536971,0.6829268292682927
C3,C3Ek,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.3920768307322929,0.3862412548431865,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14,0.741055144581785,4.331789610552616,0.3195826610901941,0.84
C3,C3Ek,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.4862553452680094,0.4491503237963074,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902,0.7830708623173616,4.267535551328261,-0.2430227334391294,0.9411764705882352
C3,C3Ek,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,,,,,,,0.7150352656425589,4.54979671719319,-0.1582621977859275,0.75
C3,C3Ek,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.428921568627451,0.3735529838131767,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059,0.760135889070219,3.970847352299407,0.518408923190736,0.8235294117647058
C3,C3Ek,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6582608695652173,0.6701004170559972,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875,0.6938472174367024,4.578542891582823,-0.003036037580192,0.9166666666666666
C3,C3Ek,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.3093841642228738,0.2601711087763483,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125,0.7208840577499649,4.283807006227383,0.4121357203638338,0.8125
C3,C3Ek,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.6916890090782069,0.6596012493180861,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421,0.72873784050351,4.212268634863613,-0.0394158491368209,0.868421052631579
C3,C3Ek,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.5457382953181272,0.5344088465374927,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72,0.7459716179198742,4.217341505244713,0.3506882206812709,0.82
C3,C3Ek,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.4500840336134454,0.4547719361515302,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06,0.7598691524717376,4.144543751890124,0.3404884279056207,0.86
C3,C3Ek,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.4001875936364159,0.3730219023074362,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091,0.7145557070829333,4.3989670642611225,-0.3546692269392525,0.8545454545454545
C3,C3Ek,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.7362878934510584,0.7271315290650916,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665,0.7259056850447977,4.418278045670636,-0.2192341591059319,0.8333333333333334
C3,C3Ek,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.5809798416496593,0.5890417474120722,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225,0.7789053210089485,4.344420069586422,-0.5342253891436312,0.8548387096774194
C3,C3Ek,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.452743128773732,0.4692106917457386,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863,0.7973713694404654,4.048605139782749,0.0743838837410142,0.9655172413793104
C3,C3Ek,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,,,,,,,0.7017309538331352,3.809904578653085,-0.5448983081035086,0.6666666666666666
C3,C3Ek,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,,,,,,,0.5660836713280791,3.7858459264495696,-0.4700553185316317,1.0
C3,C3Ek,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,,,,,,,0.6582873679492048,4.203166948846,0.5161880994954696,0.8
C3,C3Ek,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,,,,,,,0.6157766371365069,4.48601226102326,-0.7612244047236771,0.8571428571428571
C3,C3Ek,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.2454545454545454,0.3798498500894776,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087,0.6135545952235939,4.311879673098682,1.0863231297074234,0.9090909090909092
C3,C3Ek,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.3090909090909091,0.184430385315466,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637,0.528512983137402,4.4594515365653935,-0.4437828034054566,0.8181818181818182
C3,C3Ek,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.3647058823529411,0.523551294088103,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375,0.6295912187881113,4.289479391459962,-1.0636886553452485,0.75
C3,C3Ek,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.375,0.5614807744143558,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883,0.6726196291947614,4.365104192023898,-0.0740111258864436,0.9411764705882352
C3,C3Ek,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.3714285714285714,0.3264903709689795,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284,0.7795084526219231,3.493176037332559,0.3272343015287291,0.7857142857142857
C3,C3Ek,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.4975490196078431,0.4200889115071924,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355,0.7635861979606859,3.7576046559499785,-0.4375649095012279,0.8823529411764706
C3,C3Ek,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.3706763529597896,0.469156202447463,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111,0.7477595412963266,3.800127637402837,-0.3201037662874345,0.8333333333333334
C3,C3F,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,,,,,,,0.7472229410364896,4.879137325569323,0.3452394126607002,1.0
C3,C3F,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,,,,,,,0.6625871888054116,4.287083333841668,0.5116824161996671,1.0
C3,C3F,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,,,,,,,0.6327593960003185,4.024614761438775,0.2916242234195642,0.6666666666666666
C3,C3F,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,,,,,,,0.5928548097207682,4.556990315082498,0.7301535252589231,0.8888888888888888
C3,C3F,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.6318681318681317,0.3305445618285741,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615,0.5956670643280225,4.875703894121015,-0.0424809501878499,0.9230769230769232
