batch,run,position,season,k,universe,targets,S,first_feature_season,n_board_vet,n_vet,rho_points_fullvet,mae_games_fullvet,bias_games_fullvet,rho_points,pearson_points,mae_games,bias_games,rho_games,mae_naive_games
AB1,ABEXP,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7569244047914478,4.144543751890124,0.3404884279056207,0.4503721488595438,0.464015771869497,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
AB1,ABEXP,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.7152078583845889,4.3989670642611225,-0.3546692269392525,0.3979869767418137,0.37009487628267,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091
AB1,ABEXP,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.7273682815917261,4.418278045670636,-0.2192341591059319,0.7468179230367205,0.7323717380391385,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665
AB1,ABEXP,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.7802323322297074,4.344420069586422,-0.5342253891436312,0.5794437239980348,0.5903876015093209,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225
AB1,ABEXP,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.7948878030545204,4.048605139782749,0.0743838837410142,0.4530507406291293,0.4681117656736523,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863
AB1,ABEXP,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,0.7086574053195999,3.809904578653085,-0.5448983081035086,,,,,,
AB1,ABEXP,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,0.5713636641170445,3.7858459264495696,-0.4700553185316317,,,,,,
AB1,ABEXP,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.6557274326276058,4.203166948846,0.5161880994954696,,,,,,
AB1,ABEXP,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.6165161731852536,4.48601226102326,-0.7612244047236771,,,,,,
AB1,ABEXP,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6185213591822348,4.311879673098682,1.0863231297074234,0.2272727272727272,0.3764748146271429,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
AB1,ABEXP,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5281911116494986,4.4594515365653935,-0.4437828034054566,0.3090909090909091,0.1754676996625881,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
AB1,ABEXP,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6190517890390228,4.289479391459962,-1.0636886553452485,0.3647058823529411,0.5142132380064532,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
AB1,ABEXP,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6731162473498078,4.365104192023898,-0.0740111258864436,0.3676470588235294,0.5510674685910127,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
AB1,ABEXP,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.7742042704849754,3.493176037332559,0.3272343015287291,0.3274725274725274,0.3078837652422996,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
AB1,ABEXP,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.766934883637113,3.7576046559499785,-0.4375649095012279,0.5343137254901961,0.419194067842141,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
AB1,ABEXP,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7450052404910759,3.800127637402837,-0.3201037662874345,0.3892617968407818,0.4550734901637708,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
AB1,ABGSH,QB,2013,0,m_panel_ppr12,2013-2024,12,2002,8,72,0.7560199340816054,3.3912467136966056,-0.4713332295887035,,,,,,
AB1,ABGSH,QB,2014,0,m_panel_ppr12,2013-2024,12,2002,9,61,0.7788994822047872,3.5288159070965364,-0.3079163168324386,,,,,,
AB1,ABGSH,QB,2015,0,m_panel_ppr12,2013-2024,12,2002,10,68,0.6499804250389516,3.669148936556577,-0.5837563814852708,0.5272727272727272,0.2901752433861064,4.386174363945681,-3.8635386464289008,0.3027495893961478,2.2
AB1,ABGSH,QB,2016,0,m_panel_ppr12,2013-2024,12,2002,12,67,0.7697598988845922,3.3213336755672347,-0.0275607076609196,0.1818181818181818,0.0605758306292466,3.454220353426093,-3.454220353426093,0.0504272905659299,0.9166666666666666
AB1,ABGSH,QB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,73,0.7287753061183511,3.3114771318828176,-0.3154312903542509,-0.1098901098901098,-0.2967098737698337,2.945279731146381,-1.9998846144478328,0.0963558245671183,1.1538461538461535
AB1,ABGSH,QB,2018,0,m_panel_ppr12,2013-2024,12,2002,18,65,0.6459072460218804,3.536623994414518,-0.0741234173305318,-0.1413828689370485,-0.0832637595030905,4.509954166442535,-3.277456366479352,0.248665723184241,3.1666666666666665
AB1,ABGSH,QB,2019,0,m_panel_ppr12,2013-2024,12,2002,19,72,0.6842460071482523,3.71377431053172,0.3956206777495699,0.3385964912280702,0.2534233122463448,3.991389678393969,-3.4975544575610646,-0.0612093840351062,2.3157894736842106
AB1,ABGSH,QB,2020,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.753604364592135,3.481502928047852,-0.4611691896944502,0.4684210526315789,0.4342584181310995,3.995602775387554,-2.327493102651548,0.0731861134494494,2.894736842105264
AB1,ABGSH,QB,2021,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.7048649333058244,3.454700855068774,0.4736187847271547,0.1491228070175438,0.1065180507534482,4.058358810928713,-2.224023936854135,-0.0896377362386685,3.3157894736842106
AB1,ABGSH,QB,2022,0,m_panel_ppr12,2013-2024,12,2002,19,77,0.7379127912903793,2.856627419691409,-0.2104726877049661,0.4596491228070175,0.6550592589947264,2.7813473613948605,-1.3320532027793557,0.5728981347179936,1.947368421052632
AB1,ABGSH,QB,2023,0,m_panel_ppr12,2013-2024,12,2002,23,79,0.6061830466427252,3.995512092758129,-0.2390561608861482,0.0553359683794466,0.0956765445977022,4.672273477622528,-1.955147836944581,-0.0241550170623353,4.304347826086956
AB1,ABGSH,QB,2024,0,m_panel_ppr12,2013-2024,12,2002,23,85,0.7081574202477149,3.3875308923854024,-0.1949095715190474,0.3577075098814229,0.4423742241264859,4.624921064002566,-3.5006266706416653,-0.017365355384015,3.869565217391304
AB1,ABGSH,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,0.7403292205524842,4.879137325569323,0.3452394126607002,,,,,,
AB1,ABGSH,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,0.664056216618743,4.287083333841668,0.5116824161996671,,,,,,
AB1,ABGSH,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,0.6377988955173244,4.024614761438775,0.2916242234195642,,,,,,
AB1,ABGSH,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,0.5913757770397858,4.556990315082498,0.7301535252589231,,,,,,
AB1,ABGSH,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.5899492403461448,4.875703894121015,-0.0424809501878499,0.6208791208791209,0.3298281368441917,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615
AB1,ABGSH,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.6389081274032972,4.273655171256716,0.4174218394430073,0.3833943833943834,0.4566245931049437,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0
AB1,ABGSH,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.7134705636419837,4.501034438226647,-0.0546587660077393,0.3784568372803666,0.5220613713601323,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059
AB1,ABGSH,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.6643145672225029,3.901658401100112,-0.4893348354043925,0.4018322762508809,0.3687701616833823,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637
AB1,ABGSH,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.5812421118306844,4.615222178213186,0.2954403929520307,0.6025157232704401,0.5974999366821624,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963
AB1,ABGSH,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.7040382331748865,4.611749675984535,-0.0908153438536971,0.3454703832752614,0.304084679425738,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0
AB1,ABGSH,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.7384253852685225,4.331789610552616,0.3195826610901941,0.3922689075630252,0.3780837987067023,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14
AB1,ABGSH,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.7767428604284587,4.267535551328261,-0.2430227334391294,0.4738116248186606,0.4484967530103119,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902
AB1,ABGSH,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.7139368328410847,4.54979671719319,-0.1582621977859275,,,,,,
AB1,ABGSH,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.7598737204524787,3.970847352299407,0.518408923190736,0.4215686274509804,0.3748351276028867,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
AB1,ABGSH,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6950754799160259,4.578542891582823,-0.003036037580192,0.7026086956521739,0.6757126162425345,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
AB1,ABGSH,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.7180551139165547,4.283807006227383,0.4121357203638338,0.2925219941348973,0.2613582585341423,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
AB1,ABGSH,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.7277660525678789,4.212268634863613,-0.0394158491368209,0.696613230784981,0.6545698986428573,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
AB1,ABGSH,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.7446021454718382,4.217341505244713,0.3506882206812709,0.5443937575030012,0.5321998335335802,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72
AB1,ABGSH,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7541207706980073,4.144543751890124,0.3404884279056207,0.4514285714285714,0.4579855128626509,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
AB1,ABGSH,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.7163882048688206,4.3989670642611225,-0.3546692269392525,0.4063926117654579,0.3731990948185566,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091
AB1,ABGSH,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.722720456086154,4.418278045670636,-0.2192341591059319,0.7372106280023795,0.7270191716141486,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665
AB1,ABGSH,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.7796017277239747,4.344420069586422,-0.5342253891436312,0.5819115851432676,0.5897114443878586,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225
AB1,ABGSH,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.7969140330067933,4.048605139782749,0.0743838837410142,0.4516972484653812,0.4657292485387956,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863
AB1,ABGSH,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,0.6984506241683359,3.809904578653085,-0.5448983081035086,,,,,,
AB1,ABGSH,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,0.5704592209078237,3.7858459264495696,-0.4700553185316317,,,,,,
AB1,ABGSH,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.662324189033265,4.203166948846,0.5161880994954696,,,,,,
AB1,ABGSH,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.6163449122055439,4.48601226102326,-0.7612244047236771,,,,,,
AB1,ABGSH,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6158529071420639,4.311879673098682,1.0863231297074234,0.2363636363636363,0.3812693863045207,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
AB1,ABGSH,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5297360947914349,4.4594515365653935,-0.4437828034054566,0.3090909090909091,0.1843542294500554,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
AB1,ABGSH,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6330814857561816,4.289479391459962,-1.0636886553452485,0.3764705882352941,0.5232917336101063,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
AB1,ABGSH,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6711711595758763,4.365104192023898,-0.0740111258864436,0.375,0.5653133712716495,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
AB1,ABGSH,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.7843999917401132,3.493176037332559,0.3272343015287291,0.3846153846153846,0.3354440844172922,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
AB1,ABGSH,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.7655782366194837,3.7576046559499785,-0.4375649095012279,0.4926470588235295,0.4130791217546768,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
AB1,ABGSH,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7427147222956437,3.800127637402837,-0.3201037662874345,0.3830666488804511,0.4756322831978811,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
AB1,ABPPG,QB,2013,0,m_panel_ppr12,2013-2024,12,2002,8,72,0.7515158471531055,3.3912467136966056,-0.4713332295887035,,,,,,
AB1,ABPPG,QB,2014,0,m_panel_ppr12,2013-2024,12,2002,9,61,0.777145682879408,3.5288159070965364,-0.3079163168324386,,,,,,
AB1,ABPPG,QB,2015,0,m_panel_ppr12,2013-2024,12,2002,10,68,0.6459230712285677,3.669148936556577,-0.5837563814852708,0.5272727272727272,0.2548895191951906,4.386174363945681,-3.8635386464289008,0.3027495893961478,2.2
AB1,ABPPG,QB,2016,0,m_panel_ppr12,2013-2024,12,2002,12,67,0.7656826097201624,3.3213336755672347,-0.0275607076609196,0.2237762237762237,0.068169033980822,3.454220353426093,-3.454220353426093,0.0504272905659299,0.9166666666666666
AB1,ABPPG,QB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,73,0.7348960568574862,3.3114771318828176,-0.3154312903542509,-0.1098901098901098,-0.2758224334844598,2.945279731146381,-1.9998846144478328,0.0963558245671183,1.1538461538461535
AB1,ABPPG,QB,2018,0,m_panel_ppr12,2013-2024,12,2002,18,65,0.6375721054034088,3.536623994414518,-0.0741234173305318,-0.1145510835913312,-0.0908126903004237,4.509954166442535,-3.277456366479352,0.248665723184241,3.1666666666666665
AB1,ABPPG,QB,2019,0,m_panel_ppr12,2013-2024,12,2002,19,72,0.6796137331351493,3.71377431053172,0.3956206777495699,0.3596491228070175,0.2155391959986098,3.991389678393969,-3.4975544575610646,-0.0612093840351062,2.3157894736842106
AB1,ABPPG,QB,2020,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.7474937655172177,3.481502928047852,-0.4611691896944502,0.3982456140350877,0.4098563902047599,3.995602775387554,-2.327493102651548,0.0731861134494494,2.894736842105264
AB1,ABPPG,QB,2021,0,m_panel_ppr12,2013-2024,12,2002,19,73,0.7008434576022154,3.454700855068774,0.4736187847271547,0.1526315789473684,0.1032049931065271,4.058358810928713,-2.224023936854135,-0.0896377362386685,3.3157894736842106
AB1,ABPPG,QB,2022,0,m_panel_ppr12,2013-2024,12,2002,19,77,0.7375034705923513,2.856627419691409,-0.2104726877049661,0.4614035087719298,0.6585063405279898,2.7813473613948605,-1.3320532027793557,0.5728981347179936,1.947368421052632
AB1,ABPPG,QB,2023,0,m_panel_ppr12,2013-2024,12,2002,23,79,0.6009289024214594,3.995512092758129,-0.2390561608861482,0.0523715415019762,0.0700799035007115,4.672273477622528,-1.955147836944581,-0.0241550170623353,4.304347826086956
AB1,ABPPG,QB,2024,0,m_panel_ppr12,2013-2024,12,2002,23,85,0.7006949339298865,3.3875308923854024,-0.1949095715190474,0.3557312252964427,0.4372050596643376,4.624921064002566,-3.5006266706416653,-0.017365355384015,3.869565217391304
AB1,ABPPG,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,0.7255108144074041,4.879137325569323,0.3452394126607002,,,,,,
AB1,ABPPG,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,0.6483865866098742,4.287083333841668,0.5116824161996671,,,,,,
AB1,ABPPG,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,0.6323918474131787,4.024614761438775,0.2916242234195642,,,,,,
AB1,ABPPG,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,0.5830216803581925,4.556990315082498,0.7301535252589231,,,,,,
AB1,ABPPG,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.5792954309902403,4.875703894121015,-0.0424809501878499,0.6208791208791209,0.3722891563542558,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615
AB1,ABPPG,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.6299084831850535,4.273655171256716,0.4174218394430073,0.3199023199023199,0.4223783387815024,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0
AB1,ABPPG,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.7007994057744662,4.501034438226647,-0.0546587660077393,0.3567608861726509,0.5163746508357049,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059
AB1,ABPPG,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.6637024837760448,3.901658401100112,-0.4893348354043925,0.3860465116279069,0.3618023014815797,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637
AB1,ABPPG,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.5716106505016426,4.615222178213186,0.2954403929520307,0.5941299790356394,0.5912195324117394,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963
AB1,ABPPG,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.698514293718253,4.611749675984535,-0.0908153438536971,0.3067944250871081,0.2847410064388768,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0
AB1,ABPPG,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.7415718081113223,4.331789610552616,0.3195826610901941,0.3713325330132052,0.3656806011554664,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14
AB1,ABPPG,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.7742331834888464,4.267535551328261,-0.2430227334391294,0.444263444988025,0.4357544156809426,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902
AB1,ABPPG,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.6946385230917468,4.54979671719319,-0.1582621977859275,,,,,,
AB1,ABPPG,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.7427897482605175,3.970847352299407,0.518408923190736,0.5392156862745099,0.4447355528110173,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
AB1,ABPPG,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6915539715828497,4.578542891582823,-0.003036037580192,0.7495652173913043,0.6865832617392915,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
AB1,ABPPG,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.7052741824873211,4.283807006227383,0.4121357203638338,0.2628299120234604,0.2216579578941195,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
AB1,ABPPG,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.7312209846762422,4.212268634863613,-0.0394158491368209,0.6304098056161288,0.6249314145226438,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
AB1,ABPPG,WR,2019,0,m_panel_ppr12,2014-2024,11,2012,50,185,0.7290049490983799,4.217341505244713,0.3506882206812709,0.5577430972388956,0.5523198125611491,3.2499946744976893,-2.2025840310641573,0.1868724198929815,2.72
AB1,ABPPG,WR,2020,0,m_panel_ppr12,2014-2024,11,2012,50,190,0.7516890019686542,4.144543751890124,0.3404884279056207,0.4128211284513805,0.4260541313219402,3.645173513991341,-1.9335749275475465,0.2450619502202779,3.06
AB1,ABPPG,WR,2021,0,m_panel_ppr12,2014-2024,11,2012,55,197,0.7040115416669378,4.3989670642611225,-0.3546692269392525,0.3506195999776729,0.328117789225453,4.250056788732576,-1.7593123001888935,0.0345781033553639,3.690909090909091
AB1,ABPPG,WR,2022,0,m_panel_ppr12,2014-2024,11,2012,48,193,0.717152827343647,4.418278045670636,-0.2192341591059319,0.6762015906091623,0.7067596892125231,3.5505151136824336,-2.676326109189564,0.4035235333551509,2.4166666666666665
AB1,ABPPG,WR,2023,0,m_panel_ppr12,2014-2024,11,2012,62,188,0.7724384261066825,4.344420069586422,-0.5342253891436312,0.5706551164502159,0.5725162168206097,4.284955082487724,-3.731426807907355,0.1790923656223771,3.0806451612903225
AB1,ABPPG,WR,2024,0,m_panel_ppr12,2014-2024,11,2012,58,190,0.7896204880674789,4.048605139782749,0.0743838837410142,0.4731377947865723,0.4844679204128703,3.365489606835395,-1.7628254439378328,0.1704752972384039,2.8793103448275863
AB1,ABPPG,TE,2014,0,m_panel_ppr12,2014-2024,11,2012,3,80,0.7008105735674722,3.809904578653085,-0.5448983081035086,,,,,,
AB1,ABPPG,TE,2015,0,m_panel_ppr12,2014-2024,11,2012,6,79,0.5738081052230473,3.7858459264495696,-0.4700553185316317,,,,,,
AB1,ABPPG,TE,2016,0,m_panel_ppr12,2014-2024,11,2012,5,85,0.6422976180942936,4.203166948846,0.5161880994954696,,,,,,
AB1,ABPPG,TE,2017,0,m_panel_ppr12,2014-2024,11,2012,7,92,0.607563894700424,4.48601226102326,-0.7612244047236771,,,,,,
AB1,ABPPG,TE,2018,0,m_panel_ppr12,2014-2024,11,2012,11,89,0.6054717679148177,4.311879673098682,1.0863231297074234,0.2818181818181818,0.3571391293984912,3.063820137320642,-2.615596510754945,0.1043756138889901,1.9090909090909087
AB1,ABPPG,TE,2019,0,m_panel_ppr12,2014-2024,11,2012,11,91,0.5173279489327585,4.4594515365653935,-0.4437828034054566,0.3,0.1569021130017461,4.722666238871451,-2.0513218282488626,-0.2857415935487382,4.636363636363637
AB1,ABPPG,TE,2020,0,m_panel_ppr12,2014-2024,11,2012,16,85,0.6135712855694967,4.289479391459962,-1.0636886553452485,0.3470588235294117,0.5137831599168687,3.7180769953872463,-3.1816377656347115,-0.0059935603820255,2.9375
AB1,ABPPG,TE,2021,0,m_panel_ppr12,2014-2024,11,2012,17,90,0.6653772811003357,4.365104192023898,-0.0740111258864436,0.4779411764705882,0.5573172923690148,3.805844813087336,-2.0048274026921824,0.179237621012436,3.3529411764705883
AB1,ABPPG,TE,2022,0,m_panel_ppr12,2014-2024,11,2012,14,89,0.7786573763957355,3.493176037332559,0.3272343015287291,0.4461538461538462,0.2739748519703474,3.2127346276642306,-2.1296638222886832,-0.0227672917790708,2.9285714285714284
AB1,ABPPG,TE,2023,0,m_panel_ppr12,2014-2024,11,2012,17,89,0.7694936229488445,3.7576046559499785,-0.4375649095012279,0.4387254901960785,0.3752813372087087,3.8735957369050986,-2.198997816480559,0.0611453780460701,2.9411764705882355
AB1,ABPPG,TE,2024,0,m_panel_ppr12,2014-2024,11,2012,18,86,0.7299086432939106,3.800127637402837,-0.3201037662874345,0.3056272993763168,0.4033350712551055,3.0315350560039067,-1.825960415394188,0.1316021814948344,3.111111111111111
AB1,ABSHARE,RB,2013,0,m_panel_ppr12,2013-2024,12,2002,1,121,0.7413808050330952,4.879137325569323,0.3452394126607002,,,,,,
AB1,ABSHARE,RB,2014,0,m_panel_ppr12,2013-2024,12,2002,3,118,0.6647758918606277,4.287083333841668,0.5116824161996671,,,,,,
AB1,ABSHARE,RB,2015,0,m_panel_ppr12,2013-2024,12,2002,3,114,0.6378397342492287,4.024614761438775,0.2916242234195642,,,,,,
AB1,ABSHARE,RB,2016,0,m_panel_ppr12,2013-2024,12,2002,9,123,0.5888012849884932,4.556990315082498,0.7301535252589231,,,,,,
AB1,ABSHARE,RB,2017,0,m_panel_ppr12,2013-2024,12,2002,13,122,0.5892982674280203,4.875703894121015,-0.0424809501878499,0.6208791208791209,0.3310128892874608,5.275231873396802,-1.936229185705937,0.2123921538858041,4.615384615384615
AB1,ABSHARE,RB,2018,0,m_panel_ppr12,2013-2024,12,2002,27,120,0.6387468560226819,4.273655171256716,0.4174218394430073,0.3931623931623931,0.4532025762895229,3.3372097077511174,-2.008881268022059,0.334906697162315,3.0
AB1,ABSHARE,RB,2019,0,m_panel_ppr12,2013-2024,12,2002,34,118,0.7132115154379163,4.501034438226647,-0.0546587660077393,0.3857906799083269,0.5219575924155476,3.704991485690737,-3.1939418215908986,0.1826581784899373,2.735294117647059
AB1,ABSHARE,RB,2020,0,m_panel_ppr12,2013-2024,12,2002,44,119,0.6659933224060635,3.901658401100112,-0.4893348354043925,0.4007047216349542,0.368997634596763,4.455663362784406,-0.989283573819006,-0.1220076696705203,4.886363636363637
AB1,ABSHARE,RB,2021,0,m_panel_ppr12,2013-2024,12,2002,54,116,0.5829000495294386,4.615222178213186,0.2954403929520307,0.6015246807699637,0.5982919140680338,4.013531218346712,-2.4678509826326698,0.1406320134747659,4.12962962962963
AB1,ABSHARE,RB,2022,0,m_panel_ppr12,2013-2024,12,2002,41,123,0.7036721304425699,4.611749675984535,-0.0908153438536971,0.3439024390243902,0.3066831796750846,4.565584311406997,-3.4385069538553807,0.0897605983522869,4.0
AB1,ABSHARE,RB,2023,0,m_panel_ppr12,2013-2024,12,2002,50,128,0.7379609686127588,4.331789610552616,0.3195826610901941,0.3912124849939976,0.3795427861240853,3.9148464942294168,-2.6557315165195945,0.3174057606828537,3.14
AB1,ABSHARE,RB,2024,0,m_panel_ppr12,2013-2024,12,2002,51,112,0.7796227470023881,4.267535551328261,-0.2430227334391294,0.4830878527899934,0.4477477758217656,3.713600109927959,-2.509142991478678,0.3283878857015203,3.07843137254902
AB1,ABSHARE,WR,2014,0,m_panel_ppr12,2014-2024,11,2012,8,179,0.7108396124828287,4.54979671719319,-0.1582621977859275,,,,,,
AB1,ABSHARE,WR,2015,0,m_panel_ppr12,2014-2024,11,2012,17,181,0.75837546776594,3.970847352299407,0.518408923190736,0.4460784313725491,0.4134556873528408,3.979234803222676,-3.0700938461317304,-0.0386201445395734,3.235294117647059
AB1,ABSHARE,WR,2016,0,m_panel_ppr12,2014-2024,11,2012,24,188,0.6879040414818577,4.578542891582823,-0.003036037580192,0.7043478260869565,0.6745993628379134,3.006776970445036,-1.6042024252975946,0.6815529137119353,1.875
AB1,ABSHARE,WR,2017,0,m_panel_ppr12,2014-2024,11,2012,32,193,0.7156759389310942,4.283807006227383,0.4121357203638338,0.281524926686217,0.2416296529001625,3.897003669835102,-1.7969895899032973,-0.0793800014028034,3.53125
AB1,ABSHARE,WR,2018,0,m_panel_ppr12,2014-2024,11,2012,38,186,0.7309253050136567,4.212268634863613,-0.0394158491368209,0.6717732679530316,0.660164156573973,3.890830670761155,-2.7337339389729216,0.2847572031101374,3.631578947368421
